SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260803_192606_449,1,Unspecified,Blink,1,2026-08-03T19:26:32.4458032+09:00,2026-08-03T19:26:33.2238032+09:00,25.995992,26.773992,778.000,43,89,0.999830,0.929338,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,2,2026-08-03T19:26:34.4568032+09:00,2026-08-03T19:26:34.5238032+09:00,28.007158,28.073887,66.729,163,167,0.775363,0.598384,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,3,2026-08-03T19:26:37.4348032+09:00,2026-08-03T19:26:37.4908032+09:00,30.985104,31.040591,55.487,342,345,0.579050,0.444331,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,4,2026-08-03T19:26:37.7238032+09:00,2026-08-03T19:26:37.8568032+09:00,31.274046,31.407270,133.224,359,367,0.912895,0.615372,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,5,2026-08-03T19:26:39.3908032+09:00,2026-08-03T19:26:39.5908032+09:00,32.940720,33.140573,199.854,459,471,0.989038,0.853154,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,6,2026-08-03T19:26:39.7908032+09:00,2026-08-03T19:26:39.8688032+09:00,33.340846,33.418545,77.699,483,488,0.908713,0.543391,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,7,2026-08-03T19:26:41.4348032+09:00,2026-08-03T19:26:41.7238032+09:00,34.985377,35.273918,288.541,582,599,0.989059,0.858887,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,8,2026-08-03T19:26:43.5458032+09:00,2026-08-03T19:26:43.7458032+09:00,37.096421,37.296388,199.967,709,721,0.976824,0.844615,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,9,2026-08-03T19:26:44.0348032+09:00,2026-08-03T19:26:44.1238032+09:00,37.585262,37.674254,88.993,738,743,0.919293,0.757435,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,10,2026-08-03T19:26:45.2018032+09:00,2026-08-03T19:26:45.3348032+09:00,38.752010,38.885320,133.310,808,816,0.960959,0.784578,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,11,2026-08-03T19:26:45.4798032+09:00,2026-08-03T19:26:45.6128032+09:00,39.029712,39.162993,133.281,825,833,0.935698,0.664946,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,12,2026-08-03T19:26:45.7348032+09:00,2026-08-03T19:26:45.8688032+09:00,39.285257,39.418631,133.374,840,848,0.982384,0.727108,1,0,EyesOpened
20260803_192606_449,1,Unspecified,Blink,13,2026-08-03T19:26:47.6908032+09:00,2026-08-03T19:26:48.0348032+09:00,41.240607,41.585051,344.444,957,978,0.989103,0.889516,1,0,EyesOpened
