FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 14:01:54.787,0.0000,0.0000,0.0000,-0.0049,-0.4162,1.0000
1,0,0,2026-06-17 14:01:54.797,-0.0001,0.0000,0.0001,-0.0049,-0.4164,1.0000
2,0,0,2026-06-17 14:01:54.819,-0.0002,0.0000,0.0003,-0.0027,-0.4203,1.0000
3,0,0,2026-06-17 14:01:54.841,-0.0003,0.0001,0.0004,-0.0008,-0.4184,1.0000
4,0,0,2026-06-17 14:01:54.853,-0.0003,0.0002,0.0005,-0.0008,-0.4183,1.0000
5,0,0,2026-06-17 14:01:54.875,-0.0003,0.0003,0.0006,-0.0004,-0.4196,1.0000
6,0,0,2026-06-17 14:01:54.885,-0.0002,0.0004,0.0007,-0.0004,-0.4194,1.0000
7,0,0,2026-06-17 14:01:54.908,-0.0002,0.0005,0.0008,-0.0003,-0.4190,1.0000
8,0,0,2026-06-17 14:01:54.919,-0.0002,0.0006,0.0008,-0.0114,-0.4187,1.0000
9,0,0,2026-06-17 14:01:54.931,-0.0002,0.0006,0.0009,-0.0113,-0.4187,1.0000
10,0,0,2026-06-17 14:01:54.952,-0.0006,0.0011,0.0011,-0.0111,-0.4175,1.0000
11,0,0,2026-06-17 14:01:54.975,-0.0009,0.0014,0.0011,-0.2207,-0.2941,1.0000
12,0,0,2026-06-17 14:01:54.986,-0.0016,0.0016,0.0010,-0.2203,-0.2933,1.0000
13,0,0,2026-06-17 14:01:54.997,-0.0018,0.0017,0.0010,-0.3122,-0.2714,0.0000
14,0,0,2026-06-17 14:01:55.019,-0.0034,0.0019,0.0009,-0.3118,-0.2707,0.0000
15,0,0,2026-06-17 14:01:55.030,-0.0038,0.0020,0.0009,-0.3636,-0.2517,0.0000
16,0,0,2026-06-17 14:01:55.054,-0.0046,0.0022,0.0009,-0.3632,-0.2511,0.0000
17,0,0,2026-06-17 14:01:55.065,-0.0050,0.0022,0.0008,-0.3645,-0.2583,0.0000
18,0,0,2026-06-17 14:01:55.087,-0.0059,0.0020,0.0003,-0.3642,-0.2577,0.0000
19,0,0,2026-06-17 14:01:55.098,-0.0063,0.0020,0.0002,-0.3655,-0.2672,0.0000
20,0,0,2026-06-17 14:01:55.119,-0.0070,0.0020,-0.0001,-0.3570,-0.2696,0.0000
21,0,0,2026-06-17 14:01:55.142,-0.0077,0.0021,-0.0004,-0.3475,-0.2650,0.0000
22,0,0,2026-06-17 14:01:55.152,-0.0081,0.0022,-0.0006,-0.3473,-0.2647,0.0000
23,0,0,2026-06-17 14:01:55.174,-0.0084,0.0023,-0.0012,-0.3472,-0.2644,0.0000
24,0,0,2026-06-17 14:01:55.186,-0.0087,0.0023,-0.0015,-0.3470,-0.2641,0.0000
25,0,0,2026-06-17 14:01:55.208,-0.0087,0.0027,-0.0019,-0.3470,-0.2641,0.0000
26,0,0,2026-06-17 14:01:55.219,-0.0088,0.0029,-0.0021,-0.3513,-0.3539,0.0000
27,0,0,2026-06-17 14:01:55.242,-0.0087,0.0032,-0.0025,-0.3455,-0.3569,0.0000
28,0,0,2026-06-17 14:01:55.252,-0.0087,0.0034,-0.0026,-0.3454,-0.3567,1.0000
29,0,0,2026-06-17 14:01:55.274,-0.0086,0.0036,-0.0029,-0.3412,-0.3565,1.0000
30,0,0,2026-06-17 14:01:55.285,-0.0086,0.0038,-0.0030,-0.3409,-0.3561,1.0000
31,0,0,2026-06-17 14:01:55.308,-0.0087,0.0040,-0.0034,-0.3410,-0.3562,1.0000
32,0,0,2026-06-17 14:01:55.319,-0.0086,0.0041,-0.0035,-0.3362,-0.3516,1.0000
33,0,0,2026-06-17 14:01:55.342,-0.0082,0.0039,-0.0035,-0.3364,-0.3518,1.0000
34,0,0,2026-06-17 14:01:55.352,-0.0081,0.0038,-0.0034,-0.3322,-0.3598,1.0000
35,0,0,2026-06-17 14:01:55.374,-0.0080,0.0037,-0.0033,-0.3322,-0.3827,1.0000
36,0,0,2026-06-17 14:01:55.386,-0.0079,0.0037,-0.0034,-0.3322,-0.3828,1.0000
37,0,0,2026-06-17 14:01:55.397,-0.0080,0.0035,-0.0031,-0.3323,-0.3829,1.0000
38,0,0,2026-06-17 14:01:55.419,-0.0079,0.0034,-0.0030,-0.3173,-0.3965,1.0000
39,0,0,2026-06-17 14:01:55.429,-0.0079,0.0033,-0.0029,-0.3174,-0.3967,1.0000
40,0,0,2026-06-17 14:01:55.452,-0.0078,0.0030,-0.0027,-0.3182,-0.3923,1.0000
41,0,0,2026-06-17 14:01:55.474,-0.0077,0.0029,-0.0026,-0.3182,-0.3925,1.0000
42,0,0,2026-06-17 14:01:55.486,-0.0076,0.0028,-0.0025,-0.3183,-0.3926,1.0000
43,0,0,2026-06-17 14:01:55.507,-0.0074,0.0027,-0.0024,-0.3178,-0.3910,1.0000
44,0,0,2026-06-17 14:01:55.520,-0.0071,0.0027,-0.0023,-0.3217,-0.3972,1.0000
45,0,0,2026-06-17 14:01:55.541,-0.0069,0.0026,-0.0022,-0.3220,-0.3976,1.0000
46,0,0,2026-06-17 14:01:55.552,-0.0065,0.0026,-0.0021,-0.3221,-0.3978,1.0000
47,0,0,2026-06-17 14:01:55.574,-0.0061,0.0025,-0.0021,-0.2429,-0.3377,0.0000
48,0,0,2026-06-17 14:01:55.586,-0.0059,0.0026,-0.0021,-0.1172,-0.2892,0.0000
49,0,0,2026-06-17 14:01:55.608,-0.0056,0.0026,-0.0020,-0.0536,-0.2821,0.0000
50,0,0,2026-06-17 14:01:55.619,-0.0053,0.0026,-0.0019,-0.0536,-0.2822,0.0000
51,0,0,2026-06-17 14:01:55.641,-0.0050,0.0025,-0.0019,-0.0537,-0.2825,0.0000
52,0,0,2026-06-17 14:01:55.652,-0.0048,0.0025,-0.0020,0.0382,-0.2835,0.0000
53,0,0,2026-06-17 14:01:55.675,-0.0045,0.0024,-0.0020,0.0509,-0.2802,0.0000
54,0,0,2026-06-17 14:01:55.686,-0.0044,0.0025,-0.0020,0.0509,-0.2803,0.0000
55,0,0,2026-06-17 14:01:55.708,-0.0042,0.0025,-0.0021,0.0764,-0.1619,0.0000
56,0,0,2026-06-17 14:01:55.719,-0.0041,0.0025,-0.0022,0.0763,-0.1621,0.0000
57,0,0,2026-06-17 14:01:55.742,-0.0039,0.0025,-0.0023,0.0557,-0.0993,0.0000
58,0,0,2026-06-17 14:01:55.752,-0.0039,0.0027,-0.0024,0.0560,-0.0993,0.0000
59,0,0,2026-06-17 14:01:55.763,-0.0038,0.0027,-0.0025,0.0353,-0.0404,0.0000
60,0,0,2026-06-17 14:01:55.786,-0.0037,0.0028,-0.0026,0.0347,-0.0403,0.0000
61,0,0,2026-06-17 14:01:55.808,-0.0040,0.0028,-0.0028,0.0352,-0.0404,0.0000
62,0,0,2026-06-17 14:01:55.819,-0.0042,0.0028,-0.0029,0.0316,-0.0391,0.0000
63,0,0,2026-06-17 14:01:55.841,-0.0043,0.0028,-0.0031,0.0333,-0.0394,0.0000
64,0,0,2026-06-17 14:01:55.853,-0.0043,0.0028,-0.0031,0.0311,-0.0391,0.0000
65,0,0,2026-06-17 14:01:55.863,-0.0043,0.0027,-0.0032,0.0311,-0.0391,0.0000
66,0,0,2026-06-17 14:01:55.885,-0.0043,0.0027,-0.0033,0.0327,-0.0371,0.0000
67,0,0,2026-06-17 14:01:55.908,-0.0044,0.0025,-0.0034,0.0315,-0.0371,0.0000
68,0,0,2026-06-17 14:01:55.919,-0.0043,0.0023,-0.0034,0.0314,-0.0369,0.0000
69,0,1,2026-06-17 14:01:55.941,-0.0043,0.0022,-0.0034,0.0313,-0.0370,0.0000
70,0,1,2026-06-17 14:01:55.952,-0.0043,0.0020,-0.0034,0.0333,-0.0367,0.0000
