SessionId,RecordingId,Condition,AbsTime,ElapsedSec,EventType,Details
20260821_102553_275,1,Unspecified,2026-08-21T10:26:02.4009357+09:00,9.124703,SessionCreated,
20260821_102553_275,1,Unspecified,2026-08-21T10:26:02.4019357+09:00,9.125877,RecordingStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:26:59.3069357+09:00,66.031102,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:27:02.3199357+09:00,69.043956,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:28:02.3239357+09:00,129.048435,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:28:05.3369357+09:00,132.061279,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:29:05.3419357+09:00,192.065694,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:29:08.3539357+09:00,195.078450,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:30:08.3589357+09:00,255.082701,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:30:11.3709357+09:00,258.095366,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:31:11.3749357+09:00,318.099176,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:31:14.3879357+09:00,321.112421,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:32:14.3929357+09:00,381.117165,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:32:17.4049357+09:00,384.129357,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:33:17.4109357+09:00,444.134782,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:33:20.4229357+09:00,447.147493,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:34:20.4279357+09:00,507.151632,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:34:23.4399357+09:00,510.164450,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:35:23.4449357+09:00,570.168928,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:35:26.4579357+09:00,573.181917,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:36:26.4619357+09:00,633.186215,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:36:29.4749357+09:00,636.199131,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:37:29.4779357+09:00,696.202211,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:37:32.4909357+09:00,699.215126,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:38:32.4969357+09:00,759.220652,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:38:35.5089357+09:00,762.233199,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:39:35.5139357+09:00,822.237840,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:39:38.5269357+09:00,825.250786,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:40:38.5309357+09:00,885.255133,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:40:41.5439357+09:00,888.268143,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:41:41.5479357+09:00,948.272496,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:41:44.5609357+09:00,951.284989,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:42:44.5659357+09:00,1011.289859,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:42:47.5789357+09:00,1014.302693,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:43:47.5829357+09:00,1074.306741,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:43:50.5959357+09:00,1077.319505,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:44:50.5999357+09:00,1137.323735,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:44:53.6129357+09:00,1140.337237,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:45:53.6179357+09:00,1200.341624,DisturbanceStart,
20260821_102553_275,1,Unspecified,2026-08-21T10:45:56.6299357+09:00,1203.354028,DisturbanceEnd,
20260821_102553_275,1,Unspecified,2026-08-21T10:46:21.3309357+09:00,1228.055267,RecordingStop,
