SessionId,RecordingId,Condition,AbsTime,ElapsedSec,EventType,Details
20260721_120754_657,0,Unspecified,2026-07-21T12:07:54.6633055+09:00,0.006483,SessionCreated,
20260721_120754_657,0,Unspecified,2026-07-21T12:08:08.8233055+09:00,14.166448,SessionEnded,
