SessionId,RecordingId,Condition,AbsTime,ElapsedSec,EventType,Details
20260805_172630_772,1,Unspecified,2026-08-05T17:27:05.6836301+09:00,34.911036,SessionCreated,
20260805_172630_772,1,Unspecified,2026-08-05T17:27:05.6846301+09:00,34.912260,RecordingStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:27:40.3486301+09:00,69.576434,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:27:43.3556301+09:00,72.583378,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:28:43.3746301+09:00,132.601549,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:28:46.3816301+09:00,135.608528,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:29:46.3856301+09:00,195.612956,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:29:49.3926301+09:00,198.620068,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:30:49.3976301+09:00,258.625172,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:30:52.4046301+09:00,261.631836,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:31:52.4086301+09:00,321.635736,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:31:55.4156301+09:00,324.642638,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:32:55.4206301+09:00,384.647537,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:32:58.4266301+09:00,387.654009,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:33:58.4306301+09:00,447.658332,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:34:01.4376301+09:00,450.664855,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:35:01.4416301+09:00,510.669192,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:35:04.4486301+09:00,513.676344,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:36:04.4546301+09:00,573.681811,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:36:07.4616301+09:00,576.688860,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:37:07.4656301+09:00,636.692912,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:37:10.4726301+09:00,639.699940,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:38:10.4766301+09:00,699.704490,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:38:13.4836301+09:00,702.711176,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:39:13.4876301+09:00,762.714597,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:39:16.4946301+09:00,765.721533,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:40:16.4996301+09:00,825.726528,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:40:19.5066301+09:00,828.733519,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:41:19.5106301+09:00,888.738314,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:41:22.5166301+09:00,891.744395,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:42:22.5216301+09:00,951.749484,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:42:25.5296301+09:00,954.756971,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:43:25.5336301+09:00,1014.760953,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:43:28.5406301+09:00,1017.767644,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:44:28.5446301+09:00,1077.772349,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:44:31.5516301+09:00,1080.779225,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:45:31.5566301+09:00,1140.783583,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:45:34.5636301+09:00,1143.791075,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:46:34.5676301+09:00,1203.794606,DisturbanceStart,
20260805_172630_772,1,Unspecified,2026-08-05T17:46:37.5736301+09:00,1206.801488,DisturbanceEnd,
20260805_172630_772,1,Unspecified,2026-08-05T17:47:17.4936301+09:00,1246.721013,RecordingStop,
