SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260810_143713_359,1,Unspecified,0,2026-08-10T14:37:40.2047247+09:00,2026-08-10T14:37:40.7047247+09:00,26.844895,27.344895,30,30,-0.271161,0.094947,0.033718,0.007673,0.012287,0.203447,0
20260810_143713_359,1,Unspecified,1,2026-08-10T14:37:40.7047247+09:00,2026-08-10T14:37:41.2047247+09:00,27.344895,27.844895,30,30,-0.471106,-0.283744,0.013161,0.013772,0.005798,0.164110,0
20260810_143713_359,1,Unspecified,2,2026-08-10T14:37:41.2047247+09:00,2026-08-10T14:37:41.7047247+09:00,27.844895,28.344895,30,30,-0.280401,-0.020434,0.000225,0.000512,-0.000120,0.027136,0
20260810_143713_359,1,Unspecified,3,2026-08-10T14:37:41.7047247+09:00,2026-08-10T14:37:42.2047247+09:00,28.344895,28.844895,30,30,-0.379479,-0.167166,0.002301,0.004346,0.001992,0.081525,0
20260810_143713_359,1,Unspecified,4,2026-08-10T14:37:42.2047247+09:00,2026-08-10T14:37:42.7047247+09:00,28.844895,29.344895,30,30,-0.463285,-0.146840,0.015488,0.000730,-0.001913,0.127349,0
20260810_143713_359,1,Unspecified,5,2026-08-10T14:37:42.7047247+09:00,2026-08-10T14:37:43.2047247+09:00,29.344895,29.844895,30,30,-0.916617,-0.031719,0.014548,0.002069,-0.005437,0.128905,0
20260810_143713_359,1,Unspecified,6,2026-08-10T14:37:43.2047247+09:00,2026-08-10T14:37:43.7047247+09:00,29.844895,30.344895,30,30,-0.979305,-0.087183,0.113231,0.009576,-0.022466,0.350438,0
20260810_143713_359,1,Unspecified,7,2026-08-10T14:37:43.7047247+09:00,2026-08-10T14:37:44.2047247+09:00,30.344895,30.844895,30,30,-1.933538,-0.050587,0.016005,0.000146,-0.000775,0.127087,0
20260810_143713_359,1,Unspecified,8,2026-08-10T14:37:44.2047247+09:00,2026-08-10T14:37:44.7047247+09:00,30.844895,31.344895,30,30,-2.293402,-0.076095,0.012858,0.000449,0.001176,0.115354,0
20260810_143713_359,1,Unspecified,9,2026-08-10T14:37:44.7047247+09:00,2026-08-10T14:37:45.2047247+09:00,31.344895,31.844895,30,30,-2.442607,-0.067035,0.008167,0.001753,-0.002341,0.099601,0
