SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260806_182807_719,1,Unspecified,0,2026-08-06T18:28:26.0406672+09:00,2026-08-06T18:28:26.5406672+09:00,18.321431,18.821431,30,30,0.133718,-0.200524,0.000001,0.000001,0.000001,0.001474,0
20260806_182807_719,1,Unspecified,1,2026-08-06T18:28:26.5406672+09:00,2026-08-06T18:28:27.0406672+09:00,18.821431,19.321431,30,30,0.131100,-0.202946,0.000000,0.000000,0.000000,0.000775,0
20260806_182807_719,1,Unspecified,2,2026-08-06T18:28:27.0406672+09:00,2026-08-06T18:28:27.5406672+09:00,19.321431,19.821431,30,30,0.133930,-0.200598,0.000000,0.000000,0.000000,0.000710,0
20260806_182807_719,1,Unspecified,3,2026-08-06T18:28:27.5406672+09:00,2026-08-06T18:28:28.0406672+09:00,19.821431,20.321431,30,30,0.132669,-0.201967,0.000001,0.000002,0.000001,0.001690,0
20260806_182807_719,1,Unspecified,4,2026-08-06T18:28:28.0406672+09:00,2026-08-06T18:28:28.5406672+09:00,20.321431,20.821431,30,30,0.127955,-0.205259,0.000005,0.000001,0.000003,0.002589,0
20260806_182807_719,1,Unspecified,5,2026-08-06T18:28:28.5406672+09:00,2026-08-06T18:28:29.0406672+09:00,20.821431,21.321431,30,30,0.124363,-0.206452,0.000003,0.000000,0.000001,0.001962,0
20260806_182807_719,1,Unspecified,6,2026-08-06T18:28:29.0406672+09:00,2026-08-06T18:28:29.5406672+09:00,21.321431,21.821431,30,30,0.131436,-0.202519,0.000001,0.000004,0.000002,0.002333,0
20260806_182807_719,1,Unspecified,7,2026-08-06T18:28:29.5406672+09:00,2026-08-06T18:28:30.0406672+09:00,21.821431,22.321431,30,30,0.131836,-0.193021,0.000002,0.000001,0.000000,0.001694,0
20260806_182807_719,1,Unspecified,8,2026-08-06T18:28:30.0406672+09:00,2026-08-06T18:28:30.5406672+09:00,22.321431,22.821431,30,30,0.130633,-0.198601,0.000000,0.000001,0.000000,0.001145,0
20260806_182807_719,1,Unspecified,9,2026-08-06T18:28:30.5406672+09:00,2026-08-06T18:28:31.0406672+09:00,22.821431,23.321431,30,30,0.130714,-0.202187,0.000003,0.000004,0.000003,0.002511,0
20260806_182807_719,1,Unspecified,10,2026-08-06T18:28:31.0406672+09:00,2026-08-06T18:28:31.5406672+09:00,23.321431,23.821431,30,30,0.132363,-0.201878,0.000003,0.000004,0.000003,0.002495,0
20260806_182807_719,1,Unspecified,11,2026-08-06T18:28:31.5406672+09:00,2026-08-06T18:28:32.0406672+09:00,23.821431,24.321431,30,30,0.129392,-0.194694,0.000012,0.000004,-0.000006,0.004050,0
20260806_182807_719,1,Unspecified,12,2026-08-06T18:28:32.0406672+09:00,2026-08-06T18:28:32.5406672+09:00,24.321431,24.821431,31,31,0.127651,-0.193797,0.000001,0.000003,-0.000001,0.001883,0
20260806_182807_719,1,Unspecified,13,2026-08-06T18:28:32.5406672+09:00,2026-08-06T18:28:33.0406672+09:00,24.821431,25.321431,29,29,0.130193,-0.196059,0.000002,0.000000,0.000001,0.001461,0
