SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260810_154114_079,1,Unspecified,Blink,1,2026-08-10T15:41:52.8201292+09:00,2026-08-10T15:41:52.8901292+09:00,38.740658,38.811199,70.542,45,50,0.816411,0.581575,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,2,2026-08-10T15:41:54.6441292+09:00,2026-08-10T15:41:54.7131292+09:00,40.564517,40.634223,69.706,155,159,0.861329,0.531132,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,3,2026-08-10T15:41:56.1611292+09:00,2026-08-10T15:41:56.2021292+09:00,42.082130,42.123492,41.362,246,248,0.843713,0.586662,0,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,4,2026-08-10T15:41:57.8871292+09:00,2026-08-10T15:41:58.0131292+09:00,43.808272,43.933724,125.451,349,357,0.961586,0.670111,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,5,2026-08-10T15:41:59.7391292+09:00,2026-08-10T15:41:59.8371292+09:00,45.660348,45.757806,97.458,461,466,0.960018,0.769104,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,6,2026-08-10T15:42:01.6191292+09:00,2026-08-10T15:42:01.7031292+09:00,47.540168,47.623579,83.411,573,578,0.898463,0.554822,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,7,2026-08-10T15:42:02.0371292+09:00,2026-08-10T15:42:02.1201292+09:00,47.957913,48.041239,83.326,598,603,0.968540,0.636777,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,8,2026-08-10T15:42:02.7751292+09:00,2026-08-10T15:42:02.8451292+09:00,48.695936,48.765505,69.570,643,647,0.884189,0.437511,1,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,9,2026-08-10T15:42:03.6801292+09:00,2026-08-10T15:42:03.7081292+09:00,49.601041,49.629098,28.057,697,699,0.819088,0.548362,0,0,EyesOpened
20260810_154114_079,1,Unspecified,Blink,10,2026-08-10T15:42:04.0701292+09:00,2026-08-10T15:42:04.1401292+09:00,49.991130,50.060808,69.678,720,725,0.851712,0.517559,1,0,EyesOpened
