FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink,BlinkStatus,LeftEyeClosure,RightEyeClosure,EyeClosureMean
358,0,5,2026-07-14 11:56:09.269,-0.0093,0.0060,0.0014,0.0071,-0.0044,0,BelowThreshold,0.0000,0.0000,0.0000
359,0,5,2026-07-14 11:56:09.291,-0.0093,0.0060,0.0014,0.0032,-0.0140,0,BelowThreshold,0.0000,0.0000,0.0000
360,0,5,2026-07-14 11:56:09.302,-0.0094,0.0060,0.0014,0.0275,-0.0061,0,BelowThreshold,0.0001,0.0385,0.0193
361,0,5,2026-07-14 11:56:09.312,-0.0094,0.0060,0.0013,0.0275,-0.0061,0,BelowThreshold,0.0001,0.0385,0.0193
362,0,5,2026-07-14 11:56:09.335,-0.0094,0.0061,0.0012,0.0298,-0.0157,0,BelowThreshold,0.1923,0.6320,0.4122
363,0,5,2026-07-14 11:56:09.357,-0.0094,0.0062,0.0011,0.0215,-0.0214,0,BelowThreshold,0.0101,0.1990,0.1045
364,0,5,2026-07-14 11:56:09.368,-0.0094,0.0063,0.0011,0.0204,-0.0467,0,BelowThreshold,0.0101,0.1990,0.1045
365,0,5,2026-07-14 11:56:09.390,-0.0095,0.0063,0.0011,0.0124,-0.0513,0,BelowThreshold,0.0101,0.1990,0.1045
366,0,5,2026-07-14 11:56:09.402,-0.0096,0.0064,0.0010,0.0166,-0.0517,0,BelowThreshold,0.0016,0.1000,0.0508
367,0,5,2026-07-14 11:56:09.424,-0.0096,0.0064,0.0010,0.0163,-0.0599,0,BelowThreshold,0.0016,0.1000,0.0508
368,0,5,2026-07-14 11:56:09.435,-0.0097,0.0064,0.0010,0.0182,-0.0600,0,BelowThreshold,0.0016,0.1000,0.0508
369,0,5,2026-07-14 11:56:09.457,-0.0097,0.0065,0.0009,0.0182,-0.0600,0,BelowThreshold,0.0016,0.1000,0.0508
370,0,5,2026-07-14 11:56:09.469,-0.0098,0.0065,0.0009,0.0183,-0.0600,0,BelowThreshold,0.0001,0.0340,0.0170
371,0,5,2026-07-14 11:56:09.479,-0.0098,0.0066,0.0009,0.0183,-0.0599,0,BelowThreshold,0.0001,0.0340,0.0170
372,0,5,2026-07-14 11:56:09.502,-0.0099,0.0067,0.0009,0.0177,-0.0619,0,BelowThreshold,0.0001,0.0340,0.0170
373,0,5,2026-07-14 11:56:09.524,-0.0101,0.0068,0.0009,0.0177,-0.0618,0,BelowThreshold,0.0018,0.0000,0.0009
374,0,5,2026-07-14 11:56:09.534,-0.0101,0.0069,0.0009,0.0182,-0.0619,0,BelowThreshold,0.0018,0.0000,0.0009
375,0,5,2026-07-14 11:56:09.557,-0.0103,0.0070,0.0010,0.0190,-0.0622,0,BelowThreshold,0.0018,0.0000,0.0009
376,0,5,2026-07-14 11:56:09.569,-0.0103,0.0071,0.0010,0.0190,-0.0622,0,BelowThreshold,0.0000,0.0118,0.0059
377,0,5,2026-07-14 11:56:09.590,-0.0105,0.0073,0.0011,0.0199,-0.0590,0,BelowThreshold,0.0012,0.1061,0.0537
378,0,5,2026-07-14 11:56:09.602,-0.0106,0.0075,0.0011,0.0199,-0.0589,0,BelowThreshold,0.0012,0.1061,0.0537
379,0,5,2026-07-14 11:56:09.623,-0.0109,0.0076,0.0011,0.0212,-0.0549,0,BelowThreshold,0.0012,0.1061,0.0537
380,0,5,2026-07-14 11:56:09.635,-0.0110,0.0077,0.0012,0.0213,-0.0549,0,BelowThreshold,0.0012,0.1061,0.0537
381,0,5,2026-07-14 11:56:09.657,-0.0113,0.0078,0.0012,0.0492,-0.0273,0,BelowThreshold,0.0918,0.4615,0.2766
382,0,5,2026-07-14 11:56:09.669,-0.0115,0.0078,0.0013,0.0492,-0.0272,0,BelowThreshold,0.0918,0.4615,0.2766
383,0,5,2026-07-14 11:56:09.690,-0.0118,0.0079,0.0013,0.0468,-0.0277,0,BelowThreshold,0.0000,0.0362,0.0181
384,0,5,2026-07-14 11:56:09.702,-0.0119,0.0079,0.0014,0.0471,-0.0200,0,BelowThreshold,0.0004,0.0000,0.0002
385,0,5,2026-07-14 11:56:09.724,-0.0121,0.0079,0.0014,0.0467,-0.0199,0,BelowThreshold,0.0004,0.0000,0.0002
386,0,5,2026-07-14 11:56:09.734,-0.0122,0.0078,0.0014,0.0468,-0.0198,0,BelowThreshold,0.0004,0.0000,0.0002
387,0,5,2026-07-14 11:56:09.747,-0.0123,0.0078,0.0014,0.0442,-0.0181,0,BelowThreshold,0.0004,0.0000,0.0002
388,0,5,2026-07-14 11:56:09.769,-0.0124,0.0077,0.0015,0.0441,-0.0180,0,BelowThreshold,0.0004,0.0000,0.0002
389,0,5,2026-07-14 11:56:09.790,-0.0125,0.0076,0.0015,0.0440,-0.0180,0,BelowThreshold,0.0004,0.0000,0.0002
390,0,5,2026-07-14 11:56:09.802,-0.0125,0.0075,0.0015,0.0322,0.0014,0,BelowThreshold,0.0001,0.0000,0.0001
391,0,5,2026-07-14 11:56:09.824,-0.0124,0.0074,0.0014,0.0371,0.0032,0,BelowThreshold,0.0001,0.0000,0.0001
392,0,5,2026-07-14 11:56:09.835,-0.0124,0.0074,0.0014,0.0371,0.0032,0,BelowThreshold,0.0000,0.0000,0.0000
393,0,5,2026-07-14 11:56:09.857,-0.0123,0.0073,0.0015,0.0388,0.0035,0,BelowThreshold,0.0000,0.0000,0.0000
394,0,5,2026-07-14 11:56:09.868,-0.0123,0.0072,0.0015,0.0426,0.0050,0,BelowThreshold,0.0000,0.0000,0.0000
395,0,5,2026-07-14 11:56:09.890,-0.0122,0.0072,0.0014,0.0629,0.0141,0,BelowThreshold,0.0000,0.0000,0.0000
396,0,5,2026-07-14 11:56:09.902,-0.0121,0.0072,0.0014,0.0684,0.0156,0,BelowThreshold,0.0000,0.0000,0.0000
397,0,5,2026-07-14 11:56:09.924,-0.0120,0.0072,0.0013,0.0714,0.0160,0,BelowThreshold,0.0000,0.0000,0.0000
398,0,5,2026-07-14 11:56:09.935,-0.0120,0.0073,0.0013,0.0725,0.0154,0,BelowThreshold,0.0000,0.0000,0.0000
399,0,5,2026-07-14 11:56:09.957,-0.0119,0.0074,0.0012,0.0714,0.0160,0,BelowThreshold,0.0000,0.0000,0.0000
400,0,5,2026-07-14 11:56:09.969,-0.0118,0.0074,0.0012,0.0714,0.0160,0,BelowThreshold,0.0000,0.0000,0.0000
401,0,5,2026-07-14 11:56:09.991,-0.0116,0.0075,0.0011,0.0736,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
402,0,5,2026-07-14 11:56:10.002,-0.0116,0.0076,0.0011,0.0736,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
403,0,5,2026-07-14 11:56:10.024,-0.0115,0.0076,0.0011,0.0726,0.0180,0,BelowThreshold,0.0000,0.0000,0.0000
404,0,5,2026-07-14 11:56:10.035,-0.0114,0.0076,0.0011,0.0726,0.0179,0,BelowThreshold,0.0000,0.0000,0.0000
405,0,5,2026-07-14 11:56:10.057,-0.0112,0.0076,0.0010,0.0715,0.0156,0,BelowThreshold,0.0000,0.0000,0.0000
406,0,5,2026-07-14 11:56:10.069,-0.0112,0.0076,0.0010,0.0689,0.0156,0,BelowThreshold,0.0000,0.0000,0.0000
407,0,5,2026-07-14 11:56:10.080,-0.0111,0.0076,0.0009,0.0689,0.0156,0,BelowThreshold,0.0000,0.0000,0.0000
408,0,5,2026-07-14 11:56:10.102,-0.0109,0.0076,0.0008,0.0671,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
409,0,5,2026-07-14 11:56:10.124,-0.0108,0.0076,0.0007,0.0695,0.0161,0,BelowThreshold,0.0000,0.0000,0.0000
410,0,5,2026-07-14 11:56:10.134,-0.0108,0.0076,0.0006,0.0671,0.0142,0,BelowThreshold,0.0000,0.0000,0.0000
411,0,5,2026-07-14 11:56:10.157,-0.0108,0.0076,0.0004,0.0664,0.0142,0,BelowThreshold,0.0000,0.0000,0.0000
412,0,5,2026-07-14 11:56:10.169,-0.0109,0.0077,0.0003,0.0664,0.0142,0,BelowThreshold,0.0000,0.0000,0.0000
413,0,5,2026-07-14 11:56:10.191,-0.0110,0.0078,0.0001,0.0653,0.0164,0,BelowThreshold,0.0000,0.0000,0.0000
414,0,6,2026-07-14 11:56:10.202,-0.0111,0.0079,0.0000,0.0654,0.0164,0,BelowThreshold,0.0000,0.0000,0.0000
415,0,6,2026-07-14 11:56:10.223,-0.0113,0.0080,-0.0001,0.0653,0.0162,0,BelowThreshold,0.0000,0.0000,0.0000
416,0,6,2026-07-14 11:56:10.235,-0.0114,0.0081,-0.0002,0.0653,0.0162,0,BelowThreshold,0.0000,0.0000,0.0000
417,0,6,2026-07-14 11:56:10.257,-0.0116,0.0083,-0.0004,0.0635,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
418,0,6,2026-07-14 11:56:10.269,-0.0117,0.0083,-0.0004,0.0635,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
419,0,6,2026-07-14 11:56:10.290,-0.0119,0.0083,-0.0006,0.0635,0.0149,0,BelowThreshold,0.0000,0.0000,0.0000
420,0,6,2026-07-14 11:56:10.301,-0.0120,0.0084,-0.0007,0.0635,0.0149,0,BelowThreshold,0.0000,0.0000,0.0000
421,0,6,2026-07-14 11:56:10.324,-0.0120,0.0084,-0.0009,0.0645,0.0149,0,BelowThreshold,0.0000,0.0000,0.0000
422,0,6,2026-07-14 11:56:10.335,-0.0120,0.0085,-0.0009,0.0645,0.0149,0,BelowThreshold,0.0000,0.0000,0.0000
423,0,6,2026-07-14 11:56:10.357,-0.0119,0.0086,-0.0010,0.0646,0.0149,0,BelowThreshold,0.0000,0.0000,0.0000
424,0,6,2026-07-14 11:56:10.369,-0.0119,0.0087,-0.0011,0.0646,0.0148,0,BelowThreshold,0.0000,0.0000,0.0000
425,0,6,2026-07-14 11:56:10.391,-0.0118,0.0088,-0.0011,-0.0596,-0.0279,0,BelowThreshold,0.0000,0.0000,0.0000
426,0,6,2026-07-14 11:56:10.402,-0.0117,0.0088,-0.0011,-0.0596,-0.0280,0,BelowThreshold,0.0000,0.0000,0.0000
427,0,6,2026-07-14 11:56:10.424,-0.0115,0.0090,-0.0011,-0.0604,-0.0287,0,BelowThreshold,0.0000,0.0000,0.0000
428,0,6,2026-07-14 11:56:10.435,-0.0114,0.0090,-0.0011,-0.0604,-0.0287,0,BelowThreshold,0.0000,0.0000,0.0000
429,0,6,2026-07-14 11:56:10.458,-0.0113,0.0089,-0.0011,-0.0607,-0.0308,0,BelowThreshold,0.0000,0.0000,0.0000
430,0,6,2026-07-14 11:56:10.469,-0.0112,0.0089,-0.0012,-0.0629,-0.0311,0,BelowThreshold,0.0000,0.0000,0.0000
431,0,6,2026-07-14 11:56:10.480,-0.0112,0.0088,-0.0012,-0.0629,-0.0311,0,BelowThreshold,0.0000,0.0000,0.0000
432,0,6,2026-07-14 11:56:10.502,-0.0111,0.0088,-0.0013,-0.0629,-0.0311,0,BelowThreshold,0.0000,0.0000,0.0000
433,0,6,2026-07-14 11:56:10.524,-0.0110,0.0088,-0.0013,-0.1265,-0.0288,0,BelowThreshold,0.0000,0.0000,0.0000
434,0,6,2026-07-14 11:56:10.536,-0.0110,0.0088,-0.0013,-0.1264,-0.0288,0,BelowThreshold,0.0000,0.0000,0.0000
435,0,6,2026-07-14 11:56:10.546,-0.0109,0.0088,-0.0013,-0.1518,-0.0246,0,BelowThreshold,0.0000,0.0000,0.0000
436,0,6,2026-07-14 11:56:10.569,-0.0109,0.0088,-0.0013,-0.1518,-0.0246,0,BelowThreshold,0.0000,0.0000,0.0000
437,0,6,2026-07-14 11:56:10.580,-0.0109,0.0088,-0.0013,-0.1518,-0.0245,0,BelowThreshold,0.0000,0.0000,0.0000
438,0,6,2026-07-14 11:56:10.602,-0.0109,0.0088,-0.0014,-0.1533,-0.0223,0,BelowThreshold,0.0000,0.0000,0.0000
439,0,6,2026-07-14 11:56:10.624,-0.0110,0.0088,-0.0014,-0.1533,-0.0223,0,BelowThreshold,0.0000,0.0000,0.0000
440,0,6,2026-07-14 11:56:10.635,-0.0110,0.0088,-0.0014,-0.1532,-0.0223,0,BelowThreshold,0.0000,0.0000,0.0000
441,0,6,2026-07-14 11:56:10.657,-0.0110,0.0089,-0.0014,-0.1542,-0.0230,0,BelowThreshold,0.0000,0.0000,0.0000
442,0,6,2026-07-14 11:56:10.669,-0.0110,0.0089,-0.0014,-0.1542,-0.0230,0,BelowThreshold,0.0000,0.0000,0.0000
443,0,6,2026-07-14 11:56:10.680,-0.0110,0.0089,-0.0014,-0.1519,-0.0207,0,BelowThreshold,0.0000,0.0000,0.0000
444,0,6,2026-07-14 11:56:10.702,-0.0110,0.0089,-0.0014,-0.1519,-0.0207,0,BelowThreshold,0.0000,0.0000,0.0000
445,0,6,2026-07-14 11:56:10.724,-0.0110,0.0089,-0.0014,-0.1519,-0.0222,0,BelowThreshold,0.0000,0.0000,0.0000
446,0,6,2026-07-14 11:56:10.734,-0.0111,0.0089,-0.0014,-0.1527,-0.0220,0,BelowThreshold,0.0000,0.0000,0.0000
447,0,6,2026-07-14 11:56:10.746,-0.0111,0.0089,-0.0013,-0.1531,-0.0191,0,BelowThreshold,0.0000,0.0000,0.0000
448,0,6,2026-07-14 11:56:10.768,-0.0111,0.0088,-0.0013,-0.1548,-0.0209,0,BelowThreshold,0.0000,0.0000,0.0000
449,0,6,2026-07-14 11:56:10.791,-0.0111,0.0088,-0.0014,-0.1515,-0.0218,0,BelowThreshold,0.0000,0.0000,0.0000
450,0,6,2026-07-14 11:56:10.802,-0.0111,0.0088,-0.0014,-0.1330,-0.0226,0,BelowThreshold,0.0000,0.0000,0.0000
451,0,6,2026-07-14 11:56:10.824,-0.0111,0.0088,-0.0014,-0.0912,-0.0235,0,BelowThreshold,0.0000,0.0000,0.0000
452,0,6,2026-07-14 11:56:10.835,-0.0111,0.0087,-0.0014,-0.0912,-0.0235,0,BelowThreshold,0.0000,0.0000,0.0000
453,0,6,2026-07-14 11:56:10.846,-0.0111,0.0087,-0.0014,-0.0912,-0.0235,0,BelowThreshold,0.0000,0.0000,0.0000
454,0,6,2026-07-14 11:56:10.869,-0.0111,0.0087,-0.0015,-0.0912,-0.0236,0,BelowThreshold,0.0000,0.0000,0.0000
455,0,6,2026-07-14 11:56:10.879,-0.0111,0.0087,-0.0015,-0.0912,-0.0236,0,BelowThreshold,0.0000,0.0000,0.0000
456,0,6,2026-07-14 11:56:10.902,-0.0111,0.0087,-0.0016,-0.0522,-0.0259,0,BelowThreshold,0.0000,0.0000,0.0000
457,0,6,2026-07-14 11:56:10.924,-0.0110,0.0088,-0.0017,-0.0532,-0.0250,0,BelowThreshold,0.0000,0.0000,0.0000
458,0,6,2026-07-14 11:56:10.936,-0.0110,0.0088,-0.0017,-0.0524,-0.0245,0,BelowThreshold,0.0000,0.0000,0.0000
459,0,6,2026-07-14 11:56:10.945,-0.0109,0.0088,-0.0018,-0.0524,-0.0245,0,BelowThreshold,0.0000,0.0000,0.0000
460,0,6,2026-07-14 11:56:10.968,-0.0108,0.0087,-0.0019,-0.0543,-0.0255,0,BelowThreshold,0.0000,0.0000,0.0000
461,0,6,2026-07-14 11:56:10.990,-0.0107,0.0086,-0.0020,-0.0548,-0.0269,0,BelowThreshold,0.0000,0.0000,0.0000
462,0,6,2026-07-14 11:56:11.003,-0.0107,0.0086,-0.0020,-0.0548,-0.0269,0,BelowThreshold,0.0000,0.0000,0.0000
463,0,6,2026-07-14 11:56:11.013,-0.0106,0.0086,-0.0021,-0.0526,-0.0235,0,BelowThreshold,0.0000,0.0000,0.0000
464,0,6,2026-07-14 11:56:11.036,-0.0105,0.0085,-0.0022,-0.0525,-0.0235,0,BelowThreshold,0.0000,0.0000,0.0000
465,0,6,2026-07-14 11:56:11.058,-0.0104,0.0086,-0.0023,-0.0044,-0.0549,0,BelowThreshold,0.1762,0.3133,0.2448
466,0,6,2026-07-14 11:56:11.069,-0.0103,0.0086,-0.0024,-0.0044,-0.0549,0,BelowThreshold,0.1762,0.3133,0.2448
467,0,6,2026-07-14 11:56:11.079,-0.0103,0.0086,-0.0025,-0.0044,-0.0549,0,BelowThreshold,0.1762,0.3133,0.2448
468,0,6,2026-07-14 11:56:11.101,-0.0102,0.0086,-0.0026,-0.0044,-0.0549,0,BelowThreshold,0.1762,0.3133,0.2448
469,0,6,2026-07-14 11:56:11.113,-0.0101,0.0086,-0.0027,0.0116,-0.0433,0,BelowThreshold,0.0128,0.0404,0.0266
470,0,6,2026-07-14 11:56:11.134,-0.0101,0.0087,-0.0028,0.0156,-0.0480,0,BelowThreshold,0.0048,0.0097,0.0072
471,0,6,2026-07-14 11:56:11.157,-0.0100,0.0088,-0.0028,0.0156,-0.0480,0,BelowThreshold,0.0048,0.0097,0.0072
472,0,6,2026-07-14 11:56:11.169,-0.0100,0.0088,-0.0029,0.0133,-0.0478,0,BelowThreshold,0.0140,0.0000,0.0070
473,0,6,2026-07-14 11:56:11.179,-0.0101,0.0088,-0.0030,0.0132,-0.0477,0,BelowThreshold,0.0140,0.0000,0.0070
474,0,6,2026-07-14 11:56:11.202,-0.0101,0.0087,-0.0032,0.0137,-0.0477,0,BelowThreshold,0.0179,0.0000,0.0090
475,0,6,2026-07-14 11:56:11.213,-0.0102,0.0087,-0.0033,0.0137,-0.0477,0,BelowThreshold,0.0179,0.0000,0.0090
476,0,6,2026-07-14 11:56:11.236,-0.0103,0.0087,-0.0035,0.0137,-0.0482,0,BelowThreshold,0.0179,0.0000,0.0090
477,0,6,2026-07-14 11:56:11.258,-0.0103,0.0087,-0.0037,0.0137,-0.0481,0,BelowThreshold,0.0179,0.0000,0.0090
478,0,6,2026-07-14 11:56:11.268,-0.0103,0.0088,-0.0038,0.0120,-0.0480,0,BelowThreshold,0.0032,0.0000,0.0016
479,0,6,2026-07-14 11:56:11.291,-0.0103,0.0088,-0.0041,-0.0163,-0.0546,1,Detected,0.9115,0.9571,0.9343
480,0,6,2026-07-14 11:56:11.302,-0.0103,0.0089,-0.0042,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
481,0,6,2026-07-14 11:56:11.324,-0.0103,0.0089,-0.0044,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
482,0,6,2026-07-14 11:56:11.336,-0.0103,0.0090,-0.0046,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
483,0,6,2026-07-14 11:56:11.347,-0.0103,0.0090,-0.0047,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
484,0,7,2026-07-14 11:56:11.369,-0.0103,0.0091,-0.0049,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
485,0,7,2026-07-14 11:56:11.379,-0.0103,0.0091,-0.0050,-0.0162,-0.0545,1,Detected,0.9115,0.9571,0.9343
486,0,7,2026-07-14 11:56:11.402,-0.0103,0.0092,-0.0052,0.0098,-0.0692,0,BelowThreshold,0.0004,0.0252,0.0128
487,0,7,2026-07-14 11:56:11.413,-0.0103,0.0092,-0.0052,0.0098,-0.0692,0,BelowThreshold,0.0004,0.0252,0.0128
488,0,7,2026-07-14 11:56:11.434,-0.0103,0.0092,-0.0053,0.0065,-0.0690,0,BelowThreshold,0.0004,0.0252,0.0128
489,0,7,2026-07-14 11:56:11.457,-0.0102,0.0093,-0.0054,0.0065,-0.0690,0,BelowThreshold,0.0004,0.0252,0.0128
490,0,7,2026-07-14 11:56:11.468,-0.0102,0.0093,-0.0054,0.0072,-0.0712,0,BelowThreshold,0.0000,0.0006,0.0003
491,0,7,2026-07-14 11:56:11.491,-0.0102,0.0093,-0.0055,0.0105,-0.0659,0,BelowThreshold,0.0162,0.0000,0.0081
492,0,7,2026-07-14 11:56:11.502,-0.0101,0.0092,-0.0056,0.0105,-0.0659,0,BelowThreshold,0.0162,0.0000,0.0081
493,0,7,2026-07-14 11:56:11.513,-0.0101,0.0092,-0.0056,0.0104,-0.0659,0,BelowThreshold,0.0162,0.0000,0.0081
494,0,7,2026-07-14 11:56:11.536,-0.0102,0.0091,-0.0055,0.0092,-0.0663,0,BelowThreshold,0.0115,0.0000,0.0058
495,0,7,2026-07-14 11:56:11.546,-0.0102,0.0090,-0.0055,0.0092,-0.0663,0,BelowThreshold,0.0115,0.0000,0.0058
496,0,7,2026-07-14 11:56:11.568,-0.0101,0.0090,-0.0054,0.0072,-0.0677,0,BelowThreshold,0.0111,0.0000,0.0056
497,0,7,2026-07-14 11:56:11.580,-0.0101,0.0090,-0.0054,0.0072,-0.0677,0,BelowThreshold,0.0111,0.0000,0.0056
498,0,7,2026-07-14 11:56:11.602,-0.0101,0.0089,-0.0054,0.0096,-0.0678,0,BelowThreshold,0.0110,0.0000,0.0055
499,0,7,2026-07-14 11:56:11.624,-0.0102,0.0087,-0.0053,0.0084,-0.0680,0,BelowThreshold,0.0110,0.0000,0.0055
500,0,7,2026-07-14 11:56:11.635,-0.0102,0.0087,-0.0053,0.0084,-0.0669,0,BelowThreshold,0.0110,0.0000,0.0055
501,0,7,2026-07-14 11:56:11.647,-0.0102,0.0087,-0.0052,0.0083,-0.0669,0,BelowThreshold,0.0110,0.0000,0.0055
502,0,7,2026-07-14 11:56:11.669,-0.0103,0.0087,-0.0050,0.0071,-0.0697,0,BelowThreshold,0.0110,0.0000,0.0055
503,0,7,2026-07-14 11:56:11.680,-0.0104,0.0087,-0.0050,0.0071,-0.0697,0,BelowThreshold,0.0014,0.0000,0.0007
504,0,7,2026-07-14 11:56:11.702,-0.0105,0.0086,-0.0049,0.0088,-0.0668,0,BelowThreshold,0.0091,0.0000,0.0045
505,0,7,2026-07-14 11:56:11.724,-0.0106,0.0085,-0.0047,0.0027,-0.0947,0,BelowThreshold,0.0091,0.0000,0.0045
506,0,7,2026-07-14 11:56:11.735,-0.0107,0.0085,-0.0047,0.0027,-0.0947,0,BelowThreshold,0.0225,0.0000,0.0113
507,0,7,2026-07-14 11:56:11.746,-0.0108,0.0086,-0.0046,-0.0073,-0.1197,0,BelowThreshold,0.0225,0.0000,0.0113
508,0,7,2026-07-14 11:56:11.768,-0.0110,0.0086,-0.0045,-0.0111,-0.1550,0,BelowThreshold,0.0134,0.0000,0.0067
509,0,7,2026-07-14 11:56:11.779,-0.0110,0.0086,-0.0044,-0.0140,-0.1654,0,BelowThreshold,0.0134,0.0000,0.0067
510,0,7,2026-07-14 11:56:11.802,-0.0112,0.0086,-0.0043,-0.0147,-0.1654,0,BelowThreshold,0.0134,0.0000,0.0067
511,0,7,2026-07-14 11:56:11.813,-0.0113,0.0085,-0.0043,-0.0147,-0.1653,0,BelowThreshold,0.0134,0.0000,0.0067
512,0,7,2026-07-14 11:56:11.835,-0.0115,0.0084,-0.0041,-0.0159,-0.1640,0,BelowThreshold,0.0071,0.0000,0.0036
513,0,7,2026-07-14 11:56:11.846,-0.0116,0.0083,-0.0040,-0.0132,-0.1629,0,BelowThreshold,0.0071,0.0000,0.0036
514,0,7,2026-07-14 11:56:11.869,-0.0118,0.0082,-0.0038,-0.0132,-0.1629,0,BelowThreshold,0.0071,0.0000,0.0036
515,0,7,2026-07-14 11:56:11.879,-0.0119,0.0081,-0.0037,-0.0133,-0.1628,0,BelowThreshold,0.0071,0.0000,0.0036
516,0,7,2026-07-14 11:56:11.902,-0.0121,0.0079,-0.0036,-0.0130,-0.1616,0,BelowThreshold,0.0020,0.0000,0.0010
517,0,7,2026-07-14 11:56:11.924,-0.0122,0.0077,-0.0035,-0.0142,-0.1608,0,BelowThreshold,0.0020,0.0000,0.0010
518,0,7,2026-07-14 11:56:11.936,-0.0123,0.0075,-0.0034,-0.0143,-0.1609,0,BelowThreshold,0.0020,0.0000,0.0010
519,0,7,2026-07-14 11:56:11.957,-0.0125,0.0074,-0.0033,-0.0136,-0.1625,0,BelowThreshold,0.0000,0.0142,0.0071
520,0,7,2026-07-14 11:56:11.969,-0.0125,0.0073,-0.0033,-0.0136,-0.1625,0,BelowThreshold,0.0000,0.0142,0.0071
521,0,7,2026-07-14 11:56:11.980,-0.0126,0.0073,-0.0032,-0.0135,-0.1625,0,BelowThreshold,0.0000,0.0174,0.0087
522,0,7,2026-07-14 11:56:12.001,-0.0127,0.0073,-0.0030,-0.0134,-0.1625,0,BelowThreshold,0.0000,0.0174,0.0087
523,0,7,2026-07-14 11:56:12.024,-0.0127,0.0073,-0.0029,-0.0110,-0.1626,0,BelowThreshold,0.0000,0.0110,0.0055
524,0,7,2026-07-14 11:56:12.034,-0.0128,0.0072,-0.0029,-0.0110,-0.1626,0,BelowThreshold,0.0000,0.0110,0.0055
525,0,7,2026-07-14 11:56:12.046,-0.0128,0.0072,-0.0028,-0.0110,-0.1626,0,BelowThreshold,0.0000,0.0110,0.0055
526,0,7,2026-07-14 11:56:12.069,-0.0129,0.0072,-0.0027,-0.0063,-0.1732,0,BelowThreshold,0.0000,0.0110,0.0055
527,0,7,2026-07-14 11:56:12.092,-0.0129,0.0072,-0.0026,-0.0046,-0.1877,0,BelowThreshold,0.0234,0.0001,0.0117
528,0,7,2026-07-14 11:56:12.103,-0.0129,0.0072,-0.0025,-0.0057,-0.1826,0,BelowThreshold,0.0234,0.0001,0.0117
529,0,7,2026-07-14 11:56:12.114,-0.0129,0.0072,-0.0024,-0.0057,-0.1826,0,BelowThreshold,0.0234,0.0001,0.0117
530,0,7,2026-07-14 11:56:12.136,-0.0130,0.0072,-0.0023,0.0118,-0.1296,0,BelowThreshold,0.0021,0.0002,0.0011
531,0,7,2026-07-14 11:56:12.146,-0.0130,0.0073,-0.0022,0.0118,-0.1296,0,BelowThreshold,0.0021,0.0002,0.0011
532,0,7,2026-07-14 11:56:12.169,-0.0129,0.0072,-0.0020,0.0144,-0.0636,0,BelowThreshold,0.0105,0.0000,0.0053
533,0,7,2026-07-14 11:56:12.180,-0.0129,0.0072,-0.0020,0.0173,-0.0637,0,BelowThreshold,0.0105,0.0000,0.0053
534,0,7,2026-07-14 11:56:12.202,-0.0129,0.0071,-0.0018,0.0132,-0.0644,0,BelowThreshold,0.0008,0.0000,0.0004
535,0,7,2026-07-14 11:56:12.224,-0.0129,0.0070,-0.0017,0.0131,-0.0643,0,BelowThreshold,0.0008,0.0000,0.0004
536,0,7,2026-07-14 11:56:12.235,-0.0129,0.0069,-0.0017,0.0133,-0.0647,0,BelowThreshold,0.0008,0.0000,0.0004
537,0,7,2026-07-14 11:56:12.257,-0.0129,0.0068,-0.0016,0.0119,-0.0647,0,BelowThreshold,0.0001,0.0000,0.0000
538,0,7,2026-07-14 11:56:12.268,-0.0130,0.0068,-0.0015,0.0118,-0.0647,0,BelowThreshold,0.0000,0.0000,0.0000
539,0,7,2026-07-14 11:56:12.279,-0.0130,0.0067,-0.0014,0.0118,-0.0647,0,BelowThreshold,0.0000,0.0000,0.0000
540,0,7,2026-07-14 11:56:12.302,-0.0130,0.0066,-0.0013,0.0140,-0.0648,0,BelowThreshold,0.0000,0.0000,0.0000
541,0,7,2026-07-14 11:56:12.325,-0.0131,0.0065,-0.0013,0.0140,-0.0630,0,BelowThreshold,0.0000,0.0000,0.0000
542,0,7,2026-07-14 11:56:12.336,-0.0131,0.0064,-0.0013,0.0127,-0.0630,0,BelowThreshold,0.0000,0.0000,0.0000
543,0,7,2026-07-14 11:56:12.347,-0.0132,0.0064,-0.0012,0.0127,-0.0630,0,BelowThreshold,0.0000,0.0000,0.0000
544,0,7,2026-07-14 11:56:12.369,-0.0132,0.0063,-0.0011,0.0097,-0.0575,0,BelowThreshold,0.0000,0.0000,0.0000
545,0,7,2026-07-14 11:56:12.379,-0.0132,0.0063,-0.0011,0.0106,-0.0575,0,BelowThreshold,0.0000,0.0000,0.0000
