FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink,BlinkStatus,LeftEyeClosure,RightEyeClosure,EyeClosureMean
546,0,7,2026-07-14 11:56:12.401,-0.0133,0.0062,-0.0010,0.0125,-0.0614,0,BelowThreshold,0.0000,0.0000,0.0000
547,0,7,2026-07-14 11:56:12.423,-0.0133,0.0062,-0.0009,0.0148,-0.0561,0,BelowThreshold,0.0000,0.0000,0.0000
548,0,7,2026-07-14 11:56:12.436,-0.0133,0.0062,-0.0008,0.0147,-0.0561,1,Detected,0.5935,0.8213,0.7074
549,0,7,2026-07-14 11:56:12.446,-0.0133,0.0061,-0.0008,0.0318,-0.0229,1,Detected,0.5935,0.8213,0.7074
550,0,7,2026-07-14 11:56:12.468,-0.0134,0.0060,-0.0008,0.0383,-0.0176,1,Detected,0.5935,0.8213,0.7074
551,0,7,2026-07-14 11:56:12.490,-0.0135,0.0060,-0.0007,0.0384,-0.0089,1,Detected,0.6678,0.8469,0.7573
552,0,8,2026-07-14 11:56:12.502,-0.0135,0.0060,-0.0006,0.0314,-0.0782,1,Detected,0.6678,0.8469,0.7573
553,0,8,2026-07-14 11:56:12.524,-0.0135,0.0059,-0.0005,0.0210,-0.0778,1,Detected,0.6678,0.8469,0.7573
554,0,8,2026-07-14 11:56:12.536,-0.0136,0.0058,-0.0005,0.0198,-0.0641,0,BelowThreshold,0.0440,0.1159,0.0799
555,0,8,2026-07-14 11:56:12.546,-0.0136,0.0057,-0.0004,0.0198,-0.0641,0,BelowThreshold,0.0440,0.1159,0.0799
556,0,8,2026-07-14 11:56:12.568,-0.0136,0.0056,-0.0003,0.0086,-0.0398,0,BelowThreshold,0.0440,0.1159,0.0799
557,0,8,2026-07-14 11:56:12.579,-0.0136,0.0055,-0.0002,-0.0306,-0.0479,0,BelowThreshold,0.0440,0.1159,0.0799
558,0,8,2026-07-14 11:56:12.602,-0.0136,0.0054,-0.0001,-0.0180,-0.1170,1,Detected,0.9414,0.9883,0.9649
559,0,8,2026-07-14 11:56:12.613,-0.0136,0.0053,0.0000,-0.0181,-0.1170,1,Detected,0.9414,0.9883,0.9649
560,0,8,2026-07-14 11:56:12.636,-0.0137,0.0050,0.0000,-0.0204,-0.0912,1,Detected,0.9414,0.9883,0.9649
561,0,8,2026-07-14 11:56:12.657,-0.0139,0.0046,0.0001,0.0084,-0.0446,1,Detected,0.8414,0.8816,0.8615
562,0,8,2026-07-14 11:56:12.668,-0.0139,0.0043,0.0001,0.0083,-0.0445,1,Detected,0.8414,0.8816,0.8615
563,0,8,2026-07-14 11:56:12.691,-0.0141,0.0038,0.0002,0.0102,-0.0930,1,Detected,0.8414,0.8816,0.8615
564,0,8,2026-07-14 11:56:12.702,-0.0142,0.0034,0.0003,0.0151,-0.0931,0,BelowThreshold,0.0078,0.0473,0.0276
565,0,8,2026-07-14 11:56:12.713,-0.0143,0.0031,0.0004,0.0142,-0.0883,0,BelowThreshold,0.0078,0.0473,0.0276
566,0,8,2026-07-14 11:56:12.735,-0.0145,0.0024,0.0005,0.0140,-0.0882,0,BelowThreshold,0.0078,0.0473,0.0276
567,0,8,2026-07-14 11:56:12.747,-0.0146,0.0020,0.0005,0.0138,-0.0882,0,BelowThreshold,0.0078,0.0473,0.0276
568,0,8,2026-07-14 11:56:12.769,-0.0148,0.0012,0.0007,0.0135,-0.0881,0,BelowThreshold,0.0078,0.0473,0.0276
569,0,8,2026-07-14 11:56:12.790,-0.0150,0.0011,0.0011,0.0134,-0.0880,0,BelowThreshold,0.0078,0.0473,0.0276
570,0,8,2026-07-14 11:56:12.802,-0.0151,0.0011,0.0013,0.0149,-0.0777,0,BelowThreshold,0.0005,0.0293,0.0149
571,0,8,2026-07-14 11:56:12.824,-0.0153,0.0009,0.0016,0.0155,-0.0622,0,BelowThreshold,0.0011,0.0520,0.0265
572,0,8,2026-07-14 11:56:12.836,-0.0154,0.0007,0.0018,0.0155,-0.0622,0,BelowThreshold,0.0011,0.0520,0.0265
573,0,8,2026-07-14 11:56:12.857,-0.0156,0.0004,0.0020,0.0336,-0.0529,0,BelowThreshold,0.0011,0.0520,0.0265
574,0,8,2026-07-14 11:56:12.869,-0.0157,0.0003,0.0022,0.0335,-0.0529,0,BelowThreshold,0.0011,0.0520,0.0265
575,0,8,2026-07-14 11:56:12.891,-0.0159,0.0001,0.0025,0.0337,-0.0419,1,Detected,0.5456,0.7358,0.6407
576,0,8,2026-07-14 11:56:12.902,-0.0160,0.0000,0.0027,0.0336,-0.0418,1,Detected,0.5456,0.7358,0.6407
577,0,8,2026-07-14 11:56:12.924,-0.0162,-0.0004,0.0029,-0.0038,-0.0404,1,Detected,0.5456,0.7358,0.6407
578,0,8,2026-07-14 11:56:12.936,-0.0162,-0.0008,0.0030,-0.0039,-0.0404,1,Detected,0.5456,0.7358,0.6407
579,0,8,2026-07-14 11:56:12.946,-0.0163,-0.0010,0.0031,-0.0205,-0.1609,1,Detected,0.5456,0.7358,0.6407
580,0,8,2026-07-14 11:56:12.969,-0.0164,-0.0015,0.0034,-0.0185,-0.1576,0,BelowThreshold,0.0301,0.1989,0.1145
581,0,8,2026-07-14 11:56:12.991,-0.0166,-0.0019,0.0037,-0.0167,-0.1566,0,BelowThreshold,0.0301,0.1989,0.1145
582,0,8,2026-07-14 11:56:13.002,-0.0166,-0.0021,0.0038,-0.0168,-0.1565,0,BelowThreshold,0.0301,0.1989,0.1145
583,0,8,2026-07-14 11:56:13.024,-0.0167,-0.0023,0.0040,-0.0160,-0.1566,0,BelowThreshold,0.0013,0.0031,0.0022
584,0,8,2026-07-14 11:56:13.036,-0.0168,-0.0025,0.0041,-0.0129,-0.1476,0,BelowThreshold,0.0391,0.0001,0.0196
585,0,8,2026-07-14 11:56:13.057,-0.0169,-0.0028,0.0044,-0.0129,-0.1476,0,BelowThreshold,0.0391,0.0001,0.0196
586,0,8,2026-07-14 11:56:13.069,-0.0169,-0.0029,0.0044,-0.0069,-0.1470,0,BelowThreshold,0.0391,0.0001,0.0196
587,0,8,2026-07-14 11:56:13.080,-0.0170,-0.0030,0.0045,-0.0023,-0.0751,0,BelowThreshold,0.0300,0.0000,0.0150
588,0,8,2026-07-14 11:56:13.102,-0.0171,-0.0029,0.0046,0.0027,-0.0537,0,BelowThreshold,0.0300,0.0000,0.0150
589,0,8,2026-07-14 11:56:13.124,-0.0172,-0.0029,0.0046,0.0027,-0.0537,0,BelowThreshold,0.0300,0.0000,0.0150
590,0,8,2026-07-14 11:56:13.136,-0.0173,-0.0029,0.0047,0.0005,-0.0516,0,BelowThreshold,0.0163,0.0000,0.0082
591,0,8,2026-07-14 11:56:13.157,-0.0174,-0.0029,0.0047,0.0006,-0.0517,0,BelowThreshold,0.0163,0.0000,0.0082
592,0,8,2026-07-14 11:56:13.168,-0.0174,-0.0028,0.0047,0.0006,-0.0517,0,BelowThreshold,0.0163,0.0000,0.0082
593,0,8,2026-07-14 11:56:13.190,-0.0176,-0.0028,0.0047,0.0006,-0.0517,0,BelowThreshold,0.0163,0.0000,0.0082
594,0,8,2026-07-14 11:56:13.201,-0.0176,-0.0028,0.0047,0.0006,-0.0517,0,BelowThreshold,0.0163,0.0000,0.0082
595,0,8,2026-07-14 11:56:13.224,-0.0177,-0.0028,0.0047,0.0006,-0.0517,0,BelowThreshold,0.0163,0.0000,0.0082
596,0,8,2026-07-14 11:56:13.236,-0.0177,-0.0029,0.0047,0.0003,-0.0517,0,BelowThreshold,0.0000,0.0000,0.0000
597,0,8,2026-07-14 11:56:13.246,-0.0178,-0.0029,0.0047,-0.0013,-0.0519,0,BelowThreshold,0.0000,0.0000,0.0000
598,0,8,2026-07-14 11:56:13.268,-0.0178,-0.0029,0.0047,-0.0007,-0.0546,0,BelowThreshold,0.0000,0.0000,0.0000
599,0,8,2026-07-14 11:56:13.290,-0.0179,-0.0030,0.0046,-0.0013,-0.0546,0,BelowThreshold,0.0000,0.0000,0.0000
600,0,8,2026-07-14 11:56:13.302,-0.0179,-0.0031,0.0046,-0.0010,-0.0522,0,BelowThreshold,0.0000,0.0000,0.0000
601,0,8,2026-07-14 11:56:13.324,-0.0179,-0.0031,0.0046,-0.0012,-0.0522,0,BelowThreshold,0.0000,0.0000,0.0000
602,0,8,2026-07-14 11:56:13.335,-0.0179,-0.0031,0.0046,-0.0010,-0.0522,0,BelowThreshold,0.0000,0.0000,0.0000
603,0,8,2026-07-14 11:56:13.357,-0.0180,-0.0030,0.0046,-0.0004,-0.0506,0,BelowThreshold,0.0000,0.0000,0.0000
604,0,8,2026-07-14 11:56:13.368,-0.0180,-0.0030,0.0046,-0.0004,-0.0506,0,BelowThreshold,0.0000,0.0000,0.0000
605,0,8,2026-07-14 11:56:13.391,-0.0180,-0.0030,0.0045,-0.0010,-0.0505,0,BelowThreshold,0.0000,0.0000,0.0000
606,0,8,2026-07-14 11:56:13.403,-0.0180,-0.0029,0.0044,-0.0010,-0.0505,0,BelowThreshold,0.0000,0.0000,0.0000
607,0,8,2026-07-14 11:56:13.414,-0.0179,-0.0029,0.0044,-0.0010,-0.0505,0,BelowThreshold,0.0000,0.0000,0.0000
608,0,8,2026-07-14 11:56:13.435,-0.0179,-0.0028,0.0043,-0.0009,-0.0505,0,BelowThreshold,0.0000,0.0000,0.0000
609,0,8,2026-07-14 11:56:13.447,-0.0179,-0.0028,0.0043,-0.0009,-0.0505,0,BelowThreshold,0.0000,0.0000,0.0000
610,0,8,2026-07-14 11:56:13.469,-0.0178,-0.0027,0.0042,-0.0028,-0.0501,0,BelowThreshold,0.0000,0.0000,0.0000
611,0,8,2026-07-14 11:56:13.480,-0.0178,-0.0027,0.0042,-0.0019,-0.0478,0,BelowThreshold,0.0000,0.0000,0.0000
612,0,8,2026-07-14 11:56:13.503,-0.0178,-0.0027,0.0041,-0.0002,-0.0478,0,BelowThreshold,0.0000,0.0000,0.0000
613,0,8,2026-07-14 11:56:13.514,-0.0177,-0.0027,0.0041,-0.0002,-0.0477,0,BelowThreshold,0.0000,0.0000,0.0000
614,0,8,2026-07-14 11:56:13.536,-0.0177,-0.0027,0.0041,-0.0019,-0.0472,0,BelowThreshold,0.0000,0.0000,0.0000
615,0,8,2026-07-14 11:56:13.547,-0.0177,-0.0027,0.0040,-0.0035,-0.0472,0,BelowThreshold,0.0000,0.0000,0.0000
616,0,8,2026-07-14 11:56:13.569,-0.0176,-0.0026,0.0040,-0.0046,-0.0479,0,BelowThreshold,0.0000,0.0000,0.0000
617,0,8,2026-07-14 11:56:13.580,-0.0176,-0.0026,0.0040,-0.0046,-0.0479,0,BelowThreshold,0.0000,0.0000,0.0000
618,0,8,2026-07-14 11:56:13.603,-0.0175,-0.0026,0.0040,-0.0034,-0.0480,0,BelowThreshold,0.0000,0.0000,0.0000
619,0,8,2026-07-14 11:56:13.614,-0.0175,-0.0026,0.0041,-0.0019,-0.0467,0,BelowThreshold,0.0000,0.0000,0.0000
620,0,8,2026-07-14 11:56:13.634,-0.0174,-0.0026,0.0042,-0.0012,-0.0453,0,BelowThreshold,0.0000,0.0000,0.0000
621,0,8,2026-07-14 11:56:13.647,-0.0174,-0.0026,0.0042,-0.0012,-0.0454,0,BelowThreshold,0.0000,0.0000,0.0000
622,0,9,2026-07-14 11:56:13.668,-0.0174,-0.0026,0.0043,-0.0012,-0.0464,0,BelowThreshold,0.0000,0.0000,0.0000
623,0,9,2026-07-14 11:56:13.691,-0.0174,-0.0027,0.0044,-0.0038,-0.0464,0,BelowThreshold,0.0000,0.0000,0.0000
624,0,9,2026-07-14 11:56:13.701,-0.0174,-0.0027,0.0044,-0.0005,-0.0446,0,BelowThreshold,0.0000,0.0000,0.0000
625,0,9,2026-07-14 11:56:13.724,-0.0174,-0.0028,0.0044,-0.0005,-0.0446,0,BelowThreshold,0.0000,0.0000,0.0000
626,0,9,2026-07-14 11:56:13.735,-0.0174,-0.0028,0.0045,-0.0005,-0.0446,0,BelowThreshold,0.0000,0.0000,0.0000
627,0,9,2026-07-14 11:56:13.758,-0.0175,-0.0028,0.0045,-0.0038,-0.0461,0,BelowThreshold,0.0000,0.0000,0.0000
628,0,9,2026-07-14 11:56:13.769,-0.0175,-0.0027,0.0045,-0.0038,-0.0461,0,BelowThreshold,0.0000,0.0000,0.0000
629,0,9,2026-07-14 11:56:13.779,-0.0176,-0.0027,0.0045,-0.0020,-0.0434,0,BelowThreshold,0.0000,0.0000,0.0000
630,0,9,2026-07-14 11:56:13.802,-0.0176,-0.0027,0.0045,-0.0023,-0.0456,0,BelowThreshold,0.0000,0.0000,0.0000
631,0,9,2026-07-14 11:56:13.824,-0.0177,-0.0026,0.0045,-0.0038,-0.0455,0,BelowThreshold,0.0000,0.0000,0.0000
632,0,9,2026-07-14 11:56:13.836,-0.0178,-0.0026,0.0045,-0.0038,-0.0455,0,BelowThreshold,0.0000,0.0000,0.0000
633,0,9,2026-07-14 11:56:13.846,-0.0178,-0.0026,0.0045,-0.0038,-0.0444,0,BelowThreshold,0.0000,0.0000,0.0000
634,0,9,2026-07-14 11:56:13.868,-0.0179,-0.0026,0.0045,-0.0039,-0.0440,0,BelowThreshold,0.0000,0.0000,0.0000
635,0,9,2026-07-14 11:56:13.879,-0.0180,-0.0026,0.0044,-0.0040,-0.0455,0,BelowThreshold,0.0000,0.0000,0.0000
636,0,9,2026-07-14 11:56:13.902,-0.0181,-0.0025,0.0043,-0.0040,-0.0454,0,BelowThreshold,0.0000,0.0000,0.0000
637,0,9,2026-07-14 11:56:13.924,-0.0182,-0.0024,0.0042,-0.0014,-0.0463,0,BelowThreshold,0.0000,0.0000,0.0000
638,0,9,2026-07-14 11:56:13.936,-0.0182,-0.0024,0.0042,-0.0014,-0.0463,0,BelowThreshold,0.0000,0.0000,0.0000
639,0,9,2026-07-14 11:56:13.947,-0.0182,-0.0024,0.0042,-0.0014,-0.0463,0,BelowThreshold,0.0000,0.0000,0.0000
640,0,9,2026-07-14 11:56:13.969,-0.0183,-0.0024,0.0040,-0.0015,-0.0463,0,BelowThreshold,0.0000,0.0000,0.0000
641,0,9,2026-07-14 11:56:13.990,-0.0183,-0.0023,0.0039,-0.0017,-0.0467,0,BelowThreshold,0.0000,0.0000,0.0000
642,0,9,2026-07-14 11:56:14.002,-0.0184,-0.0023,0.0038,-0.0017,-0.0467,0,BelowThreshold,0.0000,0.0000,0.0000
643,0,9,2026-07-14 11:56:14.024,-0.0184,-0.0023,0.0037,-0.0033,-0.0449,0,BelowThreshold,0.0000,0.0000,0.0000
644,0,9,2026-07-14 11:56:14.036,-0.0184,-0.0022,0.0037,-0.0015,-0.0445,0,BelowThreshold,0.0000,0.0000,0.0000
645,0,9,2026-07-14 11:56:14.058,-0.0184,-0.0022,0.0036,-0.0015,-0.0444,0,BelowThreshold,0.0000,0.0000,0.0000
646,0,9,2026-07-14 11:56:14.068,-0.0184,-0.0021,0.0036,-0.0012,-0.0488,0,BelowThreshold,0.0000,0.0000,0.0000
647,0,9,2026-07-14 11:56:14.079,-0.0184,-0.0020,0.0035,-0.0006,-0.0488,0,BelowThreshold,0.0000,0.0000,0.0000
648,0,9,2026-07-14 11:56:14.102,-0.0183,-0.0019,0.0034,-0.0002,-0.0373,0,BelowThreshold,0.0000,0.0000,0.0000
649,0,9,2026-07-14 11:56:14.125,-0.0183,-0.0018,0.0034,0.0023,-0.0240,0,BelowThreshold,0.0000,0.0000,0.0000
650,0,9,2026-07-14 11:56:14.136,-0.0183,-0.0018,0.0033,0.0054,-0.0012,0,BelowThreshold,0.0000,0.0000,0.0000
651,0,9,2026-07-14 11:56:14.157,-0.0183,-0.0018,0.0031,0.0054,-0.0012,0,BelowThreshold,0.0000,0.0000,0.0000
652,0,9,2026-07-14 11:56:14.169,-0.0182,-0.0018,0.0030,0.0054,-0.0012,0,BelowThreshold,0.0000,0.0000,0.0000
653,0,9,2026-07-14 11:56:14.180,-0.0182,-0.0017,0.0030,0.0054,-0.0012,0,BelowThreshold,0.0000,0.0000,0.0000
654,0,9,2026-07-14 11:56:14.202,-0.0182,-0.0017,0.0028,0.0054,-0.0012,0,BelowThreshold,0.0000,0.0000,0.0000
655,0,9,2026-07-14 11:56:14.213,-0.0181,-0.0016,0.0027,0.0049,-0.0011,0,BelowThreshold,0.0000,0.0000,0.0000
656,0,9,2026-07-14 11:56:14.236,-0.0181,-0.0016,0.0027,0.0049,-0.0011,0,BelowThreshold,0.0000,0.0000,0.0000
657,0,9,2026-07-14 11:56:14.247,-0.0181,-0.0015,0.0026,0.0052,0.0006,0,BelowThreshold,0.0000,0.0000,0.0000
658,0,9,2026-07-14 11:56:14.269,-0.0180,-0.0015,0.0024,0.0050,0.0007,0,BelowThreshold,0.0000,0.0000,0.0000
659,0,9,2026-07-14 11:56:14.279,-0.0180,-0.0015,0.0024,0.0050,0.0007,0,BelowThreshold,0.0000,0.0000,0.0000
660,0,9,2026-07-14 11:56:14.302,-0.0180,-0.0015,0.0022,0.0029,-0.0019,0,BelowThreshold,0.0000,0.0000,0.0000
661,0,9,2026-07-14 11:56:14.324,-0.0179,-0.0014,0.0021,0.0031,-0.0041,0,BelowThreshold,0.0000,0.0000,0.0000
662,0,9,2026-07-14 11:56:14.335,-0.0179,-0.0013,0.0021,0.0032,-0.0041,0,BelowThreshold,0.0000,0.0000,0.0000
663,0,9,2026-07-14 11:56:14.357,-0.0178,-0.0012,0.0021,0.0032,-0.0047,0,BelowThreshold,0.0000,0.0000,0.0000
664,0,9,2026-07-14 11:56:14.369,-0.0178,-0.0011,0.0020,0.0033,-0.0029,0,BelowThreshold,0.0000,0.0000,0.0000
665,0,9,2026-07-14 11:56:14.390,-0.0177,-0.0011,0.0020,0.0042,-0.0051,0,BelowThreshold,0.0000,0.0000,0.0000
666,0,9,2026-07-14 11:56:14.402,-0.0177,-0.0011,0.0020,0.0042,-0.0052,0,BelowThreshold,0.0000,0.0000,0.0000
667,0,9,2026-07-14 11:56:14.424,-0.0176,-0.0012,0.0020,0.0041,-0.0072,0,BelowThreshold,0.0000,0.0000,0.0000
668,0,9,2026-07-14 11:56:14.435,-0.0176,-0.0012,0.0020,0.0041,-0.0072,0,BelowThreshold,0.0000,0.0000,0.0000
669,0,9,2026-07-14 11:56:14.457,-0.0175,-0.0013,0.0020,0.0040,-0.0073,0,BelowThreshold,0.0000,0.0000,0.0000
670,0,9,2026-07-14 11:56:14.469,-0.0174,-0.0014,0.0020,0.0040,-0.0073,0,BelowThreshold,0.0000,0.0000,0.0000
671,0,9,2026-07-14 11:56:14.490,-0.0174,-0.0015,0.0021,0.0037,-0.0435,0,BelowThreshold,0.0000,0.0000,0.0000
672,0,9,2026-07-14 11:56:14.502,-0.0174,-0.0015,0.0021,0.0037,-0.0435,0,BelowThreshold,0.0000,0.0000,0.0000
673,0,9,2026-07-14 11:56:14.524,-0.0173,-0.0016,0.0021,-0.0003,-0.0874,0,BelowThreshold,0.0087,0.0000,0.0043
674,0,9,2026-07-14 11:56:14.534,-0.0173,-0.0016,0.0021,-0.0067,-0.2019,0,BelowThreshold,0.0087,0.0000,0.0043
675,0,9,2026-07-14 11:56:14.557,-0.0173,-0.0016,0.0021,-0.0080,-0.2019,0,BelowThreshold,0.0087,0.0000,0.0043
676,0,9,2026-07-14 11:56:14.568,-0.0173,-0.0016,0.0021,-0.0082,-0.2024,0,BelowThreshold,0.0401,0.0000,0.0201
677,0,9,2026-07-14 11:56:14.591,-0.0174,-0.0016,0.0022,-0.0077,-0.2024,0,BelowThreshold,0.0401,0.0000,0.0201
678,0,9,2026-07-14 11:56:14.602,-0.0174,-0.0015,0.0022,-0.0077,-0.2024,0,BelowThreshold,0.0401,0.0000,0.0201
679,0,9,2026-07-14 11:56:14.624,-0.0174,-0.0014,0.0022,-0.0081,-0.1979,0,BelowThreshold,0.0818,0.0000,0.0409
680,0,9,2026-07-14 11:56:14.634,-0.0174,-0.0014,0.0022,-0.0093,-0.1972,0,BelowThreshold,0.0818,0.0000,0.0409
681,0,9,2026-07-14 11:56:14.657,-0.0174,-0.0014,0.0023,-0.0067,-0.2023,0,BelowThreshold,0.0623,0.0001,0.0312
682,0,9,2026-07-14 11:56:14.668,-0.0174,-0.0013,0.0023,-0.0067,-0.2023,0,BelowThreshold,0.0623,0.0001,0.0312
683,0,9,2026-07-14 11:56:14.680,-0.0175,-0.0013,0.0023,-0.0059,-0.1950,0,BelowThreshold,0.0623,0.0001,0.0312
684,0,9,2026-07-14 11:56:14.702,-0.0175,-0.0012,0.0024,-0.0058,-0.1950,0,BelowThreshold,0.0623,0.0001,0.0312
685,0,9,2026-07-14 11:56:14.724,-0.0177,-0.0011,0.0025,0.0009,-0.1788,0,BelowThreshold,0.0580,0.0001,0.0290
686,0,9,2026-07-14 11:56:14.736,-0.0178,-0.0011,0.0026,0.0024,-0.1788,0,BelowThreshold,0.0580,0.0001,0.0290
687,0,9,2026-07-14 11:56:14.757,-0.0180,-0.0011,0.0027,0.0043,-0.1830,0,BelowThreshold,0.0483,0.0000,0.0242
688,0,9,2026-07-14 11:56:14.769,-0.0181,-0.0012,0.0028,0.0044,-0.1829,0,BelowThreshold,0.0483,0.0000,0.0242
689,0,9,2026-07-14 11:56:14.790,-0.0183,-0.0012,0.0030,0.0045,-0.1800,0,BelowThreshold,0.0360,0.0001,0.0180
690,1,0,2026-07-14 11:56:14.802,-0.0183,-0.0013,0.0031,0.0028,-0.1774,0,BelowThreshold,0.0360,0.0001,0.0180
691,1,0,2026-07-14 11:56:14.824,-0.0185,-0.0013,0.0033,0.0024,-0.1773,0,BelowThreshold,0.0360,0.0001,0.0180
692,1,0,2026-07-14 11:56:14.836,-0.0185,-0.0013,0.0035,0.0022,-0.1772,0,BelowThreshold,0.0399,0.0000,0.0200
693,1,0,2026-07-14 11:56:14.857,-0.0186,-0.0014,0.0037,0.0036,-0.1786,0,BelowThreshold,0.0330,0.0001,0.0165
694,1,0,2026-07-14 11:56:14.869,-0.0187,-0.0015,0.0038,0.0036,-0.1786,0,BelowThreshold,0.0330,0.0001,0.0165
695,1,0,2026-07-14 11:56:14.890,-0.0187,-0.0016,0.0040,0.0036,-0.1757,0,BelowThreshold,0.0391,0.0000,0.0196
696,1,0,2026-07-14 11:56:14.902,-0.0187,-0.0017,0.0040,0.0036,-0.1757,0,BelowThreshold,0.0391,0.0000,0.0196
697,1,0,2026-07-14 11:56:14.924,-0.0187,-0.0018,0.0042,0.0033,-0.1749,0,BelowThreshold,0.0329,0.0001,0.0165
698,1,0,2026-07-14 11:56:14.936,-0.0187,-0.0018,0.0042,0.0067,-0.1723,0,BelowThreshold,0.0329,0.0001,0.0165
699,1,0,2026-07-14 11:56:14.958,-0.0187,-0.0018,0.0045,0.0056,-0.1724,0,BelowThreshold,0.0329,0.0001,0.0165
700,1,0,2026-07-14 11:56:14.969,-0.0187,-0.0019,0.0046,0.0056,-0.1724,0,BelowThreshold,0.0329,0.0001,0.0165
701,1,0,2026-07-14 11:56:14.979,-0.0186,-0.0018,0.0046,0.0057,-0.1741,0,BelowThreshold,0.0170,0.0000,0.0085
702,1,0,2026-07-14 11:56:15.002,-0.0186,-0.0019,0.0048,0.0055,-0.1741,0,BelowThreshold,0.0170,0.0000,0.0085
703,1,0,2026-07-14 11:56:15.024,-0.0187,-0.0019,0.0049,0.0025,-0.1726,0,BelowThreshold,0.0208,0.0000,0.0104
704,1,0,2026-07-14 11:56:15.035,-0.0188,-0.0019,0.0049,0.0052,-0.1735,0,BelowThreshold,0.0208,0.0000,0.0104
705,1,0,2026-07-14 11:56:15.057,-0.0190,-0.0020,0.0050,0.0044,-0.1734,0,BelowThreshold,0.0208,0.0000,0.0104
706,1,0,2026-07-14 11:56:15.069,-0.0191,-0.0020,0.0050,0.0023,-0.1686,0,BelowThreshold,0.0333,0.0000,0.0166
707,1,0,2026-07-14 11:56:15.090,-0.0193,-0.0020,0.0051,0.0023,-0.1685,0,BelowThreshold,0.0333,0.0000,0.0166
708,1,0,2026-07-14 11:56:15.102,-0.0195,-0.0021,0.0052,0.0023,-0.1686,0,BelowThreshold,0.0333,0.0000,0.0166
709,1,0,2026-07-14 11:56:15.124,-0.0197,-0.0021,0.0053,0.0034,-0.1706,0,BelowThreshold,0.0296,0.0000,0.0148
710,1,0,2026-07-14 11:56:15.135,-0.0198,-0.0022,0.0053,0.0009,-0.1690,0,BelowThreshold,0.0296,0.0000,0.0148
711,1,0,2026-07-14 11:56:15.157,-0.0200,-0.0022,0.0054,0.0058,-0.1691,0,BelowThreshold,0.0296,0.0000,0.0148
712,1,0,2026-07-14 11:56:15.169,-0.0201,-0.0022,0.0054,0.0017,-0.1690,0,BelowThreshold,0.0328,0.0000,0.0164
713,1,0,2026-07-14 11:56:15.190,-0.0202,-0.0023,0.0055,0.0061,-0.1706,0,BelowThreshold,0.0328,0.0000,0.0164
714,1,0,2026-07-14 11:56:15.202,-0.0202,-0.0023,0.0055,0.0045,-0.1707,0,BelowThreshold,0.0295,0.0000,0.0148
715,1,0,2026-07-14 11:56:15.224,-0.0202,-0.0024,0.0055,0.0061,-0.1709,0,BelowThreshold,0.0295,0.0000,0.0148
716,1,0,2026-07-14 11:56:15.236,-0.0202,-0.0024,0.0055,0.0063,-0.1709,0,BelowThreshold,0.0110,0.0000,0.0055
717,1,0,2026-07-14 11:56:15.257,-0.0202,-0.0025,0.0055,0.0075,-0.1711,0,BelowThreshold,0.0139,0.0000,0.0069
718,1,0,2026-07-14 11:56:15.269,-0.0202,-0.0026,0.0055,0.0028,-0.1702,0,BelowThreshold,0.0139,0.0000,0.0069
719,1,0,2026-07-14 11:56:15.280,-0.0202,-0.0026,0.0055,0.0028,-0.1702,0,BelowThreshold,0.0139,0.0000,0.0069
720,1,0,2026-07-14 11:56:15.302,-0.0202,-0.0027,0.0054,0.0056,-0.1703,0,BelowThreshold,0.0199,0.0000,0.0100
721,1,0,2026-07-14 11:56:15.324,-0.0201,-0.0026,0.0053,0.0034,-0.1702,0,BelowThreshold,0.0199,0.0000,0.0100
722,1,0,2026-07-14 11:56:15.335,-0.0201,-0.0026,0.0053,0.0034,-0.1702,0,BelowThreshold,0.0184,0.0000,0.0092
723,1,0,2026-07-14 11:56:15.346,-0.0201,-0.0026,0.0052,0.0034,-0.1702,0,BelowThreshold,0.0184,0.0000,0.0092
724,1,0,2026-07-14 11:56:15.369,-0.0202,-0.0026,0.0051,0.0032,-0.1696,0,BelowThreshold,0.0184,0.0000,0.0092
725,1,0,2026-07-14 11:56:15.390,-0.0203,-0.0025,0.0050,0.0046,-0.1714,0,BelowThreshold,0.0361,0.0000,0.0181
726,1,0,2026-07-14 11:56:15.402,-0.0203,-0.0025,0.0050,0.0079,-0.1671,0,BelowThreshold,0.0274,0.0000,0.0137
727,1,0,2026-07-14 11:56:15.435,-0.0205,-0.0024,0.0049,0.0053,-0.1681,0,BelowThreshold,0.0274,0.0000,0.0137
728,1,0,2026-07-14 11:56:15.447,-0.0206,-0.0023,0.0049,0.0054,-0.1681,0,BelowThreshold,0.0274,0.0000,0.0137
729,1,0,2026-07-14 11:56:15.457,-0.0206,-0.0023,0.0049,0.0039,-0.1723,0,BelowThreshold,0.0088,0.0001,0.0045
730,1,0,2026-07-14 11:56:15.469,-0.0207,-0.0023,0.0049,0.0040,-0.1700,0,BelowThreshold,0.0088,0.0001,0.0045
731,1,0,2026-07-14 11:56:15.490,-0.0207,-0.0022,0.0050,0.0045,-0.1713,0,BelowThreshold,0.0116,0.0000,0.0058
732,1,0,2026-07-14 11:56:15.502,-0.0208,-0.0022,0.0050,0.0045,-0.1713,0,BelowThreshold,0.0116,0.0000,0.0058
