SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260805_172630_772,1,Unspecified,0,2026-08-05T17:27:05.6856301+09:00,2026-08-05T17:27:06.1856301+09:00,34.912984,35.412984,30,30,0.070395,0.015052,0.000004,0.000015,-0.000001,0.004359,0
20260805_172630_772,1,Unspecified,1,2026-08-05T17:27:06.1856301+09:00,2026-08-05T17:27:06.6856301+09:00,35.412984,35.912984,31,31,0.074133,0.027795,0.000026,0.000037,-0.000014,0.007931,0
20260805_172630_772,1,Unspecified,2,2026-08-05T17:27:06.6856301+09:00,2026-08-05T17:27:07.1856301+09:00,35.912984,36.412984,29,29,0.073797,0.028389,0.000009,0.000377,0.000024,0.019642,0
20260805_172630_772,1,Unspecified,3,2026-08-05T17:27:07.1856301+09:00,2026-08-05T17:27:07.6856301+09:00,36.412984,36.912984,30,30,0.057325,0.007714,0.000105,0.000602,-0.000237,0.026586,0
20260805_172630_772,1,Unspecified,4,2026-08-05T17:27:07.6856301+09:00,2026-08-05T17:27:08.1856301+09:00,36.912984,37.412984,30,30,0.051420,-0.033509,0.001000,0.000928,0.000669,0.043911,0
20260805_172630_772,1,Unspecified,5,2026-08-05T17:27:08.1856301+09:00,2026-08-05T17:27:08.6856301+09:00,37.412984,37.912984,30,30,0.056819,-0.041491,0.000989,0.000142,0.000360,0.033624,0
20260805_172630_772,1,Unspecified,6,2026-08-05T17:27:08.6856301+09:00,2026-08-05T17:27:09.1856301+09:00,37.912984,38.412984,30,30,0.088149,-0.016640,0.000003,0.000007,-0.000001,0.003114,0
20260805_172630_772,1,Unspecified,7,2026-08-05T17:27:09.1856301+09:00,2026-08-05T17:27:09.6856301+09:00,38.412984,38.912984,30,30,0.103908,-0.022770,0.000032,0.000018,-0.000017,0.007075,0
20260805_172630_772,1,Unspecified,8,2026-08-05T17:27:09.6856301+09:00,2026-08-05T17:27:10.1856301+09:00,38.912984,39.412984,30,30,0.078566,0.027631,0.000643,0.000748,-0.000541,0.037290,0
20260805_172630_772,1,Unspecified,9,2026-08-05T17:27:10.1856301+09:00,2026-08-05T17:27:10.6856301+09:00,39.412984,39.912984,30,30,0.088648,-0.000482,0.000233,0.000506,-0.000336,0.027193,0
20260805_172630_772,1,Unspecified,10,2026-08-05T17:27:10.6856301+09:00,2026-08-05T17:27:11.1856301+09:00,39.912984,40.412984,30,30,0.038627,0.038310,0.000489,0.000482,-0.000473,0.031161,0
20260805_172630_772,1,Unspecified,11,2026-08-05T17:27:11.1856301+09:00,2026-08-05T17:27:11.6856301+09:00,40.412984,40.912984,30,30,0.039092,0.032073,0.000046,0.000076,-0.000046,0.011049,0
20260805_172630_772,1,Unspecified,12,2026-08-05T17:27:11.6856301+09:00,2026-08-05T17:27:12.1856301+09:00,40.912984,41.412984,30,30,0.061921,0.010822,0.000061,0.000052,-0.000051,0.010635,0
20260805_172630_772,1,Unspecified,13,2026-08-05T17:27:12.1856301+09:00,2026-08-05T17:27:12.6856301+09:00,41.412984,41.912984,30,30,0.072472,-0.000711,0.000002,0.000005,0.000001,0.002628,0
20260805_172630_772,1,Unspecified,14,2026-08-05T17:27:12.6856301+09:00,2026-08-05T17:27:13.1856301+09:00,41.912984,42.412984,30,30,0.069453,-0.000439,0.000015,0.000005,-0.000003,0.004523,0
20260805_172630_772,1,Unspecified,15,2026-08-05T17:27:13.1856301+09:00,2026-08-05T17:27:13.6856301+09:00,42.412984,42.912984,30,30,0.063459,0.004620,0.000007,0.000005,0.000000,0.003533,0
20260805_172630_772,1,Unspecified,16,2026-08-05T17:27:13.6856301+09:00,2026-08-05T17:27:14.1856301+09:00,42.912984,43.412984,30,30,0.060607,0.005554,0.000009,0.000004,0.000002,0.003478,0
20260805_172630_772,1,Unspecified,17,2026-08-05T17:27:14.1856301+09:00,2026-08-05T17:27:14.6856301+09:00,43.412984,43.912984,30,30,0.059098,0.004824,0.000003,0.000003,-0.000002,0.002433,0
20260805_172630_772,1,Unspecified,18,2026-08-05T17:27:14.6856301+09:00,2026-08-05T17:27:15.1856301+09:00,43.912984,44.412984,30,30,0.060311,0.008178,0.000002,0.000012,0.000001,0.003812,0
20260805_172630_772,1,Unspecified,19,2026-08-05T17:27:15.1856301+09:00,2026-08-05T17:27:15.6856301+09:00,44.412984,44.912984,30,30,0.058769,0.010954,0.000052,0.000043,0.000037,0.009734,0
20260805_172630_772,1,Unspecified,20,2026-08-05T17:27:15.6856301+09:00,2026-08-05T17:27:16.1856301+09:00,44.912984,45.412984,30,30,0.071020,-0.016680,0.000075,0.000218,-0.000112,0.017128,0
20260805_172630_772,1,Unspecified,21,2026-08-05T17:27:16.1856301+09:00,2026-08-05T17:27:16.6856301+09:00,45.412984,45.912984,30,30,0.080403,-0.033843,0.000003,0.000116,-0.000002,0.010920,0
20260805_172630_772,1,Unspecified,22,2026-08-05T17:27:16.6856301+09:00,2026-08-05T17:27:17.1856301+09:00,45.912984,46.412984,30,30,0.072552,-0.019340,0.000006,0.000011,-0.000002,0.004076,0
20260805_172630_772,1,Unspecified,23,2026-08-05T17:27:17.1856301+09:00,2026-08-05T17:27:17.6856301+09:00,46.412984,46.912984,30,30,0.072028,-0.018241,0.000047,0.000011,0.000014,0.007567,0
20260805_172630_772,1,Unspecified,24,2026-08-05T17:27:17.6856301+09:00,2026-08-05T17:27:18.1856301+09:00,46.912984,47.412984,31,31,0.081070,-0.008391,0.000005,0.000050,-0.000001,0.007395,0
20260805_172630_772,1,Unspecified,25,2026-08-05T17:27:18.1856301+09:00,2026-08-05T17:27:18.6856301+09:00,47.412984,47.912984,29,29,0.073806,0.010568,0.000043,0.000021,-0.000021,0.007943,0
20260805_172630_772,1,Unspecified,26,2026-08-05T17:27:18.6856301+09:00,2026-08-05T17:27:19.1856301+09:00,47.912984,48.412984,30,30,0.068915,0.012686,0.000004,0.000006,0.000002,0.003135,0
20260805_172630_772,1,Unspecified,27,2026-08-05T17:27:19.1856301+09:00,2026-08-05T17:27:19.6856301+09:00,48.412984,48.912984,30,30,0.072254,0.016449,0.000002,0.000005,0.000001,0.002581,0
20260805_172630_772,1,Unspecified,28,2026-08-05T17:27:19.6856301+09:00,2026-08-05T17:27:20.1856301+09:00,48.912984,49.412984,30,30,0.069816,0.003645,0.000019,0.000059,0.000026,0.008843,0
20260805_172630_772,1,Unspecified,29,2026-08-05T17:27:20.1856301+09:00,2026-08-05T17:27:20.6856301+09:00,49.412984,49.912984,30,30,0.066817,-0.001302,0.000031,0.000013,0.000012,0.006643,0
20260805_172630_772,1,Unspecified,30,2026-08-05T17:27:20.6856301+09:00,2026-08-05T17:27:21.1856301+09:00,49.912984,50.412984,30,30,0.071431,-0.001156,0.000006,0.000004,0.000001,0.003070,0
20260805_172630_772,1,Unspecified,31,2026-08-05T17:27:21.1856301+09:00,2026-08-05T17:27:21.6856301+09:00,50.412984,50.912984,30,30,0.068164,0.000368,0.000003,0.000010,0.000001,0.003517,0
20260805_172630_772,1,Unspecified,32,2026-08-05T17:27:21.6856301+09:00,2026-08-05T17:27:22.1856301+09:00,50.912984,51.412984,30,30,0.061428,0.003422,0.000016,0.000028,-0.000005,0.006670,0
20260805_172630_772,1,Unspecified,33,2026-08-05T17:27:22.1856301+09:00,2026-08-05T17:27:22.6856301+09:00,51.412984,51.912984,30,30,0.065744,0.003243,0.000018,0.000045,0.000023,0.007980,0
20260805_172630_772,1,Unspecified,34,2026-08-05T17:27:22.6856301+09:00,2026-08-05T17:27:23.1856301+09:00,51.912984,52.412984,30,30,0.068148,0.007158,0.000007,0.000005,0.000002,0.003548,0
