SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260805_180709_229,1,Unspecified,0,2026-08-05T18:07:34.4935554+09:00,2026-08-05T18:07:34.9935554+09:00,25.264136,25.764136,30,30,0.116568,-0.054727,0.000010,0.000010,0.000006,0.004432,0
20260805_180709_229,1,Unspecified,1,2026-08-05T18:07:34.9935554+09:00,2026-08-05T18:07:35.4935554+09:00,25.764136,26.264136,30,30,0.115188,-0.053102,0.000009,0.000009,0.000007,0.004209,0
20260805_180709_229,1,Unspecified,2,2026-08-05T18:07:35.4935554+09:00,2026-08-05T18:07:35.9935554+09:00,26.264136,26.764136,30,30,0.132850,-0.028908,0.000052,0.000194,0.000084,0.015681,0
20260805_180709_229,1,Unspecified,3,2026-08-05T18:07:35.9935554+09:00,2026-08-05T18:07:36.4935554+09:00,26.764136,27.264136,30,30,0.097363,-0.012115,0.000079,0.000008,-0.000011,0.009367,0
20260805_180709_229,1,Unspecified,4,2026-08-05T18:07:36.4935554+09:00,2026-08-05T18:07:36.9935554+09:00,27.264136,27.764136,30,30,0.075233,-0.184272,0.000346,0.012094,0.001901,0.111532,0
20260805_180709_229,1,Unspecified,5,2026-08-05T18:07:36.9935554+09:00,2026-08-05T18:07:37.4935554+09:00,27.764136,28.264136,30,30,0.102612,0.000151,0.000346,0.018917,0.002316,0.138792,0
20260805_180709_229,1,Unspecified,6,2026-08-05T18:07:37.4935554+09:00,2026-08-05T18:07:37.9935554+09:00,28.264136,28.764136,30,30,0.140775,-0.017865,0.000262,0.001322,-0.000548,0.039806,0
20260805_180709_229,1,Unspecified,7,2026-08-05T18:07:37.9935554+09:00,2026-08-05T18:07:38.4935554+09:00,28.764136,29.264136,30,30,0.135329,-0.005069,0.000022,0.000227,0.000045,0.015769,0
20260805_180709_229,1,Unspecified,8,2026-08-05T18:07:38.4935554+09:00,2026-08-05T18:07:38.9935554+09:00,29.264136,29.764136,30,30,0.144913,-0.067355,0.000082,0.000336,-0.000155,0.020444,0
20260805_180709_229,1,Unspecified,9,2026-08-05T18:07:38.9935554+09:00,2026-08-05T18:07:39.4935554+09:00,29.764136,30.264136,30,30,0.153531,-0.078699,0.000006,0.000115,0.000002,0.010997,0
20260805_180709_229,1,Unspecified,10,2026-08-05T18:07:39.4935554+09:00,2026-08-05T18:07:39.9935554+09:00,30.264136,30.764136,30,30,0.150720,-0.051231,0.000007,0.000033,-0.000006,0.006372,0
