SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260805_150942_485,1,Unspecified,Blink,1,2026-08-05T15:10:20.6576698+09:00,2026-08-05T15:10:20.9696698+09:00,38.172419,38.483532,311.114,175,194,0.983545,0.833326,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,2,2026-08-05T15:10:21.4576698+09:00,2026-08-05T15:10:21.5576698+09:00,38.972394,39.072490,100.096,223,229,0.820610,0.533984,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,3,2026-08-05T15:10:21.7246698+09:00,2026-08-05T15:10:21.7696698+09:00,39.239193,39.283551,44.358,239,242,0.837432,0.669839,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,4,2026-08-05T15:10:23.2246698+09:00,2026-08-05T15:10:23.2586698+09:00,40.739320,40.772673,33.353,329,331,0.524547,0.384555,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,5,2026-08-05T15:10:23.4026698+09:00,2026-08-05T15:10:23.4916698+09:00,40.917143,41.006010,88.867,340,345,0.872421,0.457451,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,6,2026-08-05T15:10:23.5916698+09:00,2026-08-05T15:10:23.7246698+09:00,41.106054,41.239401,133.347,351,359,0.878800,0.627133,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,7,2026-08-05T15:10:23.8926698+09:00,2026-08-05T15:10:23.9256698+09:00,41.406545,41.439591,33.047,369,371,0.840330,0.594624,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,8,2026-08-05T15:10:25.1916698+09:00,2026-08-05T15:10:25.2576698+09:00,42.705728,42.772426,66.697,447,451,0.630203,0.419153,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,9,2026-08-05T15:10:25.3916698+09:00,2026-08-05T15:10:25.4916698+09:00,42.905786,43.005741,99.955,459,465,0.893025,0.559392,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,10,2026-08-05T15:10:25.5916698+09:00,2026-08-05T15:10:25.7246698+09:00,43.105850,43.239196,133.346,471,479,0.921368,0.732478,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,11,2026-08-05T15:10:27.3256698+09:00,2026-08-05T15:10:27.4576698+09:00,44.839769,44.972496,132.727,575,583,0.831982,0.521457,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,12,2026-08-05T15:10:27.6026698+09:00,2026-08-05T15:10:27.7246698+09:00,45.116722,45.238995,122.273,592,599,0.855778,0.524011,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,13,2026-08-05T15:10:27.8246698+09:00,2026-08-05T15:10:27.9026698+09:00,45.338952,45.416790,77.838,605,610,0.884147,0.681368,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,14,2026-08-05T15:10:29.1576698+09:00,2026-08-05T15:10:29.2576698+09:00,46.672475,46.772497,100.022,685,691,0.748012,0.640622,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,15,2026-08-05T15:10:29.4916698+09:00,2026-08-05T15:10:29.5916698+09:00,47.005853,47.105869,100.016,705,711,0.868329,0.682838,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,16,2026-08-05T15:10:29.9246698+09:00,2026-08-05T15:10:30.0026698+09:00,47.439204,47.517116,77.912,731,736,0.836535,0.525822,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,17,2026-08-05T15:10:30.1696698+09:00,2026-08-05T15:10:30.2586698+09:00,47.683728,47.772605,88.878,746,751,0.824790,0.676412,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,18,2026-08-05T15:10:31.2576698+09:00,2026-08-05T15:10:31.2916698+09:00,48.772299,48.805640,33.341,811,813,0.741714,0.555244,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,19,2026-08-05T15:10:31.6026698+09:00,2026-08-05T15:10:31.6576698+09:00,49.116870,49.172394,55.524,832,835,0.846468,0.663517,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,20,2026-08-05T15:10:31.8576698+09:00,2026-08-05T15:10:31.9356698+09:00,49.372384,49.450107,77.723,847,852,0.804473,0.630493,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,21,2026-08-05T15:10:33.2586698+09:00,2026-08-05T15:10:33.3026698+09:00,50.772505,50.816866,44.360,931,934,0.741845,0.577180,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,22,2026-08-05T15:10:33.6246698+09:00,2026-08-05T15:10:33.6916698+09:00,51.139053,51.205794,66.741,953,957,0.749679,0.481652,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,23,2026-08-05T15:10:33.9246698+09:00,2026-08-05T15:10:34.1696698+09:00,51.439097,51.683589,244.492,971,986,0.952792,0.843226,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,24,2026-08-05T15:10:35.4916698+09:00,2026-08-05T15:10:35.6026698+09:00,53.005968,53.116977,111.009,1065,1072,0.859228,0.725097,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,25,2026-08-05T15:10:35.9696698+09:00,2026-08-05T15:10:36.0246698+09:00,53.483656,53.539242,55.586,1094,1097,0.719896,0.540281,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,26,2026-08-05T15:10:37.6576698+09:00,2026-08-05T15:10:37.6916698+09:00,55.172402,55.205762,33.359,1195,1197,0.827120,0.612316,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,27,2026-08-05T15:10:37.8696698+09:00,2026-08-05T15:10:37.9916698+09:00,55.383601,55.505766,122.165,1208,1215,0.894436,0.575649,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,28,2026-08-05T15:10:39.5246698+09:00,2026-08-05T15:10:39.6026698+09:00,57.039406,57.117104,77.698,1307,1312,0.766247,0.601571,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,29,2026-08-05T15:10:39.7696698+09:00,2026-08-05T15:10:39.9246698+09:00,57.283625,57.439222,155.597,1322,1331,0.867634,0.484606,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,30,2026-08-05T15:10:39.9696698+09:00,2026-08-05T15:10:40.1026698+09:00,57.483572,57.616887,133.315,1334,1342,0.913410,0.734216,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,31,2026-08-05T15:10:41.5906698+09:00,2026-08-05T15:10:42.0576698+09:00,59.105414,59.572082,466.668,1431,1459,0.965987,0.848718,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,32,2026-08-05T15:10:43.3576698+09:00,2026-08-05T15:10:43.4246698+09:00,60.872189,60.938914,66.725,1537,1541,0.689884,0.584522,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,33,2026-08-05T15:10:43.6356698+09:00,2026-08-05T15:10:43.7246698+09:00,61.150037,61.238916,88.879,1554,1559,0.760585,0.633008,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,34,2026-08-05T15:10:45.2916698+09:00,2026-08-05T15:10:45.7576698+09:00,62.805719,63.272256,466.538,1653,1681,0.973023,0.848458,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,35,2026-08-05T15:10:47.3576698+09:00,2026-08-05T15:10:47.4246698+09:00,64.872360,64.939012,66.652,1777,1781,0.614834,0.437324,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,36,2026-08-05T15:10:47.5916698+09:00,2026-08-05T15:10:47.7246698+09:00,65.105915,65.239080,133.165,1791,1799,0.875427,0.626410,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,37,2026-08-05T15:10:48.0246698+09:00,2026-08-05T15:10:48.1026698+09:00,65.539096,65.616868,77.772,1817,1822,0.780013,0.496684,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,38,2026-08-05T15:10:48.5576698+09:00,2026-08-05T15:10:48.6026698+09:00,66.072341,66.116859,44.519,1849,1852,0.585599,0.469455,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,39,2026-08-05T15:10:49.3576698+09:00,2026-08-05T15:10:49.4576698+09:00,66.872417,66.972384,99.967,1897,1903,0.688779,0.507589,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,40,2026-08-05T15:10:49.7576698+09:00,2026-08-05T15:10:49.8356698+09:00,67.272431,67.350188,77.757,1921,1926,0.843478,0.621648,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,41,2026-08-05T15:10:50.3576698+09:00,2026-08-05T15:10:50.4246698+09:00,67.872382,67.939105,66.723,1957,1961,0.828716,0.556604,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,42,2026-08-05T15:10:51.3916698+09:00,2026-08-05T15:10:51.4246698+09:00,68.905760,68.939082,33.321,2019,2021,0.781881,0.563430,0,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,43,2026-08-05T15:10:51.8576698+09:00,2026-08-05T15:10:51.9356698+09:00,69.371982,69.449571,77.590,2047,2052,0.532666,0.450353,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,44,2026-08-05T15:10:52.1576698+09:00,2026-08-05T15:10:52.3906698+09:00,69.671933,69.905226,233.293,2065,2079,0.972033,0.758736,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,45,2026-08-05T15:10:53.5356698+09:00,2026-08-05T15:10:53.6576698+09:00,71.049694,71.171957,122.263,2148,2155,0.879571,0.675048,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,46,2026-08-05T15:10:55.2026698+09:00,2026-08-05T15:10:55.3246698+09:00,72.716520,72.838793,122.274,2248,2255,0.883125,0.524570,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,47,2026-08-05T15:10:55.6906698+09:00,2026-08-05T15:10:55.7686698+09:00,73.205463,73.283264,77.801,2277,2282,0.816843,0.606912,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,48,2026-08-05T15:10:57.1246698+09:00,2026-08-05T15:10:57.2246698+09:00,74.638782,74.738697,99.914,2363,2369,0.854882,0.697329,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,49,2026-08-05T15:10:57.3576698+09:00,2026-08-05T15:10:57.4576698+09:00,74.872114,74.972082,99.969,2377,2383,0.921356,0.613091,1,0,EyesOpened
20260805_150942_485,1,Unspecified,Blink,50,2026-08-05T15:10:58.2246698+09:00,2026-08-05T15:10:58.2686698+09:00,75.738754,75.783232,44.478,2429,2432,0.787755,0.633123,0,0,EyesOpened
