FrameIndex,Block,Trial,Time,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftGazeDirX,LeftGazeDirY,LeftGazeDirZ,LeftConf,RightGazeDirX,RightGazeDirY,RightGazeDirZ,RightConf,GazeRawX,GazeRawY,GazeCorrX,GazeCorrY,IsBlink
3605,1,8,69.9355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3606,1,8,69.9380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3607,1,8,69.9403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3608,1,8,69.9429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3609,1,8,69.9452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3610,1,8,69.9486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3611,1,8,69.9510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3612,1,8,69.9535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3613,1,8,69.9559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3614,1,8,69.9584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3615,1,8,69.9610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3616,1,8,69.9687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3617,1,8,69.9706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3618,1,8,69.9722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3619,1,8,69.9737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3620,1,8,69.9754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3621,1,8,69.9784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3622,1,8,69.9805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3623,1,8,69.9836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3624,1,8,69.9854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3625,1,8,69.9877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3626,1,8,69.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3627,1,8,69.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3628,1,8,69.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3629,1,8,69.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3630,1,8,70.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3631,1,8,70.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3632,1,8,70.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3633,1,8,70.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3634,1,8,70.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3635,1,8,70.0124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3636,1,8,70.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3637,1,8,70.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3638,1,8,70.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3639,1,8,70.0222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3640,1,8,70.0249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3641,1,8,70.0323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3642,1,8,70.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3643,1,8,70.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3644,1,8,70.0373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3645,1,8,70.0388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3646,1,8,70.0412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3647,1,8,70.0437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3648,1,8,70.0459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3649,1,8,70.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3650,1,8,70.0509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3651,1,8,70.0535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3652,1,8,70.0558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3653,1,8,70.0582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3654,1,8,70.0608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3655,1,8,70.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3656,1,8,70.0656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3657,1,8,70.0681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3658,1,8,70.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3659,1,8,70.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3660,1,8,70.0797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3661,1,8,70.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3662,1,8,70.0828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3663,1,8,70.0850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3664,1,8,70.0880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3665,1,8,70.0901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3666,1,8,70.0924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3667,1,8,70.0948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3668,1,8,70.0984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3669,1,8,70.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3670,1,8,70.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3671,1,8,70.1047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3672,1,8,70.1071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3673,1,8,70.1101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3674,1,8,70.1120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3675,1,8,70.1146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3676,1,8,70.1168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3677,1,8,70.1195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3678,1,8,70.1222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3679,1,8,70.1243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3680,1,8,70.1269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3681,1,8,70.1293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3682,1,8,70.1318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3683,1,8,70.1340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3684,1,8,70.1365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3685,1,8,70.1392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3686,1,8,70.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3687,1,8,70.1440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3688,1,8,70.1464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3689,1,8,70.1490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3690,1,8,70.1514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3691,1,8,70.1538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3692,1,8,70.1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3693,1,8,70.1588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3694,1,8,70.1612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3695,1,8,70.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3696,1,8,70.1661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3697,1,8,70.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3698,1,8,70.1711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3699,1,8,70.1736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3700,1,8,70.1762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3701,1,8,70.1841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3702,1,8,70.1861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3703,1,8,70.1878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3704,1,8,70.1896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3705,1,8,70.1912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3706,1,8,70.1931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3707,1,8,70.1956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3708,1,8,70.1982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3709,1,8,70.2013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3710,1,8,70.2031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3711,1,8,70.2055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3712,1,8,70.2079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3713,1,8,70.2103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3714,1,8,70.2130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3715,1,8,70.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3716,1,8,70.2177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3717,1,8,70.2202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3718,1,8,70.2226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3719,1,8,70.2250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3720,1,8,70.2276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3721,1,8,70.2299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3722,1,8,70.2323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3723,1,8,70.2351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3724,1,8,70.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3725,1,8,70.2398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3726,1,8,70.2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3727,1,8,70.2447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3728,1,8,70.2472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3729,1,8,70.2495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3730,1,8,70.2520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3731,1,8,70.2546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
3732,1,8,70.2568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,1.0000,0.000,0.0000,0.0000,-0.5761,0.0613,1
