FrameIndex,Block,Trial,Time,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftGazeDirX,LeftGazeDirY,LeftGazeDirZ,LeftConf,RightGazeDirX,RightGazeDirY,RightGazeDirZ,RightConf,GazeRawX,GazeRawY,GazeCorrX,GazeCorrY,IsBlink
0,0,0,49.0175,-0.5241,1.4020,0.4306,-0.0318,-0.4060,-0.0286,0.9129,-0.9302,-0.3520,-0.1041,0.998,-0.9226,-0.3522,-0.1576,0.998,-0.5848,-0.3320,-0.5842,-0.3316,0
1,0,0,49.0326,-0.5240,1.4020,0.4309,-0.0319,-0.4060,-0.0285,0.9129,-0.9302,-0.3506,-0.1085,0.998,-0.9224,-0.3507,-0.1621,0.998,-0.5905,-0.3324,-0.5898,-0.3317,0
2,0,0,49.0429,-0.5239,1.4021,0.4312,-0.0320,-0.4061,-0.0284,0.9128,-0.9302,-0.3506,-0.1086,0.998,-0.9223,-0.3507,-0.1621,0.998,-0.5905,-0.3323,-0.5897,-0.3314,0
3,0,0,49.0501,-0.5237,1.4021,0.4315,-0.0322,-0.4064,-0.0283,0.9127,-0.9301,-0.3506,-0.1095,0.998,-0.9222,-0.3508,-0.1630,0.998,-0.5911,-0.3324,-0.5894,-0.3308,0
4,0,0,49.0607,-0.5235,1.4021,0.4316,-0.0321,-0.4068,-0.0285,0.9125,-0.9333,-0.3374,-0.1227,0.998,-0.9248,-0.3373,-0.1761,0.998,-0.6057,-0.3245,-0.6028,-0.3230,0
5,0,0,49.0730,-0.5233,1.4020,0.4318,-0.0317,-0.4074,-0.0290,0.9123,-0.9549,-0.2599,-0.1437,0.998,-0.9454,-0.2598,-0.1969,0.998,-0.6215,-0.2598,-0.6173,-0.2593,0
6,0,0,49.0840,-0.5231,1.4019,0.4321,-0.0313,-0.4076,-0.0296,0.9122,-0.9547,-0.2594,-0.1456,0.998,-0.9452,-0.2591,-0.1987,0.998,-0.6229,-0.2603,-0.6182,-0.2609,0
7,0,0,49.0952,-0.5228,1.4019,0.4323,-0.0308,-0.4077,-0.0300,0.9121,-0.9546,-0.2592,-0.1467,0.998,-0.9450,-0.2588,-0.1998,0.998,-0.6237,-0.2608,-0.6187,-0.2624,0
8,0,0,49.1055,-0.5225,1.4018,0.4326,-0.0307,-0.4079,-0.0302,0.9120,-0.9760,-0.1153,-0.1849,0.998,-0.9645,-0.1152,-0.2375,0.998,-0.6595,-0.1472,-0.6537,-0.1497,0
9,0,0,49.1167,-0.5221,1.4018,0.4327,-0.0305,-0.4080,-0.0304,0.9120,-0.9758,-0.1153,-0.1856,0.998,-0.9644,-0.1152,-0.2382,0.998,-0.6600,-0.1475,-0.6541,-0.1504,0
10,0,0,49.1278,-0.5216,1.4017,0.4329,-0.0304,-0.4081,-0.0305,0.9119,-0.9755,-0.1153,-0.1876,0.998,-0.9639,-0.1152,-0.2402,0.998,-0.6624,-0.1479,-0.6560,-0.1509,0
11,0,0,49.1389,-0.5211,1.4017,0.4331,-0.0301,-0.4081,-0.0307,0.9119,-0.9754,-0.1154,-0.1878,0.998,-0.9638,-0.1151,-0.2404,0.998,-0.6627,-0.1482,-0.6563,-0.1517,0
12,0,0,49.1544,-0.5205,1.4019,0.4333,-0.0297,-0.4081,-0.0308,0.9119,-0.9753,-0.1162,-0.1877,0.998,-0.9638,-0.1159,-0.2403,0.998,-0.6626,-0.1487,-0.6564,-0.1528,0
13,0,0,49.1614,-0.5199,1.4020,0.4335,-0.0294,-0.4081,-0.0308,0.9120,-0.9755,-0.1167,-0.1865,0.998,-0.9640,-0.1163,-0.2392,0.998,-0.6609,-0.1489,-0.6546,-0.1532,0
14,0,0,49.1726,-0.5190,1.4023,0.4338,-0.0293,-0.4080,-0.0305,0.9120,-0.9759,-0.1170,-0.1842,0.998,-0.9645,-0.1167,-0.2368,0.998,-0.6578,-0.1483,-0.6519,-0.1524,0
15,0,0,49.1873,-0.5180,1.4027,0.4340,-0.0291,-0.4078,-0.0300,0.9121,-0.9759,-0.1186,-0.1832,0.998,-0.9646,-0.1184,-0.2358,0.998,-0.6570,-0.1487,-0.6514,-0.1523,0
16,0,0,49.1946,-0.5171,1.4029,0.4342,-0.0289,-0.4076,-0.0299,0.9122,-0.9760,-0.1195,-0.1822,0.998,-0.9647,-0.1191,-0.2349,0.998,-0.6563,-0.1490,-0.6513,-0.1527,0
17,0,0,49.2062,-0.5160,1.4032,0.4344,-0.0285,-0.4071,-0.0298,0.9125,-0.9753,-0.1188,-0.1862,0.998,-0.9638,-0.1184,-0.2388,0.998,-0.6635,-0.1490,-0.6599,-0.1531,0
18,0,0,49.2177,-0.5145,1.4036,0.4344,-0.0281,-0.4066,-0.0295,0.9127,-0.9755,-0.1203,-0.1843,0.998,-0.9641,-0.1199,-0.2369,0.998,-0.6621,-0.1496,-0.6598,-0.1539,0
19,0,0,49.2280,-0.5131,1.4040,0.4345,-0.0276,-0.4063,-0.0292,0.9128,-0.9753,-0.1239,-0.1830,0.998,-0.9640,-0.1234,-0.2356,0.998,-0.6613,-0.1516,-0.6597,-0.1560,0
20,0,0,49.2393,-0.5115,1.4045,0.4343,-0.0268,-0.4060,-0.0289,0.9130,-0.9752,-0.1263,-0.1819,0.998,-0.9640,-0.1257,-0.2345,0.998,-0.6605,-0.1528,-0.6596,-0.1576,0
21,0,0,49.2504,-0.5098,1.4049,0.4342,-0.0259,-0.4058,-0.0288,0.9131,-0.9753,-0.1292,-0.1791,0.998,-0.9642,-0.1284,-0.2318,0.998,-0.6572,-0.1542,-0.6568,-0.1598,0
22,0,0,49.2654,-0.5079,1.4054,0.4339,-0.0250,-0.4056,-0.0289,0.9133,-0.9751,-0.1310,-0.1788,0.998,-0.9641,-0.1301,-0.2315,0.998,-0.6569,-0.1554,-0.6570,-0.1620,0
23,0,0,49.2728,-0.5061,1.4059,0.4336,-0.0242,-0.4053,-0.0290,0.9134,-0.9739,-0.1357,-0.1819,0.998,-0.9627,-0.1346,-0.2346,0.998,-0.6624,-0.1598,-0.6630,-0.1674,0
24,0,0,49.2844,-0.5040,1.4064,0.4331,-0.0236,-0.4051,-0.0294,0.9135,-0.9740,-0.1360,-0.1813,0.998,-0.9629,-0.1348,-0.2339,0.998,-0.6619,-0.1604,-0.6634,-0.1693,0
25,0,0,49.2952,-0.5016,1.4069,0.4325,-0.0234,-0.4049,-0.0301,0.9136,-0.9738,-0.1366,-0.1815,0.998,-0.9627,-0.1353,-0.2342,0.998,-0.6627,-0.1621,-0.6649,-0.1723,0
26,0,0,49.3059,-0.4989,1.4077,0.4319,-0.0243,-0.4055,-0.0299,0.9133,-0.9737,-0.1353,-0.1834,0.998,-0.9625,-0.1341,-0.2360,0.998,-0.6640,-0.1612,-0.6645,-0.1701,0
27,0,0,49.3172,-0.4963,1.4084,0.4311,-0.0249,-0.4057,-0.0302,0.9132,-0.9736,-0.1352,-0.1837,0.998,-0.9624,-0.1341,-0.2363,0.998,-0.6641,-0.1618,-0.6643,-0.1704,0
28,0,0,49.3284,-0.4936,1.4092,0.4302,-0.0258,-0.4058,-0.0315,0.9131,-0.9741,-0.1293,-0.1856,0.998,-0.9627,-0.1282,-0.2382,0.998,-0.6662,-0.1597,-0.6667,-0.1691,0
29,0,0,49.3427,-0.4907,1.4099,0.4293,-0.0267,-0.4056,-0.0328,0.9131,-0.9749,-0.1236,-0.1852,0.998,-0.9636,-0.1225,-0.2378,0.998,-0.6660,-0.1573,-0.6679,-0.1679,0
30,0,0,49.3506,-0.4876,1.4107,0.4284,-0.0278,-0.4053,-0.0342,0.9131,-0.9757,-0.1112,-0.1889,0.998,-0.9641,-0.1101,-0.2415,0.998,-0.6716,-0.1504,-0.6751,-0.1619,0
31,0,0,49.3616,-0.4844,1.4114,0.4273,-0.0290,-0.4048,-0.0351,0.9133,-0.9767,-0.1057,-0.1870,0.998,-0.9652,-0.1046,-0.2395,0.998,-0.6702,-0.1476,-0.6757,-0.1593,0
32,0,0,49.3772,-0.4811,1.4121,0.4262,-0.0302,-0.4042,-0.0358,0.9135,-0.9772,-0.1003,-0.1870,0.998,-0.9658,-0.0993,-0.2395,0.998,-0.6719,-0.1450,-0.6796,-0.1567,0
33,0,0,49.3836,-0.4777,1.4130,0.4251,-0.0315,-0.4037,-0.0363,0.9136,-0.9781,-0.0962,-0.1847,0.998,-0.9667,-0.0954,-0.2373,0.998,-0.6702,-0.1427,-0.6797,-0.1539,0
34,0,0,49.3949,-0.4741,1.4140,0.4238,-0.0329,-0.4030,-0.0367,0.9139,-0.9791,-0.0915,-0.1818,0.998,-0.9679,-0.0909,-0.2344,0.998,-0.6679,-0.1399,-0.6797,-0.1505,0
35,0,0,49.4062,-0.4703,1.4151,0.4225,-0.0343,-0.4022,-0.0374,0.9141,-0.9802,-0.0863,-0.1782,0.998,-0.9692,-0.0858,-0.2309,0.998,-0.6653,-0.1371,-0.6799,-0.1474,0
36,0,0,49.4171,-0.4666,1.4163,0.4212,-0.0355,-0.4014,-0.0381,0.9144,-0.9810,-0.0816,-0.1762,0.998,-0.9701,-0.0812,-0.2288,0.998,-0.6646,-0.1348,-0.6817,-0.1451,0
37,0,0,49.4281,-0.4626,1.4176,0.4199,-0.0370,-0.4005,-0.0388,0.9147,-0.9821,-0.0763,-0.1724,0.998,-0.9714,-0.0760,-0.2251,0.998,-0.6618,-0.1318,-0.6817,-0.1417,0
38,0,0,49.4394,-0.4586,1.4190,0.4185,-0.0386,-0.3991,-0.0396,0.9152,-0.9821,-0.0836,-0.1689,0.998,-0.9716,-0.0833,-0.2216,0.998,-0.6623,-0.1397,-0.6873,-0.1499,0
39,0,0,49.4503,-0.4545,1.4203,0.4171,-0.0402,-0.3975,-0.0406,0.9158,-0.9837,-0.0770,-0.1623,0.998,-0.9736,-0.0768,-0.2151,0.998,-0.6575,-0.1360,-0.6875,-0.1463,0
40,0,0,49.4617,-0.4502,1.4215,0.4156,-0.0416,-0.3957,-0.0415,0.9165,-0.9833,-0.0829,-0.1622,0.998,-0.9731,-0.0827,-0.2150,0.998,-0.6642,-0.1436,-0.7014,-0.1547,0
41,0,0,49.4729,-0.4459,1.4227,0.4140,-0.0431,-0.3936,-0.0423,0.9173,-0.9851,-0.0770,-0.1537,0.998,-0.9754,-0.0769,-0.2065,0.998,-0.6580,-0.1401,-0.7014,-0.1513,0
42,0,0,49.4880,-0.4415,1.4238,0.4123,-0.0448,-0.3915,-0.0432,0.9181,-0.9869,-0.0701,-0.1450,0.998,-0.9777,-0.0701,-0.1979,0.998,-0.6518,-0.1361,-0.7013,-0.1474,0
43,0,0,49.4989,-0.4370,1.4250,0.4105,-0.0463,-0.3892,-0.0444,0.9189,-0.9883,-0.0696,-0.1357,0.998,-0.9796,-0.0696,-0.1887,0.998,-0.6459,-0.1376,-0.7027,-0.1499,0
44,0,0,49.5064,-0.4325,1.4261,0.4087,-0.0476,-0.3872,-0.0451,0.9197,-0.9899,-0.0644,-0.1265,0.998,-0.9816,-0.0645,-0.1796,0.998,-0.6391,-0.1346,-0.7016,-0.1470,0
45,0,0,49.5176,-0.4276,1.4269,0.4068,-0.0486,-0.3842,-0.0460,0.9208,-0.9895,-0.0660,-0.1283,0.998,-0.9812,-0.0660,-0.1813,0.998,-0.6509,-0.1389,-0.7258,-0.1528,0
46,0,0,49.5285,-0.4227,1.4275,0.4050,-0.0499,-0.3804,-0.0469,0.9223,-0.9917,-0.0615,-0.1127,0.998,-0.9842,-0.0615,-0.1658,0.998,-0.6403,-0.1364,-0.7263,-0.1514,0
47,0,0,49.5397,-0.4176,1.4282,0.4031,-0.0507,-0.3769,-0.0477,0.9236,-0.9945,-0.0543,-0.0893,0.998,-0.9883,-0.0542,-0.1426,0.998,-0.6184,-0.1305,-0.7117,-0.1467,0
48,0,0,49.5512,-0.4123,1.4287,0.4012,-0.0512,-0.3720,-0.0480,0.9256,-0.9963,-0.0516,-0.0687,0.998,-0.9912,-0.0515,-0.1221,0.998,-0.6052,-0.1281,-0.7120,-0.1456,0
49,0,0,49.5621,-0.4069,1.4290,0.3994,-0.0513,-0.3670,-0.0486,0.9275,-0.9977,-0.0487,-0.0479,0.998,-0.9937,-0.0484,-0.1014,0.998,-0.5924,-0.1259,-0.7127,-0.1456,0
50,0,0,49.5738,-0.4011,1.4293,0.3975,-0.0506,-0.3590,-0.0493,0.9307,-0.9988,-0.0471,-0.0148,0.998,-0.9966,-0.0463,-0.0684,0.998,-0.5727,-0.1239,-0.7145,-0.1479,0
51,0,0,49.5875,-0.3952,1.4295,0.3958,-0.0507,-0.3511,-0.0501,0.9336,-0.9883,-0.0164,0.1518,0.998,-0.9951,-0.0156,0.0980,0.998,-0.4206,-0.0928,-0.5362,-0.1162,0
52,0,0,49.5950,-0.3891,1.4299,0.3942,-0.0508,-0.3429,-0.0499,0.9367,-0.9720,0.0146,0.2344,0.998,-0.9833,0.0157,0.1816,0.998,-0.3658,-0.0710,-0.4822,-0.0930,0
53,0,0,49.6059,-0.3824,1.4298,0.3926,-0.0514,-0.3321,-0.0497,0.9405,-0.9603,0.0158,0.2785,0.998,-0.9739,0.0170,0.2262,0.998,-0.3489,-0.0698,-0.4823,-0.0926,0
54,0,0,49.6170,-0.3758,1.4297,0.3908,-0.0514,-0.3215,-0.0492,0.9442,-0.9232,0.0246,0.3836,0.998,-0.9424,0.0263,0.3334,0.998,-0.2872,-0.0616,-0.4209,-0.0849,0
55,0,0,49.6281,-0.3687,1.4290,0.3888,-0.0508,-0.3071,-0.0481,0.9491,-0.8715,0.0273,0.4896,0.998,-0.8963,0.0294,0.4424,0.998,-0.2329,-0.0565,-0.3739,-0.0803,0
56,0,0,49.6396,-0.3617,1.4284,0.3867,-0.0502,-0.2930,-0.0467,0.9536,-0.8412,0.0215,0.5403,0.998,-0.8687,0.0239,0.4947,0.998,-0.2158,-0.0571,-0.3741,-0.0811,0
57,0,0,49.6542,-0.3546,1.4283,0.3846,-0.0491,-0.2807,-0.0447,0.9575,-0.8122,0.0134,0.5832,0.998,-0.8421,0.0158,0.5391,0.998,-0.2011,-0.0583,-0.3742,-0.0818,0
58,0,0,49.6620,-0.3474,1.4278,0.3825,-0.0490,-0.2685,-0.0427,0.9611,-0.7747,0.0129,0.6322,0.998,-0.8072,0.0153,0.5901,0.998,-0.1811,-0.0562,-0.3658,-0.0782,0
59,0,0,49.6729,-0.3399,1.4278,0.3797,-0.0480,-0.2522,-0.0376,0.9657,-0.7104,0.0179,0.7036,0.998,-0.7466,0.0200,0.6650,0.998,-0.1481,-0.0486,-0.3438,-0.0646,0
60,0,0,49.6843,-0.3324,1.4275,0.3772,-0.0466,-0.2377,-0.0350,0.9696,-0.6547,0.0145,0.7557,0.998,-0.6936,0.0167,0.7202,0.998,-0.1244,-0.0468,-0.3321,-0.0609,0
61,0,0,49.6994,-0.3251,1.4273,0.3746,-0.0458,-0.2239,-0.0331,0.9730,-0.6106,0.0081,0.7919,0.998,-0.6514,0.0103,0.7586,0.998,-0.1101,-0.0476,-0.3322,-0.0608,0
62,0,0,49.7063,-0.3173,1.4272,0.3720,-0.0449,-0.2088,-0.0309,0.9764,-0.5604,0.0007,0.8282,0.998,-0.6033,0.0028,0.7975,0.998,-0.0947,-0.0486,-0.3322,-0.0607,0
63,0,0,49.7176,-0.3094,1.4272,0.3691,-0.0439,-0.1931,-0.0283,0.9798,-0.5054,-0.0067,0.8628,0.998,-0.5502,-0.0047,0.8350,0.998,-0.0787,-0.0496,-0.3320,-0.0600,0
64,0,0,49.7289,-0.3016,1.4270,0.3661,-0.0433,-0.1781,-0.0256,0.9827,-0.4514,-0.0124,0.8923,0.998,-0.4978,-0.0107,0.8672,0.998,-0.0638,-0.0502,-0.3318,-0.0588,0
65,0,0,49.7398,-0.2939,1.4269,0.3627,-0.0426,-0.1630,-0.0227,0.9854,-0.4277,-0.0109,0.9038,0.998,-0.4751,-0.0094,0.8799,0.998,-0.0661,-0.0480,-0.3571,-0.0529,0
66,0,0,49.7509,-0.2862,1.4268,0.3595,-0.0416,-0.1486,-0.0201,0.9878,-0.3739,-0.0171,0.9273,0.998,-0.4227,-0.0158,0.9061,0.998,-0.0520,-0.0489,-0.3569,-0.0520,0
67,0,0,49.7626,-0.2785,1.4266,0.3556,-0.0397,-0.1340,-0.0193,0.9900,-0.3187,-0.0266,0.9475,0.998,-0.3686,-0.0252,0.9292,0.998,-0.0379,-0.0508,-0.3575,-0.0545,0
68,0,0,49.7740,-0.2707,1.4264,0.3517,-0.0373,-0.1187,-0.0194,0.9920,-0.2603,-0.0378,0.9648,0.998,-0.3112,-0.0361,0.9497,0.998,-0.0235,-0.0532,-0.3585,-0.0592,0
69,0,0,49.7852,-0.2629,1.4262,0.3479,-0.0353,-0.1033,-0.0192,0.9938,-0.3331,-0.0362,0.9422,0.998,-0.3836,-0.0338,0.9229,0.998,-0.0751,-0.0520,-0.4747,-0.0574,0
70,0,0,49.8009,-0.2549,1.4262,0.3440,-0.0338,-0.0889,-0.0173,0.9953,-0.2777,-0.0451,0.9596,0.998,-0.3292,-0.0428,0.9433,0.998,-0.0610,-0.0537,-0.4750,-0.0584,0
71,0,0,49.8096,-0.2471,1.4262,0.3401,-0.0323,-0.0748,-0.0150,0.9966,-0.2222,-0.0532,0.9735,0.998,-0.2746,-0.0512,0.9602,0.998,-0.0472,-0.0552,-0.4749,-0.0582,0
72,0,0,49.8172,-0.2395,1.4264,0.3360,-0.0314,-0.0615,-0.0123,0.9975,-0.1694,-0.0582,0.9838,0.998,-0.2224,-0.0566,0.9733,0.998,-0.0344,-0.0560,-0.4744,-0.0562,0
73,0,0,49.8283,-0.2326,1.4269,0.3316,-0.0316,-0.0512,-0.0098,0.9981,-0.1273,-0.0589,0.9901,0.998,-0.1808,-0.0576,0.9818,0.998,-0.0242,-0.0559,-0.4737,-0.0532,0
74,0,0,49.8396,-0.2256,1.4273,0.3274,-0.0317,-0.0407,-0.0089,0.9986,-0.0857,-0.0592,0.9946,0.998,-0.1394,-0.0580,0.9885,0.998,-0.0143,-0.0559,-0.4737,-0.0533,0
75,0,0,49.8506,-0.2186,1.4276,0.3230,-0.0313,-0.0300,-0.0078,0.9990,-0.0425,-0.0614,0.9972,0.998,-0.0965,-0.0603,0.9935,0.998,-0.0040,-0.0563,-0.4737,-0.0534,0
76,0,0,49.8619,-0.2116,1.4277,0.3187,-0.0309,-0.0206,-0.0064,0.9993,0.2683,-0.0614,0.9614,0.998,0.2187,-0.0614,0.9739,0.998,0.1405,-0.0556,-0.2636,-0.0555,0
77,0,0,49.8731,-0.2050,1.4278,0.3142,-0.0306,-0.0128,-0.0050,0.9994,0.2988,-0.0616,0.9523,0.998,0.2496,-0.0617,0.9664,0.998,0.1488,-0.0559,-0.2635,-0.0550,0
78,0,0,49.8842,-0.1986,1.4279,0.3097,-0.0302,-0.0056,-0.0035,0.9995,0.3264,-0.0617,0.9432,0.998,0.2776,-0.0621,0.9587,0.998,0.1564,-0.0561,-0.2633,-0.0539,0
79,0,0,49.8955,-0.1922,1.4278,0.3052,-0.0299,-0.0007,-0.0020,0.9996,0.3296,-0.0597,0.9422,0.998,0.2806,-0.0603,0.9579,0.998,0.1528,-0.0552,-0.2736,-0.0511,0
80,0,0,49.9105,-0.1863,1.4277,0.3008,-0.0296,0.0039,-0.0013,0.9996,0.3200,-0.0593,0.9455,0.998,0.2704,-0.0599,0.9609,0.998,0.1425,-0.0547,-0.2920,-0.0495,0
81,0,0,49.9183,-0.1805,1.4274,0.2962,-0.0291,0.0074,-0.0010,0.9995,0.3333,-0.0611,0.9408,0.998,0.2839,-0.0617,0.9569,0.998,0.1461,-0.0552,-0.2921,-0.0500,0
82,0,0,49.9286,-0.1748,1.4270,0.2919,-0.0285,0.0102,-0.0011,0.9995,0.2566,-0.0630,0.9645,0.998,0.2049,-0.0633,0.9767,0.998,0.1023,-0.0549,-0.3560,-0.0480,0
83,0,0,49.9398,-0.1690,1.4269,0.2878,-0.0282,0.0119,-0.0013,0.9995,0.2627,-0.0642,0.9627,0.998,0.2111,-0.0645,0.9753,0.998,0.1039,-0.0552,-0.3561,-0.0487,0
84,0,0,49.9506,-0.1632,1.4269,0.2835,-0.0278,0.0146,-0.0007,0.9995,0.2733,-0.0655,0.9597,0.998,0.2219,-0.0659,0.9729,0.998,0.1067,-0.0556,-0.3561,-0.0483,0
85,0,0,49.9618,-0.1575,1.4269,0.2795,-0.0272,0.0159,-0.0002,0.9995,0.2788,-0.0674,0.9580,0.998,0.2274,-0.0679,0.9714,0.998,0.1081,-0.0561,-0.3560,-0.0480,0
86,0,0,49.9770,-0.1523,1.4269,0.2754,-0.0267,0.0170,0.0006,0.9995,0.2834,-0.0688,0.9565,0.998,0.2320,-0.0694,0.9702,0.998,0.1093,-0.0564,-0.3558,-0.0469,0
87,0,0,49.9852,-0.1469,1.4267,0.2713,-0.0261,0.0192,0.0010,0.9995,0.2917,-0.0705,0.9539,0.998,0.2405,-0.0712,0.9680,0.998,0.1115,-0.0569,-0.3558,-0.0468,0
88,0,0,49.9961,-0.1418,1.4268,0.2672,-0.0250,0.0205,0.0015,0.9995,0.1926,-0.0737,0.9785,0.998,0.1394,-0.0741,0.9875,0.998,0.0599,-0.0567,-0.4429,-0.0431,0
89,0,0,50.0104,-0.1372,1.4266,0.2632,-0.0235,0.0184,0.0013,0.9996,0.1643,-0.0723,0.9838,0.998,0.1108,-0.0726,0.9912,0.998,0.0481,-0.0545,-0.4608,-0.0387,0
90,0,0,50.0175,-0.1316,1.4265,0.2594,-0.0230,0.0165,0.0030,0.9996,0.1356,-0.0739,0.9880,0.998,0.0818,-0.0745,0.9939,0.998,0.0359,-0.0549,-0.4808,-0.0348,0
91,0,0,50.0286,-0.1269,1.4265,0.2554,-0.0220,0.0155,0.0031,0.9996,0.1320,-0.0778,0.9882,0.998,0.0782,-0.0785,0.9938,0.998,0.0350,-0.0558,-0.4809,-0.0351,0
92,0,0,50.0397,-0.1220,1.4263,0.2513,-0.0211,0.0150,0.0036,0.9997,0.1186,-0.0814,0.9896,0.998,0.0647,-0.0822,0.9945,0.998,0.0290,-0.0566,-0.4922,-0.0343,0
93,0,0,50.0508,-0.1173,1.4253,0.2470,-0.0191,0.0102,0.0048,0.9998,0.1001,-0.0888,0.9910,0.998,0.0461,-0.0899,0.9949,0.998,0.0246,-0.0583,-0.4917,-0.0327,0
94,0,0,50.0618,-0.1127,1.4248,0.2425,-0.0175,0.0081,0.0051,0.9998,0.0787,-0.0918,0.9927,0.998,0.0246,-0.0929,0.9954,0.998,0.0163,-0.0581,-0.5048,-0.0305,0
95,0,0,50.0732,-0.1081,1.4245,0.2382,-0.0159,0.0066,0.0053,0.9998,0.0727,-0.0982,0.9925,0.998,0.0186,-0.0994,0.9949,0.998,0.0149,-0.0596,-0.5049,-0.0312,0
96,0,0,50.0841,-0.1038,1.4243,0.2339,-0.0141,0.0042,0.0033,0.9999,0.0386,-0.1005,0.9942,0.998,-0.0155,-0.1012,0.9947,0.998,0.0011,-0.0587,-0.5305,-0.0322,0
97,0,0,50.0955,-0.0996,1.4245,0.2296,-0.0132,0.0023,0.0006,0.9999,0.0294,-0.1047,0.9941,0.998,-0.0248,-0.1048,0.9942,0.998,-0.0011,-0.0596,-0.5320,-0.0385,0
98,0,0,50.1070,-0.0952,1.4245,0.2253,-0.0120,0.0009,-0.0004,0.9999,0.0188,-0.1088,0.9939,0.998,-0.0353,-0.1086,0.9935,0.998,-0.0047,-0.0603,-0.5373,-0.0407,0
99,0,0,50.1229,-0.0908,1.4244,0.2210,-0.0107,-0.0004,-0.0009,0.9999,0.0105,-0.1099,0.9939,0.998,-0.0436,-0.1095,0.9930,0.998,-0.0074,-0.0597,-0.5408,-0.0402,0
100,0,0,50.1332,-0.0867,1.4253,0.2166,-0.0131,-0.0041,-0.0028,0.9999,-0.0024,-0.1036,0.9946,0.998,-0.0566,-0.1029,0.9931,0.998,-0.0098,-0.0590,-0.5385,-0.0435,0
101,0,0,50.1398,-0.0825,1.4255,0.2122,-0.0139,-0.0062,-0.0033,0.9999,-0.0108,-0.1011,0.9948,0.998,-0.0649,-0.1004,0.9928,0.998,-0.0118,-0.0585,-0.5384,-0.0439,0
102,0,0,50.1508,-0.0785,1.4258,0.2080,-0.0147,-0.0085,-0.0034,0.9998,-0.0232,-0.0891,0.9958,0.998,-0.0773,-0.0883,0.9931,0.998,-0.0155,-0.0538,-0.5413,-0.0372,0
103,0,0,50.1620,-0.0743,1.4260,0.2038,-0.0148,-0.0105,-0.0038,0.9998,-0.0318,-0.0882,0.9956,0.998,-0.0859,-0.0874,0.9925,0.998,-0.0176,-0.0535,-0.5416,-0.0373,0
104,0,1,50.1731,-0.0704,1.4267,0.1996,-0.0157,-0.0129,-0.0036,0.9998,-0.0410,-0.0852,0.9955,0.998,-0.0950,-0.0845,0.9919,0.998,-0.0197,-0.0530,-0.5411,-0.0360,0
105,0,1,50.1844,-0.0663,1.4272,0.1954,-0.0158,-0.0151,-0.0037,0.9998,-0.0495,-0.0848,0.9952,0.998,-0.1035,-0.0840,0.9911,0.998,-0.0217,-0.0529,-0.5410,-0.0359,0
106,0,1,50.1959,-0.0623,1.4277,0.1911,-0.0158,-0.0174,-0.0031,0.9997,-0.0584,-0.0845,0.9947,0.998,-0.1124,-0.0839,0.9901,0.998,-0.0238,-0.0528,-0.5406,-0.0344,0
107,0,1,50.2071,-0.0584,1.4284,0.1870,-0.0158,-0.0193,-0.0031,0.9997,-0.0655,-0.0872,0.9940,0.998,-0.1194,-0.0866,0.9891,0.998,-0.0254,-0.0541,-0.5404,-0.0359,0
108,0,1,50.2185,-0.0546,1.4289,0.1829,-0.0161,-0.0208,-0.0039,0.9996,-0.0719,-0.0861,0.9937,0.998,-0.1257,-0.0854,0.9884,0.998,-0.0270,-0.0539,-0.5407,-0.0371,0
109,0,1,50.2328,-0.0507,1.4293,0.1788,-0.0165,-0.0224,-0.0045,0.9996,-0.0758,-0.0804,0.9939,0.998,-0.1297,-0.0796,0.9884,0.998,-0.0273,-0.0516,-0.5376,-0.0349,0
110,0,1,50.2399,-0.0468,1.4298,0.1746,-0.0167,-0.0243,-0.0048,0.9996,-0.0834,-0.0796,0.9933,0.998,-0.1372,-0.0787,0.9874,0.998,-0.0291,-0.0515,-0.5376,-0.0351,0
111,0,1,50.2508,-0.0430,1.4300,0.1707,-0.0176,-0.0255,-0.0063,0.9995,-0.0913,-0.0690,0.9934,0.998,-0.1450,-0.0678,0.9871,0.998,-0.0315,-0.0475,-0.5400,-0.0323,0
112,0,1,50.2620,-0.0394,1.4299,0.1672,-0.0188,-0.0264,-0.0075,0.9994,-0.0952,-0.0639,0.9934,0.998,-0.1490,-0.0625,0.9869,0.998,-0.0324,-0.0463,-0.5403,-0.0333,0
113,0,1,50.2733,-0.0356,1.4303,0.1635,-0.0191,-0.0279,-0.0080,0.9994,-0.1012,-0.0623,0.9929,0.998,-0.1549,-0.0608,0.9861,0.998,-0.0339,-0.0460,-0.5404,-0.0337,0
114,0,1,50.2877,-0.0320,1.4302,0.1597,-0.0197,-0.0292,-0.0081,0.9993,-0.1017,-0.0590,0.9931,0.998,-0.1554,-0.0574,0.9862,0.998,-0.0329,-0.0450,-0.5350,-0.0326,0
115,0,1,50.2956,-0.0283,1.4299,0.1559,-0.0194,-0.0306,-0.0082,0.9993,-0.1035,-0.0523,0.9932,0.998,-0.1572,-0.0508,0.9863,0.998,-0.0325,-0.0416,-0.5307,-0.0273,0
116,0,1,50.3069,-0.0247,1.4300,0.1523,-0.0194,-0.0316,-0.0088,0.9993,-0.1042,-0.0602,0.9927,0.998,-0.1579,-0.0586,0.9857,0.998,-0.0318,-0.0453,-0.5277,-0.0340,0
