FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 14:52:24.639,0.0010,0.0005,-0.0021,-0.4415,-0.0368,0.0000
1,0,0,2026-06-17 14:52:24.649,0.0020,0.0011,-0.0043,-0.4409,-0.0327,0.0000
2,0,0,2026-06-17 14:52:24.671,0.0044,0.0020,-0.0088,-0.4399,-0.0262,0.0000
3,0,0,2026-06-17 14:52:24.693,0.0072,0.0024,-0.0133,-0.4392,-0.0217,0.0000
4,0,0,2026-06-17 14:52:24.704,0.0088,0.0022,-0.0154,-0.4387,-0.0187,0.0000
5,0,0,2026-06-17 14:52:24.728,0.0121,0.0018,-0.0195,-0.4381,-0.0150,0.0000
6,0,0,2026-06-17 14:52:24.739,0.0138,0.0012,-0.0218,-0.4381,-0.0154,0.0000
7,0,0,2026-06-17 14:52:24.749,0.0156,0.0008,-0.0241,-0.4381,-0.0159,0.0000
8,0,0,2026-06-17 14:52:24.772,0.0191,0.0004,-0.0282,-0.4383,-0.0184,0.0000
9,0,0,2026-06-17 14:52:24.782,0.0209,0.0002,-0.0301,-0.4383,-0.0185,0.0000
10,0,0,2026-06-17 14:52:24.806,0.0248,-0.0009,-0.0342,-0.4380,-0.0181,0.0000
11,0,0,2026-06-17 14:52:24.816,0.0271,-0.0018,-0.0364,-0.4380,-0.0189,0.0000
12,0,0,2026-06-17 14:52:24.838,0.0318,-0.0038,-0.0409,-0.4377,-0.0204,0.0000
13,0,0,2026-06-17 14:52:24.849,0.0342,-0.0046,-0.0431,-0.4375,-0.0207,0.0000
14,0,0,2026-06-17 14:52:24.872,0.0391,-0.0057,-0.0473,-0.4373,-0.0208,0.0000
15,0,0,2026-06-17 14:52:24.882,0.0416,-0.0063,-0.0494,-0.4370,-0.0214,0.0000
16,0,0,2026-06-17 14:52:24.906,0.0466,-0.0081,-0.0535,-0.4369,-0.0248,0.0000
17,0,0,2026-06-17 14:52:24.916,0.0490,-0.0089,-0.0555,-0.4368,-0.0267,0.0000
18,0,0,2026-06-17 14:52:24.938,0.0539,-0.0108,-0.0592,-0.4365,-0.0322,0.0000
19,0,0,2026-06-17 14:52:24.961,0.0590,-0.0128,-0.0625,-0.4357,-0.0392,0.0000
20,0,0,2026-06-17 14:52:24.972,0.0613,-0.0136,-0.0637,-0.4348,-0.0411,0.0000
21,0,0,2026-06-17 14:52:24.983,0.0635,-0.0142,-0.0646,-0.4340,-0.0422,0.0000
22,0,0,2026-06-17 14:52:25.005,0.0675,-0.0156,-0.0663,-0.4322,-0.0432,0.0000
23,0,0,2026-06-17 14:52:25.016,0.0691,-0.0163,-0.0669,-0.4313,-0.0440,0.0000
24,0,0,2026-06-17 14:52:25.039,0.0722,-0.0178,-0.0676,-0.4294,-0.0469,0.0000
25,0,0,2026-06-17 14:52:25.049,0.0736,-0.0188,-0.0677,-0.4283,-0.0488,0.0000
26,0,0,2026-06-17 14:52:25.071,0.0757,-0.0204,-0.0677,-0.4268,-0.0562,0.0000
27,0,0,2026-06-17 14:52:25.083,0.0762,-0.0210,-0.0673,-0.4263,-0.0605,0.0000
28,0,0,2026-06-17 14:52:25.104,0.0766,-0.0219,-0.0662,-0.4252,-0.0698,0.0000
29,0,0,2026-06-17 14:52:25.116,0.0763,-0.0223,-0.0655,-0.4247,-0.0744,0.0000
30,0,0,2026-06-17 14:52:25.138,0.0748,-0.0226,-0.0638,-0.4242,-0.0847,0.0000
31,0,0,2026-06-17 14:52:25.161,0.0726,-0.0228,-0.0617,-0.4246,-0.0959,0.0000
32,0,0,2026-06-17 14:52:25.172,0.0710,-0.0230,-0.0604,-0.4246,-0.1011,0.0000
33,0,0,2026-06-17 14:52:25.183,0.0695,-0.0230,-0.0591,-0.4248,-0.1057,0.0000
34,0,0,2026-06-17 14:52:25.206,0.0656,-0.0237,-0.0558,-0.4244,-0.1114,0.0000
35,0,0,2026-06-17 14:52:25.228,0.0609,-0.0232,-0.0526,-0.4209,-0.1195,0.0000
36,0,0,2026-06-17 14:52:25.238,0.0575,-0.0243,-0.0504,-0.4236,-0.1186,0.0000
37,0,0,2026-06-17 14:52:25.249,0.0549,-0.0238,-0.0487,-0.4235,-0.1190,0.0000
38,0,0,2026-06-17 14:52:25.271,0.0480,-0.0247,-0.0447,-0.4231,-0.1203,0.0000
39,0,0,2026-06-17 14:52:25.283,0.0447,-0.0251,-0.0426,-0.4227,-0.1214,0.0000
40,0,0,2026-06-17 14:52:25.305,0.0369,-0.0259,-0.0385,-0.4211,-0.1242,0.0000
41,0,0,2026-06-17 14:52:25.317,0.0329,-0.0263,-0.0365,-0.4204,-0.1259,0.0000
42,0,0,2026-06-17 14:52:25.339,0.0241,-0.0274,-0.0322,-0.4182,-0.1302,0.0000
43,0,0,2026-06-17 14:52:25.350,0.0195,-0.0279,-0.0301,-0.4167,-0.1321,0.0000
44,0,0,2026-06-17 14:52:25.371,0.0099,-0.0284,-0.0260,-0.4140,-0.1341,0.0000
45,0,0,2026-06-17 14:52:25.383,0.0049,-0.0285,-0.0242,-0.4133,-0.1350,0.0000
46,0,0,2026-06-17 14:52:25.405,-0.0050,-0.0286,-0.0205,-0.4129,-0.1346,0.0000
47,0,0,2026-06-17 14:52:25.417,-0.0099,-0.0285,-0.0185,-0.4124,-0.1350,0.0000
48,0,0,2026-06-17 14:52:25.439,-0.0197,-0.0282,-0.0150,-0.4134,-0.1311,0.0000
49,0,0,2026-06-17 14:52:25.449,-0.0246,-0.0282,-0.0133,-0.4135,-0.1307,0.0000
50,0,0,2026-06-17 14:52:25.472,-0.0340,-0.0283,-0.0103,-0.4130,-0.1298,0.0000
51,0,0,2026-06-17 14:52:25.483,-0.0383,-0.0283,-0.0091,-0.4125,-0.1298,0.0000
52,0,0,2026-06-17 14:52:25.506,-0.0464,-0.0281,-0.0070,-0.4104,-0.1323,0.0000
53,0,0,2026-06-17 14:52:25.516,-0.0503,-0.0279,-0.0063,-0.4093,-0.1342,0.0000
54,0,0,2026-06-17 14:52:25.539,-0.0575,-0.0276,-0.0051,-0.4075,-0.1364,0.0000
55,0,0,2026-06-17 14:52:25.550,-0.0611,-0.0273,-0.0044,-0.4067,-0.1369,0.0000
56,0,0,2026-06-17 14:52:25.572,-0.0677,-0.0271,-0.0039,-0.4071,-0.1345,0.0000
57,0,0,2026-06-17 14:52:25.583,-0.0709,-0.0273,-0.0038,-0.4077,-0.1333,0.0000
58,0,0,2026-06-17 14:52:25.606,-0.0758,-0.0280,-0.0045,-0.4081,-0.1322,0.0000
59,0,0,2026-06-17 14:52:25.616,-0.0778,-0.0281,-0.0050,-0.4079,-0.1315,0.0000
60,0,0,2026-06-17 14:52:25.638,-0.0817,-0.0282,-0.0062,-0.4072,-0.1295,0.0000
61,0,0,2026-06-17 14:52:25.650,-0.0832,-0.0283,-0.0071,-0.4068,-0.1288,0.0000
62,0,0,2026-06-17 14:52:25.672,-0.0858,-0.0286,-0.0095,-0.4059,-0.1286,0.0000
63,0,0,2026-06-17 14:52:25.682,-0.0870,-0.0288,-0.0107,-0.4054,-0.1284,0.0000
64,0,0,2026-06-17 14:52:25.706,-0.0885,-0.0291,-0.0138,-0.4053,-0.1272,0.0000
65,0,0,2026-06-17 14:52:25.716,-0.0890,-0.0292,-0.0155,-0.4054,-0.1265,0.0000
66,0,0,2026-06-17 14:52:25.739,-0.0884,-0.0289,-0.0199,-0.4078,-0.1249,0.0000
67,0,0,2026-06-17 14:52:25.750,-0.0880,-0.0286,-0.0221,-0.4083,-0.1243,0.0000
68,0,0,2026-06-17 14:52:25.772,-0.0861,-0.0276,-0.0268,-0.4098,-0.1232,0.0000
69,0,1,2026-06-17 14:52:25.783,-0.0850,-0.0272,-0.0291,-0.4105,-0.1219,0.0000
70,0,1,2026-06-17 14:52:25.805,-0.0820,-0.0267,-0.0339,-0.4120,-0.1181,0.0000
71,0,1,2026-06-17 14:52:25.817,-0.0800,-0.0262,-0.0363,-0.4129,-0.1144,0.0000
72,0,1,2026-06-17 14:52:25.839,-0.0759,-0.0251,-0.0412,-0.4155,-0.1072,0.0000
73,0,1,2026-06-17 14:52:25.849,-0.0736,-0.0244,-0.0437,-0.4168,-0.1036,0.0000
74,0,1,2026-06-17 14:52:25.873,-0.0685,-0.0231,-0.0489,-0.4186,-0.0980,0.0000
75,0,1,2026-06-17 14:52:25.883,-0.0660,-0.0225,-0.0514,-0.4192,-0.0955,0.0000
76,0,1,2026-06-17 14:52:25.906,-0.0603,-0.0213,-0.0562,-0.4202,-0.0899,0.0000
77,0,1,2026-06-17 14:52:25.917,-0.0572,-0.0206,-0.0586,-0.4209,-0.0867,0.0000
78,0,1,2026-06-17 14:52:25.939,-0.0507,-0.0187,-0.0631,-0.4223,-0.0791,0.0000
79,0,1,2026-06-17 14:52:25.949,-0.0472,-0.0180,-0.0654,-0.4231,-0.0756,0.0000
80,0,1,2026-06-17 14:52:25.972,-0.0396,-0.0166,-0.0707,-0.4240,-0.0702,0.0000
81,0,1,2026-06-17 14:52:25.983,-0.0357,-0.0160,-0.0734,-0.4248,-0.0688,0.0000
82,0,1,2026-06-17 14:52:26.006,-0.0283,-0.0146,-0.0785,-0.4261,-0.0650,0.0000
83,0,1,2026-06-17 14:52:26.017,-0.0245,-0.0140,-0.0810,-0.4271,-0.0632,0.0000
84,0,1,2026-06-17 14:52:26.039,-0.0162,-0.0133,-0.0854,-0.4279,-0.0586,0.0000
85,0,1,2026-06-17 14:52:26.049,-0.0119,-0.0130,-0.0876,-0.4282,-0.0566,0.0000
86,0,1,2026-06-17 14:52:26.072,-0.0035,-0.0124,-0.0921,-0.4289,-0.0525,0.0000
87,0,1,2026-06-17 14:52:26.083,0.0005,-0.0122,-0.0942,-0.4291,-0.0510,0.0000
88,0,1,2026-06-17 14:52:26.106,0.0085,-0.0123,-0.0981,-0.4296,-0.0475,0.0000
89,0,1,2026-06-17 14:52:26.117,0.0128,-0.0124,-0.0998,-0.4298,-0.0462,0.0000
90,0,1,2026-06-17 14:52:26.140,0.0211,-0.0133,-0.1027,-0.4299,-0.0429,0.0000
91,0,1,2026-06-17 14:52:26.149,0.0251,-0.0137,-0.1041,-0.4295,-0.0418,0.0000
92,0,1,2026-06-17 14:52:26.173,0.0326,-0.0149,-0.1067,-0.4307,-0.0396,0.0000
93,0,1,2026-06-17 14:52:26.183,0.0362,-0.0154,-0.1079,-0.4308,-0.0385,0.0000
94,0,1,2026-06-17 14:52:26.206,0.0429,-0.0165,-0.1093,-0.4321,-0.0371,0.0000
95,0,1,2026-06-17 14:52:26.217,0.0463,-0.0171,-0.1100,-0.4326,-0.0369,0.0000
96,0,1,2026-06-17 14:52:26.238,0.0530,-0.0186,-0.1111,-0.4334,-0.0395,0.0000
97,0,1,2026-06-17 14:52:26.251,0.0560,-0.0190,-0.1113,-0.4335,-0.0413,0.0000
98,0,1,2026-06-17 14:52:26.273,0.0614,-0.0187,-0.1116,-0.4332,-0.0425,0.0000
99,0,1,2026-06-17 14:52:26.283,0.0637,-0.0182,-0.1118,-0.4336,-0.0418,0.0000
100,0,1,2026-06-17 14:52:26.306,0.0680,-0.0175,-0.1116,-0.4336,-0.0371,0.0000
101,0,1,2026-06-17 14:52:26.316,0.0698,-0.0172,-0.1113,-0.4332,-0.0338,0.0000
102,0,1,2026-06-17 14:52:26.339,0.0731,-0.0165,-0.1102,-0.4332,-0.0272,0.0000
103,0,1,2026-06-17 14:52:26.351,0.0743,-0.0162,-0.1097,-0.4330,-0.0237,0.0000
104,0,1,2026-06-17 14:52:26.373,0.0776,-0.0173,-0.1084,-0.4320,-0.0197,0.0000
105,0,1,2026-06-17 14:52:26.385,0.0777,-0.0150,-0.1078,-0.4329,-0.0155,0.0000
106,0,1,2026-06-17 14:52:26.406,0.0798,-0.0139,-0.1066,-0.4326,-0.0109,0.0000
107,0,1,2026-06-17 14:52:26.418,0.0808,-0.0134,-0.1059,-0.4325,-0.0091,0.0000
108,0,1,2026-06-17 14:52:26.440,0.0821,-0.0127,-0.1049,-0.4326,-0.0059,0.0000
109,0,1,2026-06-17 14:52:26.451,0.0828,-0.0124,-0.1043,-0.4328,-0.0051,0.0000
110,0,1,2026-06-17 14:52:26.473,0.0838,-0.0119,-0.1035,-0.4333,-0.0045,0.0000
111,0,1,2026-06-17 14:52:26.483,0.0841,-0.0117,-0.1031,-0.4336,-0.0045,0.0000
112,0,1,2026-06-17 14:52:26.505,0.0847,-0.0112,-0.1024,-0.4339,-0.0036,0.0000
113,0,1,2026-06-17 14:52:26.516,0.0851,-0.0110,-0.1020,-0.4339,-0.0028,0.0000
114,0,1,2026-06-17 14:52:26.540,0.0858,-0.0105,-0.1012,-0.4340,-0.0012,0.0000
115,0,1,2026-06-17 14:52:26.550,0.0844,-0.0110,-0.1017,-0.4360,-0.0096,0.0000
