FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 14:28:17.375,0.0008,0.0004,0.0002,-0.0581,-0.1475,0.0000
1,0,0,2026-06-17 14:28:17.384,0.0018,0.0006,0.0003,-0.0579,-0.1471,0.0000
2,0,0,2026-06-17 14:28:17.407,0.0035,0.0012,0.0002,-0.0575,-0.1462,0.0000
3,0,0,2026-06-17 14:28:17.428,0.0052,0.0020,0.0002,-0.1215,-0.2511,0.0000
4,0,0,2026-06-17 14:28:17.439,0.0061,0.0025,0.0002,-0.1212,-0.2504,0.0000
5,0,0,2026-06-17 14:28:17.462,0.0078,0.0041,-0.0001,-0.1457,-0.3340,0.0000
6,0,0,2026-06-17 14:28:17.473,0.0087,0.0046,-0.0001,-0.1454,-0.3333,0.0000
7,0,0,2026-06-17 14:28:17.495,0.0103,0.0059,-0.0007,-0.1527,-0.3391,1.0000
8,0,0,2026-06-17 14:28:17.506,0.0111,0.0065,-0.0009,-0.1524,-0.3384,1.0000
9,0,0,2026-06-17 14:28:17.529,0.0130,0.0077,-0.0025,-0.1578,-0.3385,1.0000
10,0,0,2026-06-17 14:28:17.540,0.0140,0.0085,-0.0030,-0.1579,-0.3385,1.0000
11,0,0,2026-06-17 14:28:17.551,0.0151,0.0092,-0.0034,-0.1581,-0.3387,1.0000
12,0,0,2026-06-17 14:28:17.573,0.0171,0.0106,-0.0042,-0.1338,-0.3654,1.0000
13,0,0,2026-06-17 14:28:17.596,0.0191,0.0118,-0.0050,-0.1337,-0.3647,1.0000
14,0,0,2026-06-17 14:28:17.606,0.0209,0.0113,-0.0058,-0.1340,-0.3658,1.0000
15,0,0,2026-06-17 14:28:17.618,0.0222,0.0117,-0.0063,-0.1339,-0.3656,1.0000
16,0,0,2026-06-17 14:28:17.641,0.0246,0.0121,-0.0073,-0.0925,-0.4267,1.0000
17,0,0,2026-06-17 14:28:17.662,0.0270,0.0127,-0.0083,-0.1011,-0.4278,1.0000
18,0,0,2026-06-17 14:28:17.673,0.0282,0.0131,-0.0088,-0.1011,-0.4276,1.0000
19,0,0,2026-06-17 14:28:17.685,0.0294,0.0135,-0.0092,-0.1012,-0.4278,1.0000
20,0,0,2026-06-17 14:28:17.707,0.0320,0.0137,-0.0105,-0.1034,-0.4296,1.0000
21,0,0,2026-06-17 14:28:17.729,0.0347,0.0140,-0.0118,-0.1034,-0.4298,1.0000
22,0,0,2026-06-17 14:28:17.740,0.0361,0.0142,-0.0129,-0.1037,-0.4282,1.0000
23,0,0,2026-06-17 14:28:17.761,0.0391,0.0152,-0.0142,-0.1037,-0.4283,1.0000
24,0,0,2026-06-17 14:28:17.774,0.0405,0.0155,-0.0149,-0.1070,-0.4214,1.0000
25,0,0,2026-06-17 14:28:17.796,0.0433,0.0163,-0.0162,-0.1072,-0.4219,1.0000
26,0,0,2026-06-17 14:28:17.806,0.0447,0.0166,-0.0169,-0.1072,-0.4220,1.0000
27,0,0,2026-06-17 14:28:17.828,0.0503,0.0172,-0.0186,-0.1084,-0.4247,1.0000
28,0,0,2026-06-17 14:28:17.841,0.0521,0.0174,-0.0194,-0.1087,-0.4254,1.0000
29,0,0,2026-06-17 14:28:17.862,0.0570,0.0170,-0.0206,-0.1150,-0.4286,1.0000
30,0,0,2026-06-17 14:28:17.873,0.0592,0.0171,-0.0213,-0.1153,-0.4294,1.0000
