FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-16 18:19:26.766,0.0006,-0.0003,0.0001,0.1404,-0.0271,0
1,0,0,2026-06-16 18:19:26.776,0.0012,-0.0004,0.0002,0.1402,-0.0270,0
2,0,0,2026-06-16 18:19:26.798,0.0021,-0.0006,0.0003,0.1381,-0.0233,0
3,0,0,2026-06-16 18:19:26.820,0.0031,-0.0010,0.0005,0.1359,-0.0228,0
4,0,0,2026-06-16 18:19:26.832,0.0034,-0.0012,0.0004,0.1360,-0.0204,0
5,0,0,2026-06-16 18:19:26.854,0.0039,-0.0016,0.0004,0.1357,-0.0203,0
6,0,0,2026-06-16 18:19:26.865,0.0042,-0.0018,0.0004,0.1354,-0.0191,0
7,0,0,2026-06-16 18:19:26.888,0.0047,-0.0020,0.0004,0.1352,-0.0192,0
8,0,0,2026-06-16 18:19:26.899,0.0049,-0.0020,0.0004,0.1296,-0.0136,0
9,0,0,2026-06-16 18:19:26.910,0.0051,-0.0022,0.0004,0.1214,0.0116,0
10,0,0,2026-06-16 18:19:26.932,0.0052,-0.0026,0.0004,0.1231,0.0276,0
11,0,0,2026-06-16 18:19:26.955,0.0053,-0.0030,0.0003,0.1230,0.0274,0
12,0,0,2026-06-16 18:19:26.966,0.0056,-0.0031,0.0004,0.1230,0.0271,0
13,0,0,2026-06-16 18:19:26.989,0.0056,-0.0030,0.0003,0.1234,0.0258,0
14,0,0,2026-06-16 18:19:26.999,0.0057,-0.0030,0.0004,0.1230,0.0258,0
15,0,0,2026-06-16 18:19:27.010,0.0057,-0.0029,0.0004,0.1230,0.0260,0
16,0,0,2026-06-16 18:19:27.032,0.0056,-0.0029,0.0003,0.1234,0.0305,0
17,0,0,2026-06-16 18:19:27.054,0.0053,-0.0030,0.0002,0.1199,0.0289,0
18,0,0,2026-06-16 18:19:27.065,0.0053,-0.0031,0.0002,0.1199,0.0289,0
19,0,0,2026-06-16 18:19:27.087,0.0052,-0.0031,0.0001,0.1196,0.0291,0
20,0,0,2026-06-16 18:19:27.099,0.0051,-0.0031,0.0000,0.1191,0.0291,0
21,0,0,2026-06-16 18:19:27.122,0.0049,-0.0032,-0.0001,0.1189,0.0281,0
22,0,0,2026-06-16 18:19:27.132,0.0049,-0.0033,-0.0002,0.1204,0.0274,0
23,0,0,2026-06-16 18:19:27.143,0.0048,-0.0035,-0.0003,0.1204,0.0273,0
24,0,0,2026-06-16 18:19:27.165,0.0046,-0.0039,-0.0004,0.1239,0.0295,0
25,0,0,2026-06-16 18:19:27.188,0.0044,-0.0043,-0.0004,0.1373,0.0404,0
26,0,0,2026-06-16 18:19:27.199,0.0043,-0.0046,-0.0004,0.1372,0.0402,0
27,0,0,2026-06-16 18:19:27.220,0.0040,-0.0059,-0.0003,0.1629,0.0568,0
28,0,0,2026-06-16 18:19:27.231,0.0039,-0.0064,-0.0004,0.1845,0.0763,0
29,0,0,2026-06-16 18:19:27.254,0.0037,-0.0072,-0.0003,0.2072,0.0769,0
30,0,0,2026-06-16 18:19:27.265,0.0036,-0.0076,-0.0001,0.2344,0.0752,0
31,0,0,2026-06-16 18:19:27.287,0.0035,-0.0084,0.0002,0.2506,0.0701,0
