SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260803_192606_449,1,Unspecified,0,2026-08-03T19:26:31.7278032+09:00,2026-08-03T19:26:32.2278032+09:00,25.277920,25.777920,30,30,0.063494,-0.060025,0.000662,0.000228,-0.000361,0.029837,0
20260803_192606_449,1,Unspecified,1,2026-08-03T19:26:32.2278032+09:00,2026-08-03T19:26:32.7278032+09:00,25.777920,26.277920,30,30,-0.059940,-0.181687,0.017184,0.025449,0.015667,0.206478,0
20260803_192606_449,1,Unspecified,2,2026-08-03T19:26:32.7278032+09:00,2026-08-03T19:26:33.2278032+09:00,26.277920,26.777920,30,30,-0.038496,-0.494676,0.000952,0.002547,-0.000178,0.059158,0
20260803_192606_449,1,Unspecified,3,2026-08-03T19:26:33.2278032+09:00,2026-08-03T19:26:33.7278032+09:00,26.777920,27.277920,30,30,0.047177,-0.059349,0.001869,0.000796,0.000674,0.051628,0
20260803_192606_449,1,Unspecified,4,2026-08-03T19:26:33.7278032+09:00,2026-08-03T19:26:34.2278032+09:00,27.277920,27.777920,30,30,0.064268,-0.040930,0.003897,0.000147,0.000610,0.063593,0
20260803_192606_449,1,Unspecified,5,2026-08-03T19:26:34.2278032+09:00,2026-08-03T19:26:34.7278032+09:00,27.777920,28.277920,30,30,0.039385,-0.049261,0.000629,0.000066,-0.000027,0.026379,0
20260803_192606_449,1,Unspecified,6,2026-08-03T19:26:34.7278032+09:00,2026-08-03T19:26:35.2278032+09:00,28.277920,28.777920,30,30,0.033996,-0.068111,0.000574,0.000044,-0.000109,0.024870,0
20260803_192606_449,1,Unspecified,7,2026-08-03T19:26:35.2278032+09:00,2026-08-03T19:26:35.7278032+09:00,28.777920,29.277920,30,30,0.006406,-0.060238,0.000024,0.000017,-0.000018,0.006388,0
20260803_192606_449,1,Unspecified,8,2026-08-03T19:26:35.7278032+09:00,2026-08-03T19:26:36.2278032+09:00,29.277920,29.777920,30,30,0.003701,-0.057856,0.000004,0.000005,-0.000004,0.003045,0
20260803_192606_449,1,Unspecified,9,2026-08-03T19:26:36.2278032+09:00,2026-08-03T19:26:36.7278032+09:00,29.777920,30.277920,30,30,-0.012174,-0.043153,0.000573,0.000388,-0.000467,0.031003,0
20260803_192606_449,1,Unspecified,10,2026-08-03T19:26:36.7278032+09:00,2026-08-03T19:26:37.2278032+09:00,30.277920,30.777920,30,30,-0.020200,-0.032683,0.000082,0.000050,-0.000060,0.011479,0
20260803_192606_449,1,Unspecified,11,2026-08-03T19:26:37.2278032+09:00,2026-08-03T19:26:37.7278032+09:00,30.777920,31.277920,30,30,0.000712,-0.102363,0.000085,0.004518,-0.000160,0.067847,0
20260803_192606_449,1,Unspecified,12,2026-08-03T19:26:37.7278032+09:00,2026-08-03T19:26:38.2278032+09:00,31.277920,31.777920,30,30,0.012163,-0.062306,0.000052,0.000270,0.000104,0.017951,0
20260803_192606_449,1,Unspecified,13,2026-08-03T19:26:38.2278032+09:00,2026-08-03T19:26:38.7278032+09:00,31.777920,32.277920,30,30,0.017095,-0.053951,0.000006,0.000005,-0.000002,0.003372,0
20260803_192606_449,1,Unspecified,14,2026-08-03T19:26:38.7278032+09:00,2026-08-03T19:26:39.2278032+09:00,32.277920,32.777920,30,30,0.010947,-0.055765,0.000004,0.000001,0.000000,0.002331,0
20260803_192606_449,1,Unspecified,15,2026-08-03T19:26:39.2278032+09:00,2026-08-03T19:26:39.7278032+09:00,32.777920,33.277920,30,30,0.020844,-0.057937,0.000108,0.000390,-0.000060,0.022309,0
