SessionId,RecordingId,Condition,AbsTime,ElapsedSec,EventType,Details
20260810_154114_079,1,Unspecified,2026-08-10T15:41:52.0551292+09:00,37.976445,SessionCreated,
20260810_154114_079,1,Unspecified,2026-08-10T15:41:52.0571292+09:00,37.977749,RecordingStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:42:22.6161292+09:00,68.536876,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:42:25.6211292+09:00,71.541724,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:43:25.6251292+09:00,131.546499,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:43:28.6331292+09:00,134.553610,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:44:28.6501292+09:00,194.571261,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:44:31.6571292+09:00,197.578347,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:45:31.6621292+09:00,257.582843,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:45:34.6691292+09:00,260.589600,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:46:34.6731292+09:00,320.594404,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:46:37.6801292+09:00,323.600774,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:47:37.6851292+09:00,383.605711,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:47:40.6911292+09:00,386.612389,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:48:40.6971292+09:00,446.617718,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:48:43.7021292+09:00,449.623381,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:49:43.7071292+09:00,509.628212,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:49:46.7141292+09:00,512.635289,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:50:46.7191292+09:00,572.639802,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:50:49.7251292+09:00,575.646415,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:51:49.7311292+09:00,635.651683,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:51:52.7371292+09:00,638.658038,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:52:52.7411292+09:00,698.662156,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:52:55.7481292+09:00,701.669384,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:53:55.7661292+09:00,761.687301,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:53:58.7731292+09:00,764.693903,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:54:58.7781292+09:00,824.699195,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:55:01.7851292+09:00,827.705846,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:56:01.7891292+09:00,887.710463,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:56:04.7961292+09:00,890.716890,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:57:04.8011292+09:00,950.721786,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:57:07.8081292+09:00,953.728611,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:58:07.8121292+09:00,1013.733268,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:58:10.8191292+09:00,1016.739691,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T15:59:10.8241292+09:00,1076.744780,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T15:59:13.8301292+09:00,1079.751437,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T16:00:13.8351292+09:00,1139.755915,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T16:00:16.8421292+09:00,1142.762518,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T16:01:16.8471292+09:00,1202.767595,DisturbanceStart,
20260810_154114_079,1,Unspecified,2026-08-10T16:01:19.8531292+09:00,1205.774068,DisturbanceEnd,
20260810_154114_079,1,Unspecified,2026-08-10T16:01:59.5861292+09:00,1245.506593,RecordingStop,
