SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260806_152143_137,1,Unspecified,Blink,1,2026-08-06T15:22:59.3649110+09:00,2026-08-06T15:22:59.3789110+09:00,76.227046,76.240861,13.815,157,158,0.889535,0.510352,0,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,2,2026-08-06T15:23:06.7299110+09:00,2026-08-06T15:23:06.8409110+09:00,83.591712,83.703060,111.348,599,606,0.923659,0.610359,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,3,2026-08-06T15:23:06.9249110+09:00,2026-08-06T15:23:06.9939110+09:00,83.786678,83.856126,69.448,611,615,0.887379,0.630814,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,4,2026-08-06T15:23:09.0269110+09:00,2026-08-06T15:23:09.1099110+09:00,85.888916,85.972453,83.537,737,742,0.517726,0.352635,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,5,2026-08-06T15:23:09.2909110+09:00,2026-08-06T15:23:09.3329110+09:00,86.153439,86.195214,41.775,753,755,0.819621,0.592119,0,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,6,2026-08-06T15:23:13.6489110+09:00,2026-08-06T15:23:13.7049110+09:00,90.510926,90.566565,55.639,1014,1018,0.637316,0.539356,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,7,2026-08-06T15:23:16.6699110+09:00,2026-08-06T15:23:16.7399110+09:00,93.532340,93.601957,69.616,1196,1200,0.522739,0.276750,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,8,2026-08-06T15:23:16.8649110+09:00,2026-08-06T15:23:16.9489110+09:00,93.727254,93.810718,83.464,1207,1212,0.643498,0.326521,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,9,2026-08-06T15:23:17.0879110+09:00,2026-08-06T15:23:17.1579110+09:00,93.949985,94.019605,69.620,1221,1225,0.721083,0.478363,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,10,2026-08-06T15:23:19.3989110+09:00,2026-08-06T15:23:19.6769110+09:00,96.260895,96.539327,278.431,1359,1376,0.931429,0.576810,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,11,2026-08-06T15:23:25.4129110+09:00,2026-08-06T15:23:25.4829110+09:00,102.274865,102.344537,69.671,1720,1724,0.528007,0.347956,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,12,2026-08-06T15:23:25.6079110+09:00,2026-08-06T15:23:25.6909110+09:00,102.469901,102.553332,83.431,1732,1737,0.693180,0.461355,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,13,2026-08-06T15:23:35.1149110+09:00,2026-08-06T15:23:35.1289110+09:00,111.977488,111.991486,13.998,2302,2303,0.642774,0.394478,0,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,14,2026-08-06T15:23:35.3379110+09:00,2026-08-06T15:23:35.3799110+09:00,112.200285,112.242065,41.780,2316,2318,0.654217,0.500942,0,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,15,2026-08-06T15:23:36.8829110+09:00,2026-08-06T15:23:36.9809110+09:00,113.745498,113.842967,97.469,2408,2414,0.612459,0.263263,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,16,2026-08-06T15:23:37.0919110+09:00,2026-08-06T15:23:37.5099110+09:00,113.954254,114.371991,417.737,2421,2446,0.991049,0.732383,1,0,EyesOpened
20260806_152143_137,1,Unspecified,Blink,17,2026-08-06T15:23:39.3759110+09:00,2026-08-06T15:23:39.4449110+09:00,116.237743,116.307367,69.623,2558,2562,0.691133,0.580543,1,0,EyesOpened
