FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 17:48:31.146,0.0006,0.0000,-0.0001,0.0270,-0.0531,0
1,0,0,2026-06-17 17:48:31.155,0.0013,0.0001,-0.0002,0.0274,-0.0533,0
2,0,0,2026-06-17 17:48:31.178,0.0025,0.0002,-0.0008,0.0272,-0.0514,0
3,0,0,2026-06-17 17:48:31.200,0.0039,0.0003,-0.0019,0.0250,-0.0503,0
4,0,0,2026-06-17 17:48:31.211,0.0048,0.0004,-0.0025,0.0215,-0.0522,0
5,0,0,2026-06-17 17:48:31.233,0.0066,0.0009,-0.0040,0.0208,-0.0513,0
6,0,0,2026-06-17 17:48:31.244,0.0075,0.0012,-0.0049,0.0207,-0.0513,0
7,0,0,2026-06-17 17:48:31.256,0.0086,0.0016,-0.0059,0.0188,-0.0511,0
8,0,0,2026-06-17 17:48:31.277,0.0108,0.0024,-0.0083,0.0186,-0.0465,0
9,0,0,2026-06-17 17:48:31.289,0.0119,0.0028,-0.0098,0.0184,-0.0465,0
10,0,0,2026-06-17 17:48:31.311,0.0143,0.0038,-0.0125,0.0151,-0.0452,0
11,0,0,2026-06-17 17:48:31.333,0.0173,0.0049,-0.0167,0.0152,-0.0426,0
12,0,0,2026-06-17 17:48:31.344,0.0182,0.0052,-0.0184,0.0139,-0.0428,0
13,0,0,2026-06-17 17:48:31.356,0.0197,0.0058,-0.0209,0.0139,-0.0427,0
14,0,0,2026-06-17 17:48:31.378,0.0221,0.0067,-0.0255,0.0141,-0.0425,0
15,0,0,2026-06-17 17:48:31.400,0.0249,0.0080,-0.0310,0.0152,-0.0402,0
16,0,0,2026-06-17 17:48:31.412,0.0263,0.0087,-0.0338,0.0141,-0.0399,0
17,0,0,2026-06-17 17:48:31.434,0.0292,0.0102,-0.0395,0.0143,-0.0394,0
18,0,0,2026-06-17 17:48:31.445,0.0308,0.0109,-0.0425,0.0145,-0.0394,0
19,0,0,2026-06-17 17:48:31.456,0.0321,0.0116,-0.0456,0.0147,-0.0394,0
20,0,0,2026-06-17 17:48:31.478,0.0350,0.0128,-0.0521,0.0141,-0.0392,0
21,0,0,2026-06-17 17:48:31.489,0.0364,0.0135,-0.0557,0.0142,-0.0393,0
22,0,0,2026-06-17 17:48:31.512,0.0394,0.0151,-0.0627,0.0143,-0.0393,0
23,0,0,2026-06-17 17:48:31.523,0.0409,0.0158,-0.0662,0.0148,-0.0433,0
24,0,0,2026-06-17 17:48:31.544,0.0440,0.0169,-0.0734,0.0146,-0.0431,0
25,0,0,2026-06-17 17:48:31.567,0.0470,0.0180,-0.0807,0.0138,-0.0435,0
26,0,0,2026-06-17 17:48:31.578,0.0487,0.0185,-0.0844,0.0139,-0.0433,0
27,0,0,2026-06-17 17:48:31.589,0.0501,0.0190,-0.0881,0.0139,-0.0432,0
28,0,0,2026-06-17 17:48:31.611,0.0529,0.0196,-0.0953,0.0178,-0.0432,0
29,0,0,2026-06-17 17:48:31.623,0.0542,0.0197,-0.0988,0.0177,-0.0432,0
30,0,0,2026-06-17 17:48:31.644,0.0568,0.0196,-0.1059,0.0180,-0.0458,0
31,0,0,2026-06-17 17:48:31.656,0.0583,0.0200,-0.1096,0.0177,-0.0457,0
32,0,0,2026-06-17 17:48:31.677,0.0612,0.0205,-0.1165,0.0174,-0.0456,0
33,0,0,2026-06-17 17:48:31.700,0.0636,0.0203,-0.1233,0.0191,-0.0522,0
34,0,0,2026-06-17 17:48:31.712,0.0649,0.0202,-0.1266,0.0189,-0.0522,0
35,0,0,2026-06-17 17:48:31.734,0.0676,0.0199,-0.1324,0.0184,-0.0585,0
36,0,0,2026-06-17 17:48:31.745,0.0691,0.0198,-0.1353,0.0179,-0.0629,0
37,0,0,2026-06-17 17:48:31.755,0.0703,0.0196,-0.1381,0.0174,-0.0718,0
38,0,0,2026-06-17 17:48:31.778,0.0727,0.0186,-0.1438,0.0129,-0.0731,0
39,0,0,2026-06-17 17:48:31.788,0.0737,0.0180,-0.1465,0.0006,-0.0722,1
40,0,0,2026-06-17 17:48:31.812,0.0757,0.0173,-0.1516,-0.0121,-0.0715,1
41,0,0,2026-06-17 17:48:31.823,0.0768,0.0171,-0.1538,-0.0099,-0.0718,1
42,0,0,2026-06-17 17:48:31.844,0.0786,0.0165,-0.1584,-0.0103,-0.0740,1
43,0,0,2026-06-17 17:48:31.856,0.0793,0.0167,-0.1606,-0.0099,-0.0743,1
44,0,0,2026-06-17 17:48:31.877,0.0808,0.0178,-0.1640,-0.0093,-0.0743,1
45,0,0,2026-06-17 17:48:31.888,0.0815,0.0182,-0.1657,-0.0122,-0.0698,1
46,0,0,2026-06-17 17:48:31.911,0.0829,0.0186,-0.1695,-0.0248,-0.0498,1
47,0,0,2026-06-17 17:48:31.923,0.0835,0.0189,-0.1713,0.0123,0.0015,1
48,0,0,2026-06-17 17:48:31.945,0.0843,0.0191,-0.1750,0.0125,0.0015,1
49,0,0,2026-06-17 17:48:31.955,0.0847,0.0192,-0.1768,0.0125,0.0016,0
50,0,0,2026-06-17 17:48:31.978,0.0854,0.0189,-0.1802,0.0124,0.0016,0
51,0,0,2026-06-17 17:48:31.989,0.0858,0.0189,-0.1818,0.0181,-0.0545,0
52,0,0,2026-06-17 17:48:32.012,0.0863,0.0187,-0.1848,0.0180,-0.0547,0
53,0,0,2026-06-17 17:48:32.022,0.0865,0.0186,-0.1863,0.0152,-0.0546,0
54,0,0,2026-06-17 17:48:32.045,0.0866,0.0187,-0.1890,0.0147,-0.0584,0
55,0,0,2026-06-17 17:48:32.056,0.0866,0.0187,-0.1902,0.0146,-0.0618,0
56,0,0,2026-06-17 17:48:32.078,0.0864,0.0186,-0.1927,0.0147,-0.0618,0
57,0,0,2026-06-17 17:48:32.089,0.0862,0.0184,-0.1940,0.0148,-0.0599,0
58,0,0,2026-06-17 17:48:32.112,0.0857,0.0180,-0.1966,0.0148,-0.0605,0
59,0,0,2026-06-17 17:48:32.123,0.0853,0.0179,-0.1978,0.0159,-0.0587,0
60,0,0,2026-06-17 17:48:32.145,0.0846,0.0177,-0.2002,0.0148,-0.0583,0
61,0,0,2026-06-17 17:48:32.156,0.0842,0.0176,-0.2013,0.0148,-0.0583,0
62,0,0,2026-06-17 17:48:32.178,0.0834,0.0174,-0.2032,0.0148,-0.0583,0
63,0,0,2026-06-17 17:48:32.189,0.0830,0.0175,-0.2042,0.0173,-0.0583,0
64,0,0,2026-06-17 17:48:32.211,0.0823,0.0180,-0.2058,0.0173,-0.0589,0
65,0,0,2026-06-17 17:48:32.223,0.0820,0.0185,-0.2063,0.0175,-0.0589,0
66,0,0,2026-06-17 17:48:32.245,0.0811,0.0193,-0.2074,0.0161,-0.0590,0
67,0,0,2026-06-17 17:48:32.256,0.0806,0.0195,-0.2079,0.0163,-0.0591,0
68,0,0,2026-06-17 17:48:32.278,0.0798,0.0198,-0.2090,0.0207,-0.0561,0
69,0,1,2026-06-17 17:48:32.290,0.0793,0.0199,-0.2094,0.0208,-0.0562,0
70,0,1,2026-06-17 17:48:32.312,0.0780,0.0203,-0.2103,0.0208,-0.0580,0
71,0,1,2026-06-17 17:48:32.322,0.0773,0.0203,-0.2108,0.0208,-0.0580,0
72,0,1,2026-06-17 17:48:32.345,0.0761,0.0203,-0.2117,0.0209,-0.0595,0
73,0,1,2026-06-17 17:48:32.356,0.0753,0.0202,-0.2121,0.0206,-0.0612,0
74,0,1,2026-06-17 17:48:32.378,0.0739,0.0199,-0.2130,0.0187,-0.0643,0
75,0,1,2026-06-17 17:48:32.389,0.0731,0.0197,-0.2135,0.0186,-0.0672,0
76,0,1,2026-06-17 17:48:32.411,0.0716,0.0198,-0.2142,-0.0128,-0.0797,0
77,0,1,2026-06-17 17:48:32.423,0.0708,0.0198,-0.2145,-0.0127,-0.0796,0
78,0,1,2026-06-17 17:48:32.445,0.0696,0.0200,-0.2148,-0.0129,-0.0866,1
79,0,1,2026-06-17 17:48:32.456,0.0690,0.0202,-0.2149,-0.0054,-0.0855,1
80,0,1,2026-06-17 17:48:32.478,0.0679,0.0206,-0.2151,0.0009,-0.0793,1
81,0,1,2026-06-17 17:48:32.490,0.0673,0.0207,-0.2152,0.0010,-0.0794,1
82,0,1,2026-06-17 17:48:32.511,0.0663,0.0211,-0.2153,0.0065,-0.0796,1
83,0,1,2026-06-17 17:48:32.523,0.0660,0.0213,-0.2154,0.0066,-0.0797,1
84,0,1,2026-06-17 17:48:32.544,0.0652,0.0218,-0.2155,-0.0124,-0.0826,1
85,0,1,2026-06-17 17:48:32.556,0.0650,0.0218,-0.2155,-0.0124,-0.0827,1
86,0,1,2026-06-17 17:48:32.579,0.0644,0.0217,-0.2157,-0.0076,-0.0689,1
87,0,1,2026-06-17 17:48:32.589,0.0641,0.0216,-0.2159,-0.0076,-0.0689,1
88,0,1,2026-06-17 17:48:32.612,0.0637,0.0216,-0.2161,-0.0076,-0.0659,1
89,0,1,2026-06-17 17:48:32.623,0.0635,0.0216,-0.2162,0.0143,-0.0820,1
90,0,1,2026-06-17 17:48:32.645,0.0634,0.0218,-0.2159,0.0250,-0.0729,1
91,0,1,2026-06-17 17:48:32.656,0.0631,0.0218,-0.2159,0.0250,-0.0729,1
92,0,1,2026-06-17 17:48:32.678,0.0631,0.0219,-0.2158,-0.0060,-0.0593,1
93,0,1,2026-06-17 17:48:32.689,0.0631,0.0220,-0.2157,-0.0004,-0.0596,1
94,0,1,2026-06-17 17:48:32.712,0.0631,0.0221,-0.2154,-0.0004,-0.0595,1
95,0,1,2026-06-17 17:48:32.724,0.0631,0.0221,-0.2152,-0.0005,-0.0596,1
96,0,1,2026-06-17 17:48:32.746,0.0632,0.0222,-0.2149,0.0082,-0.0633,1
97,0,1,2026-06-17 17:48:32.757,0.0632,0.0222,-0.2147,0.0081,-0.0633,1
