SessionId,RecordingId,Condition,AbsTime,ElapsedSec,EventType,Details
20260821_122825_850,1,Unspecified,2026-08-21T12:28:34.0000242+09:00,8.149565,SessionCreated,
20260821_122825_850,1,Unspecified,2026-08-21T12:28:34.0010242+09:00,8.150643,RecordingStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:29:31.5180242+09:00,65.667737,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:29:34.5310242+09:00,68.680732,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:30:34.5350242+09:00,128.685324,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:30:37.5480242+09:00,131.698386,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:31:37.5530242+09:00,191.702632,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:31:40.5650242+09:00,194.715168,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:32:40.5690242+09:00,254.719393,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:32:43.5830242+09:00,257.732789,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:33:43.5870242+09:00,317.736756,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:33:46.5990242+09:00,320.749474,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:34:46.6040242+09:00,380.754272,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:34:49.6170242+09:00,383.767070,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:35:49.6210242+09:00,443.770664,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:35:52.6200242+09:00,446.770437,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:36:52.6240242+09:00,506.773963,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:36:55.6380242+09:00,509.787602,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:37:55.6420242+09:00,569.792135,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:37:58.6550242+09:00,572.804695,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:38:58.6590242+09:00,632.808946,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:39:01.6720242+09:00,635.822204,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:40:01.6760242+09:00,695.826281,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:40:04.6890242+09:00,698.839458,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:41:04.6920242+09:00,758.842330,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:41:07.7060242+09:00,761.855523,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:42:07.7110242+09:00,821.861031,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:42:10.7230242+09:00,824.873357,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:43:10.7280242+09:00,884.877897,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:43:13.7410242+09:00,887.890645,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:44:13.7450242+09:00,947.895374,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:44:16.7580242+09:00,950.908071,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:45:16.7630242+09:00,1010.912861,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:45:19.7760242+09:00,1013.925803,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:46:19.7800242+09:00,1073.929853,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:46:22.7930242+09:00,1076.942851,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:47:22.7970242+09:00,1136.947445,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:47:25.8100242+09:00,1139.960475,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:48:25.8150242+09:00,1199.964539,DisturbanceStart,
20260821_122825_850,1,Unspecified,2026-08-21T12:48:28.8280242+09:00,1202.977502,DisturbanceEnd,
20260821_122825_850,1,Unspecified,2026-08-21T12:48:58.4270242+09:00,1232.577348,RecordingStop,
