FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-19 14:35:05.098,0.0000,0.0000,0.0000,0.1844,-0.0856,0
1,0,0,2026-06-19 14:35:05.108,0.0001,0.0000,0.0000,0.1843,-0.0853,0
2,0,0,2026-06-19 14:35:05.131,0.0002,0.0000,0.0000,0.1842,-0.0850,0
3,0,0,2026-06-19 14:35:05.152,0.0005,0.0002,0.0002,0.1843,-0.0860,0
4,0,0,2026-06-19 14:35:05.163,0.0006,0.0003,0.0004,0.1843,-0.0858,0
5,0,0,2026-06-19 14:35:05.185,0.0009,0.0004,0.0007,0.1897,-0.0861,0
6,0,0,2026-06-19 14:35:05.197,0.0010,0.0003,0.0008,0.1897,-0.0860,0
7,0,0,2026-06-19 14:35:05.219,0.0013,0.0002,0.0009,0.1897,-0.0861,0
8,0,0,2026-06-19 14:35:05.230,0.0015,0.0000,0.0010,0.1873,-0.0899,0
9,0,0,2026-06-19 14:35:05.253,0.0019,-0.0001,0.0012,0.1926,-0.0884,0
10,0,0,2026-06-19 14:35:05.263,0.0021,-0.0002,0.0013,0.1926,-0.0882,0
11,0,0,2026-06-19 14:35:05.285,0.0028,-0.0005,0.0014,0.2729,-0.0531,0
12,0,0,2026-06-19 14:35:05.297,0.0032,-0.0007,0.0014,0.2730,-0.0531,0
13,0,0,2026-06-19 14:35:05.318,0.0038,-0.0009,0.0013,0.3100,-0.0477,0
14,0,0,2026-06-19 14:35:05.330,0.0042,-0.0011,0.0013,0.3109,-0.0478,0
15,0,0,2026-06-19 14:35:05.352,0.0050,-0.0014,0.0013,0.3256,-0.0481,0
16,0,0,2026-06-19 14:35:05.363,0.0055,-0.0016,0.0012,0.3256,-0.0480,0
17,0,0,2026-06-19 14:35:05.386,0.0064,-0.0019,0.0009,0.3372,-0.0441,0
18,0,0,2026-06-19 14:35:05.396,0.0067,-0.0019,0.0008,0.3372,-0.0442,0
19,0,0,2026-06-19 14:35:05.418,0.0076,-0.0020,0.0004,0.3355,-0.1090,0
20,0,0,2026-06-19 14:35:05.430,0.0080,-0.0021,0.0002,0.3356,-0.1090,0
