SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260821_170411_847,1,Unspecified,0,2026-08-21T17:05:26.1904105+09:00,2026-08-21T17:05:26.6904105+09:00,74.342781,74.842781,30,30,-0.160711,-0.048871,0.000605,0.000407,0.000335,0.031806,0
20260821_170411_847,1,Unspecified,1,2026-08-21T17:05:26.6904105+09:00,2026-08-21T17:05:27.1904105+09:00,74.842781,75.342781,30,30,-0.096282,-0.056994,0.000087,0.000501,-0.000023,0.024246,0
20260821_170411_847,1,Unspecified,2,2026-08-21T17:05:27.1904105+09:00,2026-08-21T17:05:27.6904105+09:00,75.342781,75.842781,30,30,-0.066768,-0.105419,0.001652,0.007610,-0.003414,0.096242,0
20260821_170411_847,1,Unspecified,3,2026-08-21T17:05:27.6904105+09:00,2026-08-21T17:05:28.1904105+09:00,75.842781,76.342781,30,30,0.004921,-0.239635,0.000427,0.000317,-0.000138,0.027279,0
20260821_170411_847,1,Unspecified,4,2026-08-21T17:05:28.1904105+09:00,2026-08-21T17:05:28.6904105+09:00,76.342781,76.842781,30,30,-0.062454,-0.267823,0.000180,0.002332,0.000243,0.050120,0
20260821_170411_847,1,Unspecified,5,2026-08-21T17:05:28.6904105+09:00,2026-08-21T17:05:29.1904105+09:00,76.842781,77.342781,30,30,-0.100174,0.007674,0.000367,0.000632,-0.000402,0.031603,0
20260821_170411_847,1,Unspecified,6,2026-08-21T17:05:29.1904105+09:00,2026-08-21T17:05:29.6904105+09:00,77.342781,77.842781,30,30,-0.115666,0.012321,0.000002,0.000014,0.000001,0.004013,0
20260821_170411_847,1,Unspecified,7,2026-08-21T17:05:29.6904105+09:00,2026-08-21T17:05:30.1904105+09:00,77.842781,78.342781,30,30,-0.148562,-0.021272,0.000556,0.000554,0.000522,0.033323,0
20260821_170411_847,1,Unspecified,8,2026-08-21T17:05:30.1904105+09:00,2026-08-21T17:05:30.6904105+09:00,78.342781,78.842781,30,30,-0.125960,-0.029405,0.000826,0.000361,-0.000045,0.034441,0
20260821_170411_847,1,Unspecified,9,2026-08-21T17:05:30.6904105+09:00,2026-08-21T17:05:31.1904105+09:00,78.842781,79.342781,30,30,-0.119403,-0.025153,0.000723,0.000656,0.000071,0.037138,0
