FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-19 15:09:29.200,0.0002,-0.0003,-0.0003,0.0561,-0.0123,0
1,0,0,2026-06-19 15:09:29.209,0.0004,-0.0005,-0.0006,0.0558,-0.0121,0
2,0,0,2026-06-19 15:09:29.232,0.0008,-0.0009,-0.0013,0.0564,-0.0084,0
3,0,0,2026-06-19 15:09:29.243,0.0009,-0.0011,-0.0016,0.0567,-0.0067,0
4,0,0,2026-06-19 15:09:29.265,0.0011,-0.0014,-0.0022,0.0610,-0.0064,0
5,0,0,2026-06-19 15:09:29.277,0.0012,-0.0014,-0.0025,0.0608,-0.0062,0
6,0,0,2026-06-19 15:09:29.298,0.0013,-0.0014,-0.0029,0.0914,-0.0341,0
7,0,0,2026-06-19 15:09:29.310,0.0013,-0.0014,-0.0032,0.0915,-0.0342,0
8,0,0,2026-06-19 15:09:29.332,0.0013,-0.0014,-0.0036,0.0964,-0.0125,1
9,0,0,2026-06-19 15:09:29.344,0.0013,-0.0014,-0.0038,0.0964,-0.0125,1
10,0,0,2026-06-19 15:09:29.365,0.0014,-0.0016,-0.0043,0.0609,-0.0545,0
11,0,0,2026-06-19 15:09:29.376,0.0013,-0.0019,-0.0044,0.0600,-0.0613,0
12,0,0,2026-06-19 15:09:29.399,0.0012,-0.0023,-0.0047,0.0552,-0.0614,0
13,0,0,2026-06-19 15:09:29.410,0.0012,-0.0024,-0.0048,0.0540,-0.0531,0
14,0,0,2026-06-19 15:09:29.433,0.0011,-0.0026,-0.0052,0.0545,-0.0479,0
15,0,0,2026-06-19 15:09:29.444,0.0011,-0.0027,-0.0053,0.0544,-0.0479,0
16,0,0,2026-06-19 15:09:29.465,0.0010,-0.0031,-0.0055,0.0538,-0.0431,0
17,0,0,2026-06-19 15:09:29.477,0.0010,-0.0033,-0.0057,0.0538,-0.0431,0
18,0,0,2026-06-19 15:09:29.498,0.0009,-0.0037,-0.0059,0.0518,-0.0423,0
19,0,0,2026-06-19 15:09:29.510,0.0009,-0.0038,-0.0060,0.0519,-0.0424,0
20,0,0,2026-06-19 15:09:29.533,0.0008,-0.0039,-0.0063,0.0508,-0.0392,0
21,0,0,2026-06-19 15:09:29.544,0.0008,-0.0039,-0.0065,0.0508,-0.0388,0
22,0,0,2026-06-19 15:09:29.566,0.0009,-0.0038,-0.0068,0.0508,-0.0388,0
23,0,0,2026-06-19 15:09:29.577,0.0009,-0.0038,-0.0069,0.0517,-0.0411,0
24,0,0,2026-06-19 15:09:29.599,0.0009,-0.0036,-0.0071,0.0497,-0.0397,0
25,0,0,2026-06-19 15:09:29.610,0.0009,-0.0035,-0.0072,0.0497,-0.0397,0
26,0,0,2026-06-19 15:09:29.633,0.0010,-0.0034,-0.0073,0.0507,-0.0329,0
27,0,0,2026-06-19 15:09:29.644,0.0010,-0.0033,-0.0073,0.0508,-0.0330,0
28,0,0,2026-06-19 15:09:29.665,0.0010,-0.0030,-0.0073,0.0512,-0.0385,0
29,0,0,2026-06-19 15:09:29.677,0.0011,-0.0029,-0.0073,0.0512,-0.0385,0
30,0,0,2026-06-19 15:09:29.700,0.0011,-0.0028,-0.0072,0.0513,-0.0385,0
31,0,0,2026-06-19 15:09:29.710,0.0011,-0.0027,-0.0070,0.0511,-0.0425,0
32,0,0,2026-06-19 15:09:29.733,0.0010,-0.0027,-0.0069,0.0484,-0.0372,0
33,0,0,2026-06-19 15:09:29.744,0.0010,-0.0028,-0.0068,0.0484,-0.0372,0
34,0,0,2026-06-19 15:09:29.765,0.0009,-0.0029,-0.0066,0.0486,-0.0426,0
35,0,0,2026-06-19 15:09:29.778,0.0008,-0.0030,-0.0065,0.0487,-0.0426,0
36,0,0,2026-06-19 15:09:29.799,0.0006,-0.0032,-0.0064,0.0487,-0.0439,0
37,0,0,2026-06-19 15:09:29.810,0.0005,-0.0033,-0.0063,0.0487,-0.0439,0
38,0,0,2026-06-19 15:09:29.833,0.0002,-0.0034,-0.0062,0.0481,-0.0439,0
39,0,0,2026-06-19 15:09:29.844,0.0001,-0.0035,-0.0062,0.0481,-0.0440,0
40,0,0,2026-06-19 15:09:29.867,-0.0001,-0.0035,-0.0062,0.0460,-0.0449,0
41,0,0,2026-06-19 15:09:29.877,-0.0002,-0.0036,-0.0062,0.0494,-0.0448,0
42,0,0,2026-06-19 15:09:29.898,-0.0003,-0.0035,-0.0062,0.0504,-0.0446,0
43,0,0,2026-06-19 15:09:29.911,-0.0004,-0.0034,-0.0062,0.0508,-0.0372,0
44,0,0,2026-06-19 15:09:29.933,-0.0005,-0.0034,-0.0062,0.0509,-0.0361,0
45,0,0,2026-06-19 15:09:29.944,-0.0005,-0.0033,-0.0062,0.0500,-0.0416,0
46,0,0,2026-06-19 15:09:29.965,-0.0006,-0.0033,-0.0062,0.0509,-0.0364,0
47,0,0,2026-06-19 15:09:29.978,-0.0007,-0.0033,-0.0062,0.0501,-0.0416,0
48,0,0,2026-06-19 15:09:29.999,-0.0007,-0.0032,-0.0062,0.0501,-0.0379,0
49,0,0,2026-06-19 15:09:30.011,-0.0007,-0.0032,-0.0061,0.0502,-0.0379,0
50,0,0,2026-06-19 15:09:30.033,-0.0007,-0.0031,-0.0061,0.0505,-0.0449,0
