SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260810_165313_016,1,Unspecified,0,2026-08-10T16:54:06.0725022+09:00,2026-08-10T16:54:06.5725022+09:00,53.056056,53.556056,30,30,0.004441,-0.045317,0.000191,0.000137,0.000129,0.018108,0
20260810_165313_016,1,Unspecified,1,2026-08-10T16:54:06.5725022+09:00,2026-08-10T16:54:07.0725022+09:00,53.556056,54.056056,30,30,-0.030427,-0.136243,0.000050,0.010872,0.000651,0.104509,0
20260810_165313_016,1,Unspecified,2,2026-08-10T16:54:07.0725022+09:00,2026-08-10T16:54:07.5725022+09:00,54.056056,54.556056,30,30,0.015981,-0.003972,0.000406,0.000052,0.000125,0.021394,0
20260810_165313_016,1,Unspecified,3,2026-08-10T16:54:07.5725022+09:00,2026-08-10T16:54:08.0725022+09:00,54.556056,55.056056,30,30,-0.014297,0.003954,0.000667,0.000143,0.000078,0.028464,0
20260810_165313_016,1,Unspecified,4,2026-08-10T16:54:08.0725022+09:00,2026-08-10T16:54:08.5725022+09:00,55.056056,55.556056,30,30,0.014774,0.021678,0.000017,0.000034,-0.000006,0.007142,0
20260810_165313_016,1,Unspecified,5,2026-08-10T16:54:08.5725022+09:00,2026-08-10T16:54:09.0725022+09:00,55.556056,56.056056,30,30,0.014618,0.019566,0.000018,0.000006,0.000003,0.004828,0
20260810_165313_016,1,Unspecified,6,2026-08-10T16:54:09.0725022+09:00,2026-08-10T16:54:09.5725022+09:00,56.056056,56.556056,30,30,-0.002438,0.012166,0.000010,0.000106,0.000021,0.010749,0
20260810_165313_016,1,Unspecified,7,2026-08-10T16:54:09.5725022+09:00,2026-08-10T16:54:10.0725022+09:00,56.556056,57.056056,30,30,-0.001521,0.019311,0.000106,0.000133,-0.000039,0.015444,0
20260810_165313_016,1,Unspecified,8,2026-08-10T16:54:10.0725022+09:00,2026-08-10T16:54:10.5725022+09:00,57.056056,57.556056,30,30,0.008064,0.028764,0.000003,0.000104,0.000005,0.010345,0
20260810_165313_016,1,Unspecified,9,2026-08-10T16:54:10.5725022+09:00,2026-08-10T16:54:11.0725022+09:00,57.556056,58.056056,30,30,-0.006593,0.031376,0.000041,0.000013,0.000021,0.007371,0
20260810_165313_016,1,Unspecified,10,2026-08-10T16:54:11.0725022+09:00,2026-08-10T16:54:11.5725022+09:00,58.056056,58.556056,30,30,-0.011779,0.018322,0.000006,0.000003,-0.000002,0.002935,0
20260810_165313_016,1,Unspecified,11,2026-08-10T16:54:11.5725022+09:00,2026-08-10T16:54:12.0725022+09:00,58.556056,59.056056,30,30,0.001548,0.025266,0.000310,0.000107,0.000101,0.020414,0
20260810_165313_016,1,Unspecified,12,2026-08-10T16:54:12.0725022+09:00,2026-08-10T16:54:12.5725022+09:00,59.056056,59.556056,30,30,0.006184,0.034426,0.000132,0.000049,-0.000009,0.013457,0
20260810_165313_016,1,Unspecified,13,2026-08-10T16:54:12.5725022+09:00,2026-08-10T16:54:13.0725022+09:00,59.556056,60.056056,31,31,-0.003831,0.033580,0.000027,0.000030,0.000026,0.007544,0
