SessionId,RecordingId,Condition,WindowIndex,WindowStartAbsTime,WindowEndAbsTime,WindowStartElapsedSec,WindowEndElapsedSec,SampleCount,ValidSampleCount,MeanGazeX,MeanGazeY,VarianceGazeX,VarianceGazeY,CovarianceXY,Dispersion,TrackingFailureCount
20260821_102553_275,1,Unspecified,0,2026-08-21T10:26:02.4019357+09:00,2026-08-21T10:26:02.9019357+09:00,9.126474,9.626474,30,30,-0.046455,-0.182294,0.000066,0.026098,-0.001078,0.161750,0
20260821_102553_275,1,Unspecified,1,2026-08-21T10:26:02.9019357+09:00,2026-08-21T10:26:03.4019357+09:00,9.626474,10.126474,30,30,-0.032664,-0.381424,0.000141,0.000168,-0.000045,0.017571,0
20260821_102553_275,1,Unspecified,2,2026-08-21T10:26:03.4019357+09:00,2026-08-21T10:26:03.9019357+09:00,10.126474,10.626474,30,30,-0.067578,-0.340067,0.000015,0.000187,-0.000028,0.014218,0
20260821_102553_275,1,Unspecified,3,2026-08-21T10:26:03.9019357+09:00,2026-08-21T10:26:04.4019357+09:00,10.626474,11.126474,30,30,-0.066735,-0.158693,0.000078,0.015588,0.000401,0.125165,0
20260821_102553_275,1,Unspecified,4,2026-08-21T10:26:04.4019357+09:00,2026-08-21T10:26:04.9019357+09:00,11.126474,11.626474,30,30,-0.060174,-0.333263,0.000008,0.000011,-0.000001,0.004385,0
20260821_102553_275,1,Unspecified,5,2026-08-21T10:26:04.9019357+09:00,2026-08-21T10:26:05.4019357+09:00,11.626474,12.126474,30,30,-0.035544,-0.234170,0.000137,0.012388,-0.001078,0.111916,0
20260821_102553_275,1,Unspecified,6,2026-08-21T10:26:05.4019357+09:00,2026-08-21T10:26:05.9019357+09:00,12.126474,12.626474,30,30,-0.029715,-0.068629,0.000265,0.000165,-0.000195,0.020750,0
20260821_102553_275,1,Unspecified,7,2026-08-21T10:26:05.9019357+09:00,2026-08-21T10:26:06.4019357+09:00,12.626474,13.126474,30,30,0.027350,-0.116835,0.004437,0.001768,-0.002778,0.078769,0
20260821_102553_275,1,Unspecified,8,2026-08-21T10:26:06.4019357+09:00,2026-08-21T10:26:06.9019357+09:00,13.126474,13.626474,30,30,-0.038253,-0.103015,0.000015,0.002204,0.000145,0.047111,0
20260821_102553_275,1,Unspecified,9,2026-08-21T10:26:06.9019357+09:00,2026-08-21T10:26:07.4019357+09:00,13.626474,14.126474,30,30,-0.110217,-0.255268,0.002508,0.002157,0.001155,0.068298,0
20260821_102553_275,1,Unspecified,10,2026-08-21T10:26:07.4019357+09:00,2026-08-21T10:26:07.9019357+09:00,14.126474,14.626474,30,30,-0.171845,-0.389265,0.001063,0.000039,-0.000060,0.033199,0
20260821_102553_275,1,Unspecified,11,2026-08-21T10:26:07.9019357+09:00,2026-08-21T10:26:08.4019357+09:00,14.626474,15.126474,30,30,-0.044875,-0.266432,0.008271,0.015072,0.011123,0.152784,0
20260821_102553_275,1,Unspecified,12,2026-08-21T10:26:08.4019357+09:00,2026-08-21T10:26:08.9019357+09:00,15.126474,15.626474,30,30,-0.142110,-0.334812,0.003480,0.006075,0.004293,0.097751,0
