FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-16 17:48:25.366,0.0000,0.0000,0.0000,0.0000,0.0000,1
1,0,0,2026-06-16 17:48:25.380,0.0000,0.0000,0.0000,0.0000,0.0000,1
2,0,0,2026-06-16 17:48:25.397,0.0000,0.0000,0.0000,0.0000,0.0000,1
3,0,0,2026-06-16 17:48:25.414,0.0000,0.0000,0.0000,0.0000,0.0000,1
4,0,0,2026-06-16 17:48:25.431,0.0000,0.0000,0.0000,0.0000,0.0000,1
5,0,0,2026-06-16 17:48:25.447,0.0000,0.0000,0.0000,0.0000,0.0000,1
6,0,0,2026-06-16 17:48:25.466,0.0000,0.0000,0.0000,0.0000,0.0000,1
7,0,0,2026-06-16 17:48:25.480,0.0000,0.0000,0.0000,0.0000,0.0000,1
8,0,0,2026-06-16 17:48:25.498,0.0000,0.0000,0.0000,0.0000,0.0000,1
9,0,0,2026-06-16 17:48:25.513,0.0000,0.0000,0.0000,0.0000,0.0000,1
10,0,0,2026-06-16 17:48:25.532,0.0000,0.0000,0.0000,0.0000,0.0000,1
11,0,0,2026-06-16 17:48:25.548,0.0000,0.0000,0.0000,0.0000,0.0000,1
12,0,0,2026-06-16 17:48:25.563,0.0000,0.0000,0.0000,0.0000,0.0000,1
13,0,0,2026-06-16 17:48:25.580,0.0000,0.0000,0.0000,0.0000,0.0000,1
14,0,0,2026-06-16 17:48:25.598,0.0000,0.0000,0.0000,0.0000,0.0000,1
15,0,0,2026-06-16 17:48:25.614,0.0000,0.0000,0.0000,0.0000,0.0000,1
16,0,0,2026-06-16 17:48:25.630,0.0000,0.0000,0.0000,0.0000,0.0000,1
17,0,0,2026-06-16 17:48:25.649,0.0000,0.0000,0.0000,0.0000,0.0000,1
18,0,0,2026-06-16 17:48:25.666,0.0000,0.0000,0.0000,0.0000,0.0000,1
19,0,0,2026-06-16 17:48:25.682,0.0000,0.0000,0.0000,0.0000,0.0000,1
20,0,0,2026-06-16 17:48:25.697,0.0000,0.0000,0.0000,0.0000,0.0000,1
21,0,0,2026-06-16 17:48:25.713,0.0000,0.0000,0.0000,0.0000,0.0000,1
22,0,0,2026-06-16 17:48:25.730,0.0000,0.0000,0.0000,0.0000,0.0000,1
