FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-19 14:26:25.821,0.0003,0.0003,-0.0002,-0.0007,-0.0010,0
1,0,0,2026-06-19 14:26:25.830,0.0005,0.0006,-0.0005,-0.0011,-0.0018,0
2,0,0,2026-06-19 14:26:25.853,0.0010,0.0013,-0.0009,-0.0019,-0.0035,0
3,0,0,2026-06-19 14:26:25.874,0.0014,0.0020,-0.0012,-0.0028,-0.0052,0
4,0,0,2026-06-19 14:26:25.886,0.0016,0.0023,-0.0015,-0.0031,-0.0061,0
5,0,0,2026-06-19 14:26:25.908,0.0021,0.0029,-0.0019,-0.0038,-0.0074,0
6,0,0,2026-06-19 14:26:25.920,0.0024,0.0031,-0.0022,-0.0040,-0.0080,0
7,0,0,2026-06-19 14:26:25.941,0.0030,0.0037,-0.0026,-0.0045,-0.0093,0
8,0,0,2026-06-19 14:26:25.952,0.0033,0.0039,-0.0028,-0.0047,-0.0102,0
9,0,0,2026-06-19 14:26:25.964,0.0036,0.0042,-0.0029,-0.0050,-0.0110,0
10,0,0,2026-06-19 14:26:25.986,0.0040,0.0046,-0.0033,-0.0054,-0.0125,0
11,0,0,2026-06-19 14:26:25.997,0.0043,0.0047,-0.0034,-0.0055,-0.0130,0
12,0,0,2026-06-19 14:26:26.020,0.0047,0.0049,-0.0039,-0.0054,-0.0136,0
13,0,0,2026-06-19 14:26:26.030,0.0048,0.0050,-0.0041,-0.0052,-0.0139,0
14,0,0,2026-06-19 14:26:26.053,0.0051,0.0054,-0.0044,-0.0048,-0.0149,0
15,0,0,2026-06-19 14:26:26.075,0.0055,0.0057,-0.0048,-0.0043,-0.0159,0
16,0,0,2026-06-19 14:26:26.086,0.0056,0.0057,-0.0050,-0.0041,-0.0162,0
17,0,0,2026-06-19 14:26:26.107,0.0060,0.0058,-0.0056,-0.0035,-0.0161,0
18,0,0,2026-06-19 14:26:26.119,0.0061,0.0059,-0.0059,-0.0032,-0.0161,0
19,0,0,2026-06-19 14:26:26.131,0.0063,0.0060,-0.0061,-0.0029,-0.0162,0
20,0,0,2026-06-19 14:26:26.152,0.0065,0.0061,-0.0066,-0.0024,-0.0163,0
21,0,0,2026-06-19 14:26:26.175,0.0069,0.0062,-0.0072,-0.0020,-0.0161,0
