SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260810_145416_755,1,Unspecified,Blink,1,2026-08-10T14:55:42.5647095+09:00,2026-08-10T14:55:42.6757095+09:00,85.808916,85.920310,111.395,50,57,0.904266,0.586678,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,2,2026-08-10T14:55:44.1657095+09:00,2026-08-10T14:55:45.3767095+09:00,87.410129,88.621396,1211.267,146,219,0.717937,0.495681,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,3,2026-08-10T14:55:50.7927095+09:00,2026-08-10T14:55:51.4617095+09:00,94.037292,94.705575,668.283,544,584,0.936034,0.787316,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,4,2026-08-10T14:55:52.1297095+09:00,2026-08-10T14:55:52.4637095+09:00,95.373743,95.708129,334.386,624,644,0.904577,0.602163,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,5,2026-08-10T14:55:53.5077095+09:00,2026-08-10T14:55:53.6057095+09:00,96.752273,96.849582,97.309,707,713,0.865802,0.695112,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,6,2026-08-10T14:55:53.9257095+09:00,2026-08-10T14:55:54.0087095+09:00,97.169894,97.253323,83.429,732,737,0.849986,0.678438,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,7,2026-08-10T14:55:54.7057095+09:00,2026-08-10T14:55:54.8307095+09:00,97.949564,98.074821,125.257,779,786,0.909048,0.526926,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,8,2026-08-10T14:55:56.0977095+09:00,2026-08-10T14:55:56.1817095+09:00,99.342026,99.425503,83.477,862,867,0.873391,0.613812,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,9,2026-08-10T14:55:59.3137095+09:00,2026-08-10T14:55:59.4387095+09:00,102.557585,102.682925,125.340,1055,1063,0.913106,0.737363,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,10,2026-08-10T14:55:59.8977095+09:00,2026-08-10T14:55:59.9817095+09:00,103.142460,103.225972,83.511,1090,1095,0.830053,0.492194,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,11,2026-08-10T14:56:01.4157095+09:00,2026-08-10T14:56:01.5127095+09:00,104.659931,104.757407,97.476,1181,1187,0.857118,0.643623,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,12,2026-08-10T14:56:04.0187095+09:00,2026-08-10T14:56:04.0747095+09:00,107.263374,107.319077,55.703,1338,1341,0.622717,0.330399,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,13,2026-08-10T14:56:04.3397095+09:00,2026-08-10T14:56:04.4087095+09:00,107.583656,107.653226,69.571,1357,1361,0.617839,0.507952,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,14,2026-08-10T14:56:06.4277095+09:00,2026-08-10T14:56:06.5107095+09:00,109.671917,109.755491,83.574,1482,1487,0.690966,0.498080,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,15,2026-08-10T14:56:09.3927095+09:00,2026-08-10T14:56:09.4627095+09:00,112.637362,112.706852,69.491,1660,1664,0.888058,0.674288,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,16,2026-08-10T14:56:11.8437095+09:00,2026-08-10T14:56:11.8997095+09:00,115.087807,115.143602,55.795,1807,1810,0.605060,0.480539,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,17,2026-08-10T14:56:13.4027095+09:00,2026-08-10T14:56:13.5137095+09:00,116.647043,116.758487,111.445,1901,1907,0.741663,0.469687,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,18,2026-08-10T14:56:15.4077095+09:00,2026-08-10T14:56:15.4497095+09:00,118.651816,118.693577,41.760,2021,2023,0.520354,0.388148,0,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,19,2026-08-10T14:56:15.6577095+09:00,2026-08-10T14:56:15.7417095+09:00,118.902487,118.985838,83.351,2036,2041,0.829265,0.556952,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,20,2026-08-10T14:56:17.4257095+09:00,2026-08-10T14:56:17.4957095+09:00,120.670294,120.739997,69.703,2142,2146,0.730784,0.423287,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,21,2026-08-10T14:56:17.9277095+09:00,2026-08-10T14:56:18.0107095+09:00,121.171515,121.255067,83.552,2172,2177,0.894484,0.603329,1,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,22,2026-08-10T14:56:19.7657095+09:00,2026-08-10T14:56:19.7937095+09:00,123.009771,123.037571,27.800,2282,2284,0.529784,0.383594,0,0,EyesOpened
20260810_145416_755,1,Unspecified,Blink,23,2026-08-10T14:56:19.9327095+09:00,2026-08-10T14:56:20.0297095+09:00,123.176770,123.274264,97.493,2292,2298,0.905596,0.748696,1,0,EyesOpened
