SessionId,RecordingId,Condition,EventType,EventId,StartAbsTime,EndAbsTime,StartElapsedSec,EndElapsedSec,DurationMs,StartSampleIndex,EndSampleIndex,MaxClosure,MeanClosure,IsAccepted,TrackingInterrupted,EndReason
20260810_165542_500,1,Unspecified,Blink,1,2026-08-10T16:56:23.3834928+09:00,2026-08-10T16:56:23.4674928+09:00,40.882599,40.966727,84.128,25,30,0.854309,0.400712,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,2,2026-08-10T16:56:26.3904928+09:00,2026-08-10T16:56:26.4464928+09:00,43.890198,43.945661,55.463,206,209,0.687520,0.320775,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,3,2026-08-10T16:56:26.7244928+09:00,2026-08-10T16:56:26.9754928+09:00,44.224277,44.475138,250.861,226,241,0.996436,0.915795,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,4,2026-08-10T16:56:28.2144928+09:00,2026-08-10T16:56:28.4934928+09:00,45.714003,45.992615,278.611,315,332,0.945530,0.597282,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,5,2026-08-10T16:56:28.7014928+09:00,2026-08-10T16:56:28.7574928+09:00,46.201202,46.257149,55.947,344,348,0.839147,0.357882,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,6,2026-08-10T16:56:30.2334928+09:00,2026-08-10T16:56:30.3724928+09:00,47.732750,47.872037,139.287,436,445,0.747604,0.460320,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,7,2026-08-10T16:56:30.4414928+09:00,2026-08-10T16:56:30.5814928+09:00,47.941390,48.080771,139.382,449,457,0.903970,0.648280,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,8,2026-08-10T16:56:32.2794928+09:00,2026-08-10T16:56:32.5304928+09:00,49.779289,50.030038,250.750,559,574,0.929893,0.749874,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,9,2026-08-10T16:56:32.6834928+09:00,2026-08-10T16:56:32.7674928+09:00,50.183073,50.266815,83.742,583,588,0.888334,0.611432,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,10,2026-08-10T16:56:34.2984928+09:00,2026-08-10T16:56:34.3264928+09:00,51.797956,51.825807,27.851,680,682,0.684546,0.522220,0,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,11,2026-08-10T16:56:34.4514928+09:00,2026-08-10T16:56:34.5214928+09:00,51.951253,52.020757,69.504,689,694,0.861611,0.500742,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,12,2026-08-10T16:56:34.7724928+09:00,2026-08-10T16:56:35.0924928+09:00,52.271503,52.591729,320.226,709,728,0.971231,0.775363,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,13,2026-08-10T16:56:36.2474928+09:00,2026-08-10T16:56:36.4144928+09:00,53.747215,53.914151,166.936,797,807,0.961498,0.821639,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,14,2026-08-10T16:56:36.5674928+09:00,2026-08-10T16:56:36.6514928+09:00,54.067442,54.150914,83.472,816,821,0.875893,0.733637,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,15,2026-08-10T16:56:36.9154928+09:00,2026-08-10T16:56:37.0414928+09:00,54.415458,54.540559,125.101,837,845,0.830170,0.566366,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,16,2026-08-10T16:56:38.2664928+09:00,2026-08-10T16:56:38.4054928+09:00,55.765739,55.904972,139.234,918,927,0.865018,0.492140,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,17,2026-08-10T16:56:38.6834928+09:00,2026-08-10T16:56:38.7254928+09:00,56.183319,56.225182,41.863,943,946,0.620874,0.475198,0,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,18,2026-08-10T16:56:40.4244928+09:00,2026-08-10T16:56:40.5634928+09:00,57.923723,58.062810,139.087,1048,1056,0.903717,0.669947,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,19,2026-08-10T16:56:40.8414928+09:00,2026-08-10T16:56:40.9954928+09:00,58.341375,58.494691,153.316,1073,1082,0.913868,0.729928,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,20,2026-08-10T16:56:41.3424928+09:00,2026-08-10T16:56:41.4264928+09:00,58.842456,58.926070,83.613,1103,1108,0.856810,0.726184,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,21,2026-08-10T16:56:42.4414928+09:00,2026-08-10T16:56:42.5674928+09:00,59.941148,60.066701,125.553,1169,1176,0.857662,0.512900,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,22,2026-08-10T16:56:42.9584928+09:00,2026-08-10T16:56:43.0684928+09:00,60.458143,60.567824,109.682,1200,1206,0.921670,0.705455,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,23,2026-08-10T16:56:44.5434928+09:00,2026-08-10T16:56:44.7384928+09:00,62.043293,62.238276,194.983,1295,1307,0.977522,0.835562,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,24,2026-08-10T16:56:45.1284928+09:00,2026-08-10T16:56:45.2254928+09:00,62.628266,62.725492,97.226,1330,1336,0.851954,0.619275,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,25,2026-08-10T16:56:46.3674928+09:00,2026-08-10T16:56:46.4654928+09:00,63.867353,63.964761,97.409,1404,1410,0.887897,0.635691,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,26,2026-08-10T16:56:47.1614928+09:00,2026-08-10T16:56:47.2444928+09:00,64.660910,64.744337,83.427,1452,1457,0.899296,0.745266,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,27,2026-08-10T16:56:48.2754928+09:00,2026-08-10T16:56:48.4144928+09:00,65.774734,65.913947,139.213,1519,1527,0.941666,0.716136,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,28,2026-08-10T16:56:48.4834928+09:00,2026-08-10T16:56:48.6094928+09:00,65.983433,66.108923,125.491,1531,1539,0.918602,0.710562,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,29,2026-08-10T16:56:48.9714928+09:00,2026-08-10T16:56:49.0684928+09:00,66.470915,66.568276,97.361,1561,1566,0.905770,0.692677,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,30,2026-08-10T16:56:50.3504928+09:00,2026-08-10T16:56:50.4334928+09:00,67.849750,67.933331,83.580,1643,1648,0.902260,0.694795,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,31,2026-08-10T16:56:50.7674928+09:00,2026-08-10T16:56:50.8654928+09:00,68.267481,68.364731,97.250,1668,1674,0.934185,0.758116,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,32,2026-08-10T16:56:51.1154928+09:00,2026-08-10T16:56:51.2554928+09:00,68.615492,68.754708,139.216,1689,1698,0.920086,0.680098,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,33,2026-08-10T16:56:52.4104928+09:00,2026-08-10T16:56:52.4804928+09:00,69.910318,69.979940,69.621,1767,1771,0.773448,0.580042,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,34,2026-08-10T16:56:52.7174928+09:00,2026-08-10T16:56:52.8144928+09:00,70.216602,70.314113,97.510,1785,1791,0.760848,0.579099,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,35,2026-08-10T16:56:52.9674928+09:00,2026-08-10T16:56:53.1064928+09:00,70.467317,70.606336,139.019,1800,1809,0.941587,0.808672,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,36,2026-08-10T16:56:54.4714928+09:00,2026-08-10T16:56:54.5984928+09:00,71.971353,72.098473,127.120,1891,1898,0.898553,0.617562,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,37,2026-08-10T16:56:54.6944928+09:00,2026-08-10T16:56:54.8334928+09:00,72.194290,72.332986,138.697,1904,1912,0.951156,0.727895,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,38,2026-08-10T16:56:55.1674928+09:00,2026-08-10T16:56:55.2784928+09:00,72.667020,72.778494,111.474,1932,1939,0.883374,0.684063,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,39,2026-08-10T16:56:56.2394928+09:00,2026-08-10T16:56:56.3514928+09:00,73.739321,73.850637,111.316,1997,2003,0.803836,0.571353,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,40,2026-08-10T16:56:57.2834928+09:00,2026-08-10T16:56:57.4094928+09:00,74.783145,74.908756,125.611,2059,2067,0.827521,0.452148,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,41,2026-08-10T16:56:58.5094928+09:00,2026-08-10T16:56:58.8844928+09:00,76.008632,76.384327,375.695,2133,2155,0.983247,0.844101,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,42,2026-08-10T16:56:59.0384928+09:00,2026-08-10T16:56:59.1494928+09:00,76.537588,76.649009,111.421,2165,2171,0.890953,0.627836,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,43,2026-08-10T16:56:59.3304928+09:00,2026-08-10T16:56:59.4554928+09:00,76.829912,76.955440,125.528,2182,2190,0.926498,0.596569,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,44,2026-08-10T16:57:00.6254928+09:00,2026-08-10T16:57:00.9734928+09:00,78.124683,78.472850,348.167,2260,2281,0.977321,0.751155,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,45,2026-08-10T16:57:01.4464928+09:00,2026-08-10T16:57:01.5574928+09:00,78.945797,79.057241,111.444,2309,2316,0.913064,0.755068,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,46,2026-08-10T16:57:02.3654928+09:00,2026-08-10T16:57:02.4344928+09:00,79.864673,79.934448,69.775,2364,2368,0.837122,0.483477,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,47,2026-08-10T16:57:04.1894928+09:00,2026-08-10T16:57:04.4674928+09:00,81.688685,81.967328,278.643,2474,2490,0.943234,0.750572,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,48,2026-08-10T16:57:04.6764928+09:00,2026-08-10T16:57:04.7454928+09:00,82.176037,82.245393,69.356,2503,2507,0.858957,0.618248,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,49,2026-08-10T16:57:06.3884928+09:00,2026-08-10T16:57:06.5414928+09:00,83.888125,84.041125,153.000,2606,2615,0.923500,0.634897,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,50,2026-08-10T16:57:06.5834928+09:00,2026-08-10T16:57:06.7224928+09:00,84.082986,84.222152,139.166,2617,2626,0.963148,0.750928,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,51,2026-08-10T16:57:07.1684928+09:00,2026-08-10T16:57:07.2794928+09:00,84.667890,84.779435,111.545,2652,2659,0.917142,0.565156,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,52,2026-08-10T16:57:08.4214928+09:00,2026-08-10T16:57:08.7274928+09:00,85.920629,86.227161,306.532,2728,2746,0.931575,0.772586,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,53,2026-08-10T16:57:09.1734928+09:00,2026-08-10T16:57:09.3124928+09:00,86.672582,86.811803,139.221,2773,2781,0.680620,0.446025,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,54,2026-08-10T16:57:10.3144928+09:00,2026-08-10T16:57:10.6344928+09:00,87.814243,88.134344,320.101,2841,2860,0.983368,0.854377,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,55,2026-08-10T16:57:11.3454928+09:00,2026-08-10T16:57:11.4424928+09:00,88.844549,88.941983,97.434,2903,2909,0.888897,0.585463,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,56,2026-08-10T16:57:12.4734928+09:00,2026-08-10T16:57:12.5424928+09:00,89.972677,90.041916,69.239,2971,2975,0.912423,0.532158,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,57,2026-08-10T16:57:12.8624928+09:00,2026-08-10T16:57:12.9464928+09:00,90.362150,90.445734,83.584,2994,2999,0.908219,0.712086,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,58,2026-08-10T16:57:13.6004928+09:00,2026-08-10T16:57:13.6844928+09:00,91.100024,91.183630,83.606,3038,3043,0.911527,0.677592,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,59,2026-08-10T16:57:14.3934928+09:00,2026-08-10T16:57:14.7284928+09:00,91.893498,92.227693,334.195,3086,3106,0.971286,0.892210,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,60,2026-08-10T16:57:15.1174928+09:00,2026-08-10T16:57:15.3964928+09:00,92.617457,92.895915,278.458,3129,3146,0.948667,0.789735,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,61,2026-08-10T16:57:16.5794928+09:00,2026-08-10T16:57:16.9144928+09:00,94.079411,94.413927,334.516,3217,3237,0.963816,0.871256,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,62,2026-08-10T16:57:18.4174928+09:00,2026-08-10T16:57:18.7234928+09:00,95.916906,96.223059,306.153,3327,3346,0.971206,0.859639,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,63,2026-08-10T16:57:20.4224928+09:00,2026-08-10T16:57:20.5064928+09:00,97.921708,98.006222,84.515,3448,3453,0.850968,0.703333,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,64,2026-08-10T16:57:20.8114928+09:00,2026-08-10T16:57:20.8954928+09:00,98.311447,98.395063,83.616,3471,3476,0.905427,0.759870,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,65,2026-08-10T16:57:22.2184928+09:00,2026-08-10T16:57:22.5384928+09:00,99.717563,100.037986,320.423,3555,3575,0.957922,0.834113,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,66,2026-08-10T16:57:23.1784928+09:00,2026-08-10T16:57:23.2484928+09:00,100.678265,100.747980,69.716,3613,3617,0.878113,0.667794,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,67,2026-08-10T16:57:24.5014928+09:00,2026-08-10T16:57:24.5574928+09:00,102.000956,102.056848,55.892,3692,3696,0.789198,0.636102,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,68,2026-08-10T16:57:25.1834928+09:00,2026-08-10T16:57:25.2814928+09:00,102.683332,102.780795,97.464,3733,3739,0.740388,0.455597,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,69,2026-08-10T16:57:26.4504928+09:00,2026-08-10T16:57:26.7004928+09:00,103.950194,104.200458,250.264,3809,3824,0.965597,0.824357,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,70,2026-08-10T16:57:28.2744928+09:00,2026-08-10T16:57:28.5244928+09:00,105.773632,106.024323,250.691,3919,3934,0.987713,0.869002,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,71,2026-08-10T16:57:29.1514928+09:00,2026-08-10T16:57:29.2344928+09:00,106.650871,106.734306,83.434,3971,3976,0.883444,0.738458,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,72,2026-08-10T16:57:30.4464928+09:00,2026-08-10T16:57:30.6414928+09:00,107.945523,108.140537,195.014,4049,4061,0.977072,0.815317,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,73,2026-08-10T16:57:31.1004928+09:00,2026-08-10T16:57:31.2674928+09:00,108.600152,108.767094,166.942,4088,4098,0.987148,0.788478,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,74,2026-08-10T16:57:32.2554928+09:00,2026-08-10T16:57:32.5344928+09:00,109.755411,110.033945,278.533,4158,4174,0.988662,0.901202,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,75,2026-08-10T16:57:34.2604928+09:00,2026-08-10T16:57:34.5804928+09:00,111.760353,112.080388,320.035,4278,4297,0.980992,0.672715,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,76,2026-08-10T16:57:34.8594928+09:00,2026-08-10T16:57:34.9574928+09:00,112.358923,112.456520,97.597,4314,4320,0.988341,0.845798,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,77,2026-08-10T16:57:36.3914928+09:00,2026-08-10T16:57:36.4464928+09:00,113.890705,113.946474,55.768,4406,4409,0.948710,0.668787,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,78,2026-08-10T16:57:36.6414928+09:00,2026-08-10T16:57:36.8644928+09:00,114.141171,114.364029,222.858,4421,4434,0.997803,0.905782,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,79,2026-08-10T16:57:38.6324928+09:00,2026-08-10T16:57:38.8974928+09:00,116.132239,116.396629,264.390,4540,4556,0.997797,0.767287,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,80,2026-08-10T16:57:40.5814928+09:00,2026-08-10T16:57:40.6934928+09:00,118.080978,118.192512,111.534,4657,4664,0.977943,0.763570,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,81,2026-08-10T16:57:41.1664928+09:00,2026-08-10T16:57:41.2214928+09:00,118.665677,118.721413,55.735,4692,4696,0.906627,0.525893,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,82,2026-08-10T16:57:42.4334928+09:00,2026-08-10T16:57:42.5444928+09:00,119.932633,120.043716,111.083,4768,4775,0.831924,0.690370,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,83,2026-08-10T16:57:43.3094928+09:00,2026-08-10T16:57:43.3934928+09:00,120.809411,120.892977,83.566,4821,4826,0.895378,0.656519,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,84,2026-08-10T16:57:44.6044928+09:00,2026-08-10T16:57:44.6884928+09:00,122.104088,122.187834,83.746,4899,4904,0.812461,0.497333,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,85,2026-08-10T16:57:45.0504928+09:00,2026-08-10T16:57:45.1054928+09:00,122.549887,122.605405,55.519,4925,4929,0.781993,0.438752,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,86,2026-08-10T16:57:46.4424928+09:00,2026-08-10T16:57:46.5814928+09:00,123.942268,124.081268,139.000,5009,5017,0.951462,0.723667,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,87,2026-08-10T16:57:46.8324928+09:00,2026-08-10T16:57:47.0554928+09:00,124.332098,124.554913,222.815,5032,5046,0.996827,0.766658,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,88,2026-08-10T16:57:48.3504928+09:00,2026-08-10T16:57:48.4334928+09:00,125.849681,125.933243,83.562,5123,5128,0.821599,0.651116,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,89,2026-08-10T16:57:48.7674928+09:00,2026-08-10T16:57:48.9204928+09:00,126.267324,126.420366,153.042,5148,5158,0.955720,0.556146,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,90,2026-08-10T16:57:50.2714928+09:00,2026-08-10T16:57:50.3554928+09:00,127.770939,127.854538,83.599,5239,5244,0.803412,0.616752,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,91,2026-08-10T16:57:50.7174928+09:00,2026-08-10T16:57:51.0514928+09:00,128.216544,128.550736,334.192,5265,5285,0.989828,0.791667,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,92,2026-08-10T16:57:52.3184928+09:00,2026-08-10T16:57:52.4014928+09:00,129.817544,129.900963,83.419,5361,5366,0.673260,0.456762,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,93,2026-08-10T16:57:52.8054928+09:00,2026-08-10T16:57:52.9164928+09:00,130.304689,130.416327,111.638,5391,5397,0.909953,0.575696,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,94,2026-08-10T16:57:54.3084928+09:00,2026-08-10T16:57:54.3784928+09:00,131.808207,131.877681,69.473,5481,5485,0.904489,0.725920,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,95,2026-08-10T16:57:54.6844928+09:00,2026-08-10T16:57:54.8094928+09:00,132.183866,132.309363,125.497,5503,5511,0.955010,0.702759,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,96,2026-08-10T16:57:56.2714928+09:00,2026-08-10T16:57:56.3554928+09:00,133.771343,133.854816,83.473,5599,5604,0.907347,0.707128,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,97,2026-08-10T16:57:56.5784928+09:00,2026-08-10T16:57:56.6894928+09:00,134.077507,134.188894,111.386,5617,5624,0.956833,0.707946,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,98,2026-08-10T16:57:58.2484928+09:00,2026-08-10T16:57:58.3454928+09:00,135.748006,135.845286,97.280,5717,5723,0.913486,0.659554,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,99,2026-08-10T16:57:58.6244928+09:00,2026-08-10T16:57:58.7214928+09:00,136.123816,136.221293,97.477,5740,5746,0.843015,0.710760,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,100,2026-08-10T16:57:59.0424928+09:00,2026-08-10T16:57:59.1394928+09:00,136.541556,136.639144,97.588,5765,5771,0.813139,0.515616,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,101,2026-08-10T16:58:00.3094928+09:00,2026-08-10T16:58:00.3924928+09:00,137.808700,137.892241,83.540,5841,5846,0.889614,0.595936,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,102,2026-08-10T16:58:00.6844928+09:00,2026-08-10T16:58:00.7964928+09:00,138.184372,138.295848,111.476,5863,5870,0.947131,0.747641,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,103,2026-08-10T16:58:02.3004928+09:00,2026-08-10T16:58:02.4394928+09:00,139.799588,139.938740,139.152,5960,5969,0.980393,0.548543,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,104,2026-08-10T16:58:02.5504928+09:00,2026-08-10T16:58:02.6344928+09:00,140.050175,140.133650,83.475,5975,5980,0.967041,0.692506,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,105,2026-08-10T16:58:03.0234928+09:00,2026-08-10T16:58:03.2324928+09:00,140.523304,140.732344,209.040,6004,6016,0.999994,0.899153,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,106,2026-08-10T16:58:04.3604928+09:00,2026-08-10T16:58:04.4714928+09:00,141.859882,141.971363,111.481,6084,6091,0.935529,0.641120,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,107,2026-08-10T16:58:04.6944928+09:00,2026-08-10T16:58:04.9174928+09:00,142.194225,142.416847,222.622,6104,6117,0.996385,0.877682,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,108,2026-08-10T16:58:06.6154928+09:00,2026-08-10T16:58:06.8934928+09:00,144.114862,144.393360,278.497,6219,6236,0.999721,0.900526,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,109,2026-08-10T16:58:08.2994928+09:00,2026-08-10T16:58:08.3974928+09:00,145.799210,145.896753,97.543,6320,6326,0.892728,0.575857,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,110,2026-08-10T16:58:08.6614928+09:00,2026-08-10T16:58:08.7454928+09:00,146.161176,146.244818,83.642,6342,6347,0.892794,0.658938,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,111,2026-08-10T16:58:10.2494928+09:00,2026-08-10T16:58:10.5274928+09:00,147.748973,148.027392,278.419,6437,6454,0.999743,0.875873,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,112,2026-08-10T16:58:10.8614928+09:00,2026-08-10T16:58:10.9454928+09:00,148.361352,148.444847,83.495,6474,6479,0.867173,0.564219,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,113,2026-08-10T16:58:12.3934928+09:00,2026-08-10T16:58:12.4764928+09:00,149.892966,149.976300,83.334,6566,6571,0.958045,0.645164,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,114,2026-08-10T16:58:12.7134928+09:00,2026-08-10T16:58:12.8664928+09:00,150.213204,150.366021,152.818,6585,6594,0.993688,0.879557,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,115,2026-08-10T16:58:14.3284928+09:00,2026-08-10T16:58:14.3834928+09:00,151.827964,151.883461,55.497,6682,6685,0.739193,0.570217,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,116,2026-08-10T16:58:14.6344928+09:00,2026-08-10T16:58:14.7454928+09:00,152.134065,152.245441,111.377,6700,6707,0.882337,0.668259,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,117,2026-08-10T16:58:16.5564928+09:00,2026-08-10T16:58:16.7504928+09:00,154.055661,154.250338,194.677,6816,6827,0.989192,0.816368,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,118,2026-08-10T16:58:17.0844928+09:00,2026-08-10T16:58:17.1964928+09:00,154.584468,154.696158,111.690,6847,6854,0.942490,0.715173,1,0,EyesOpened
20260810_165542_500,1,Unspecified,Blink,119,2026-08-10T16:58:18.2824928+09:00,2026-08-10T16:58:18.5744928+09:00,155.781920,156.074303,292.383,6919,6937,0.979847,0.861156,1,0,EyesOpened
