FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 14:54:50.313,0.0000,0.0000,0.0000,0.1172,-0.1168,0.0000
1,0,0,2026-06-17 14:54:50.334,-0.0001,0.0007,-0.0009,0.1174,-0.1165,0.0000
2,0,0,2026-06-17 14:54:50.356,-0.0003,0.0014,-0.0018,0.1177,-0.1161,0.0000
3,0,0,2026-06-17 14:54:50.367,-0.0004,0.0018,-0.0022,0.1179,-0.1158,0.0000
4,0,0,2026-06-17 14:54:50.390,-0.0006,0.0026,-0.0028,0.1182,-0.1152,0.0000
5,0,0,2026-06-17 14:54:50.411,-0.0009,0.0031,-0.0036,0.1185,-0.1148,0.0000
6,0,0,2026-06-17 14:54:50.423,-0.0010,0.0034,-0.0039,0.1185,-0.1147,0.0000
7,0,0,2026-06-17 14:54:50.445,-0.0011,0.0037,-0.0046,0.1187,-0.1144,0.0000
8,0,0,2026-06-17 14:54:50.456,-0.0011,0.0039,-0.0049,0.1188,-0.1143,0.0000
9,0,0,2026-06-17 14:54:50.478,-0.0011,0.0042,-0.0054,0.1189,-0.1141,0.0000
10,0,0,2026-06-17 14:54:50.490,-0.0011,0.0042,-0.0056,0.1189,-0.1140,0.0000
11,0,0,2026-06-17 14:54:50.501,-0.0011,0.0042,-0.0059,0.1190,-0.1139,0.0000
12,0,0,2026-06-17 14:54:50.523,-0.0010,0.0040,-0.0066,0.1190,-0.1141,0.0000
13,0,0,2026-06-17 14:54:50.546,-0.0009,0.0038,-0.0071,0.1190,-0.1141,0.0000
14,0,0,2026-06-17 14:54:50.556,-0.0008,0.0038,-0.0073,0.1190,-0.1141,0.0000
15,0,0,2026-06-17 14:54:50.567,-0.0007,0.0038,-0.0074,0.1190,-0.1139,0.0000
16,0,0,2026-06-17 14:54:50.590,-0.0005,0.0038,-0.0078,0.1192,-0.1137,0.0000
17,0,0,2026-06-17 14:54:50.601,-0.0003,0.0038,-0.0079,0.1193,-0.1136,0.0000
18,0,0,2026-06-17 14:54:50.623,-0.0001,0.0037,-0.0080,0.1193,-0.1135,0.0000
19,0,0,2026-06-17 14:54:50.634,0.0000,0.0036,-0.0080,0.1194,-0.1135,0.0000
20,0,0,2026-06-17 14:54:50.656,0.0002,0.0034,-0.0082,0.1193,-0.1134,0.0000
21,0,0,2026-06-17 14:54:50.667,0.0003,0.0033,-0.0083,0.1193,-0.1136,0.0000
22,0,0,2026-06-17 14:54:50.690,0.0006,0.0031,-0.0085,0.1192,-0.1136,0.0000
23,0,0,2026-06-17 14:54:50.701,0.0008,0.0030,-0.0086,0.1192,-0.1137,0.0000
24,0,0,2026-06-17 14:54:50.723,0.0010,0.0028,-0.0089,0.1191,-0.1138,0.0000
25,0,0,2026-06-17 14:54:50.734,0.0011,0.0027,-0.0090,0.1191,-0.1139,0.0000
26,0,0,2026-06-17 14:54:50.746,0.0012,0.0027,-0.0091,0.1192,-0.1138,0.0000
27,0,0,2026-06-17 14:54:50.769,0.0014,0.0027,-0.0092,0.1193,-0.1135,0.0000
28,0,0,2026-06-17 14:54:50.791,0.0015,0.0029,-0.0092,0.1194,-0.1133,0.0000
29,0,0,2026-06-17 14:54:50.802,0.0015,0.0029,-0.0092,0.1195,-0.1132,0.0000
30,0,0,2026-06-17 14:54:50.823,0.0015,0.0031,-0.0092,0.1197,-0.1129,0.0000
31,0,0,2026-06-17 14:54:50.834,0.0014,0.0033,-0.0092,0.1197,-0.1128,0.0000
32,0,0,2026-06-17 14:54:50.856,0.0013,0.0037,-0.0091,0.1200,-0.1124,0.0000
33,0,0,2026-06-17 14:54:50.867,0.0012,0.0039,-0.0090,0.1202,-0.1121,0.0000
34,0,0,2026-06-17 14:54:50.890,0.0010,0.0045,-0.0088,0.1204,-0.1117,0.0000
35,0,0,2026-06-17 14:54:50.901,0.0008,0.0051,-0.0087,0.1206,-0.1115,0.0000
36,0,0,2026-06-17 14:54:50.923,0.0006,0.0059,-0.0085,0.1208,-0.1111,0.0000
37,0,0,2026-06-17 14:54:50.935,0.0005,0.0063,-0.0084,0.1209,-0.1108,0.0000
38,0,0,2026-06-17 14:54:50.956,0.0003,0.0071,-0.0083,0.1211,-0.1106,0.0000
39,0,0,2026-06-17 14:54:50.968,0.0002,0.0075,-0.0082,0.1212,-0.1104,0.0000
40,0,0,2026-06-17 14:54:50.989,0.0000,0.0082,-0.0082,0.1213,-0.1102,0.0000
41,0,0,2026-06-17 14:54:51.001,-0.0001,0.0085,-0.0081,0.1212,-0.1102,0.0000
42,0,0,2026-06-17 14:54:51.023,-0.0003,0.0091,-0.0081,0.1212,-0.1102,0.0000
43,0,0,2026-06-17 14:54:51.044,-0.0004,0.0095,-0.0082,0.1211,-0.1102,0.0000
44,0,0,2026-06-17 14:54:51.057,-0.0005,0.0096,-0.0082,0.1210,-0.1103,0.0000
45,0,0,2026-06-17 14:54:51.067,-0.0005,0.0097,-0.0083,0.1210,-0.1104,0.0000
46,0,0,2026-06-17 14:54:51.089,-0.0006,0.0101,-0.0084,0.1207,-0.1108,0.0000
47,0,0,2026-06-17 14:54:51.100,-0.0006,0.0101,-0.0085,0.1206,-0.1110,0.0000
48,0,0,2026-06-17 14:54:51.123,-0.0007,0.0102,-0.0087,0.1204,-0.1112,0.0000
49,0,0,2026-06-17 14:54:51.133,-0.0007,0.0102,-0.0088,0.1204,-0.1113,0.0000
50,0,0,2026-06-17 14:54:51.156,-0.0008,0.0101,-0.0090,0.1203,-0.1115,0.0000
51,0,0,2026-06-17 14:54:51.168,-0.0009,0.0100,-0.0091,0.1202,-0.1116,0.0000
52,0,0,2026-06-17 14:54:51.189,-0.0011,0.0099,-0.0094,0.1201,-0.1118,0.0000
53,0,0,2026-06-17 14:54:51.211,-0.0013,0.0099,-0.0097,0.1200,-0.1120,0.0000
54,0,0,2026-06-17 14:54:51.223,-0.0014,0.0099,-0.0098,0.1200,-0.1120,0.0000
55,0,0,2026-06-17 14:54:51.234,-0.0015,0.0100,-0.0100,0.1200,-0.1120,0.0000
56,0,0,2026-06-17 14:54:51.256,-0.0017,0.0101,-0.0103,0.1200,-0.1119,0.0000
57,0,0,2026-06-17 14:54:51.279,-0.0018,0.0102,-0.0107,0.1200,-0.1118,0.0000
58,0,0,2026-06-17 14:54:51.290,-0.0018,0.0104,-0.0109,0.1200,-0.1118,0.0000
59,0,0,2026-06-17 14:54:51.301,-0.0019,0.0105,-0.0111,0.1200,-0.1118,0.0000
60,0,0,2026-06-17 14:54:51.323,-0.0020,0.0109,-0.0116,0.1202,-0.1114,0.0000
61,0,0,2026-06-17 14:54:51.334,-0.0020,0.0111,-0.0118,0.1204,-0.1111,0.0000
62,0,0,2026-06-17 14:54:51.356,-0.0021,0.0113,-0.0124,0.1205,-0.1109,0.0000
63,0,0,2026-06-17 14:54:51.379,-0.0021,0.0117,-0.0128,0.1207,-0.1106,0.0000
64,0,0,2026-06-17 14:54:51.390,-0.0022,0.0119,-0.0130,0.1208,-0.1103,0.0000
65,0,0,2026-06-17 14:54:51.412,-0.0023,0.0123,-0.0134,0.1209,-0.1099,0.0000
66,0,0,2026-06-17 14:54:51.423,-0.0024,0.0124,-0.0136,0.1210,-0.1097,0.0000
67,0,0,2026-06-17 14:54:51.446,-0.0024,0.0128,-0.0141,0.1210,-0.1095,0.0000
68,0,0,2026-06-17 14:54:51.456,-0.0024,0.0129,-0.0143,0.1209,-0.1096,0.0000
69,0,1,2026-06-17 14:54:51.479,-0.0025,0.0133,-0.0147,0.1209,-0.1093,0.0000
70,0,1,2026-06-17 14:54:51.489,-0.0025,0.0135,-0.0149,0.1210,-0.1092,0.0000
71,0,1,2026-06-17 14:54:51.501,-0.0025,0.0137,-0.0151,0.1209,-0.1092,0.0000
72,0,1,2026-06-17 14:54:51.523,-0.0026,0.0140,-0.0153,0.1209,-0.1090,0.0000
73,0,1,2026-06-17 14:54:51.534,-0.0027,0.0142,-0.0155,0.1208,-0.1090,0.0000
74,0,1,2026-06-17 14:54:51.557,-0.0028,0.0144,-0.0159,0.1207,-0.1091,0.0000
75,0,1,2026-06-17 14:54:51.567,-0.0029,0.0147,-0.0160,0.1207,-0.1090,0.0000
76,0,1,2026-06-17 14:54:51.589,-0.0032,0.0151,-0.0163,0.1207,-0.1089,0.0000
77,0,1,2026-06-17 14:54:51.600,-0.0033,0.0153,-0.0164,0.1206,-0.1088,0.0000
78,0,1,2026-06-17 14:54:51.623,-0.0035,0.0157,-0.0166,0.1205,-0.1089,0.0000
79,0,1,2026-06-17 14:54:51.645,-0.0039,0.0161,-0.0169,0.1204,-0.1089,0.0000
80,0,1,2026-06-17 14:54:51.656,-0.0040,0.0164,-0.0171,0.1203,-0.1089,0.0000
81,0,1,2026-06-17 14:54:51.679,-0.0044,0.0168,-0.0173,0.1203,-0.1088,0.0000
82,0,1,2026-06-17 14:54:51.690,-0.0047,0.0170,-0.0175,0.1202,-0.1088,0.0000
83,0,1,2026-06-17 14:54:51.701,-0.0049,0.0172,-0.0177,0.1202,-0.1088,0.0000
84,0,1,2026-06-17 14:54:51.723,-0.0052,0.0177,-0.0179,0.1201,-0.1089,0.0000
85,0,1,2026-06-17 14:54:51.746,-0.0056,0.0182,-0.0181,0.1200,-0.1088,0.0000
86,0,1,2026-06-17 14:54:51.756,-0.0058,0.0184,-0.0183,0.1200,-0.1087,0.0000
87,0,1,2026-06-17 14:54:51.767,-0.0060,0.0187,-0.0184,0.1200,-0.1087,0.0000
88,0,1,2026-06-17 14:54:51.790,-0.0065,0.0192,-0.0187,0.1199,-0.1085,0.0000
89,0,1,2026-06-17 14:54:51.801,-0.0067,0.0194,-0.0188,0.1200,-0.1084,0.0000
